customer_id,last_order,recency_days,frequency,monetary,R_score,F_score,M_score,segment
47660,2014-11-17,2966,1,32466.66,1,1,2,Lost
47661,2021-11-15,411,3,139148.02000000002,4,3,4,Loyal Customers
47662,2022-08-01,152,4,176826.35,5,3,4,Loyal Customers
47663,2018-08-18,1596,3,92603.34,2,3,3,At Risk
47664,2018-12-28,1464,4,70903.69,2,3,3,At Risk
47666,2020-11-08,783,3,159621.97,3,3,4,Loyal Customers
47667,2017-06-29,2011,2,65200.1,2,2,3,Hibernating
47668,2018-05-15,1691,5,95882.49,2,3,3,At Risk
47669,2021-05-02,608,7,123894.7,4,4,4,Champions
47670,2019-05-31,1310,4,58874.55,3,3,3,Loyal Customers
47671,2022-07-24,160,6,163244.21,5,4,4,Champions
47672,2019-02-13,1417,2,26183.9,3,2,2,Promising
47673,2015-04-28,2804,1,22210.56,1,1,1,Lost
47674,2015-04-27,2805,1,13892.28,1,1,1,Lost
47676,2018-12-27,1465,1,8685.43,2,1,1,Lost
47682,2020-04-11,994,1,7805.7,3,1,1,Promising
47683,2020-04-03,1002,4,53700.36,3,3,2,Need Attention
47684,2013-03-30,3563,1,18229.09,1,1,1,Lost
47687,2021-09-01,486,3,58739.31,4,3,3,Loyal Customers
47688,2022-03-21,285,29,556693.23,4,5,5,Champions
47689,2022-08-09,144,22,760275.46,5,5,5,Champions
47690,2022-11-07,54,19,441715.98,5,5,5,Champions
47695,2018-12-27,1465,3,31805.86,2,3,2,At Risk
47696,2018-12-28,1464,1,5820.67,2,1,1,Lost
47697,2014-03-29,3199,1,17433.36,1,1,1,Lost
47705,2015-10-13,2636,2,51030.96,1,2,2,Lost
47710,2016-12-20,2202,1,1457.22,2,1,1,Lost
47711,2021-06-15,564,1,15941.65,4,1,1,New Customers
47715,2019-05-28,1313,1,10287.28,3,1,1,Promising
47718,2022-04-23,252,23,495279.81,5,5,5,Champions
47719,2021-04-03,637,20,408429.29,4,5,5,Champions
47720,2020-09-28,824,25,545091.8,3,5,5,Loyal Customers
47723,2016-11-29,2223,1,8666.38,2,1,1,Lost
47731,2018-05-31,1675,2,21588.28,2,2,1,Lost
47735,2021-03-12,659,5,63128.09,4,3,3,Loyal Customers
47743,2019-06-30,1280,1,4428.33,3,1,1,Promising
47745,2019-06-29,1281,1,1064.75,3,1,1,Promising
47748,2016-03-18,2479,3,84300.08,1,3,3,At Risk
47749,2020-10-17,805,5,70677.92,3,3,3,Loyal Customers
47750,2019-03-19,1383,8,246815.07,3,4,4,Loyal Customers
47751,2021-12-30,366,3,21738.53,4,3,1,Need Attention
47752,2018-09-30,1553,5,129978.07,2,3,4,At Risk
47753,2019-05-09,1332,8,124050.98999999999,3,4,4,Loyal Customers
47755,2021-04-12,628,6,155426.06,4,4,4,Champions
47756,2020-03-12,1024,4,117048.11,3,3,3,Loyal Customers
47757,2022-02-05,329,11,288979.69,4,5,5,Champions
47758,2022-11-11,50,19,397358.55,5,5,5,Champions
47759,2020-10-26,796,10,236253.29,3,4,4,Loyal Customers
47760,2022-11-12,49,14,216556.05,5,5,4,Champions
47762,2022-05-25,220,17,356920.08,5,5,5,Champions
47763,2013-04-25,3537,1,56833.45,1,1,2,Lost
47764,2019-08-01,1248,1,22573.44,3,1,1,Promising
47766,2014-01-02,3285,1,9364.67,1,1,1,Lost
47770,2021-09-17,470,1,31000.94,4,1,2,New Customers
47773,2021-08-03,515,14,250369.88,4,5,4,Champions
47775,2022-04-16,259,11,286749.81,4,5,5,Champions
47777,2021-08-20,498,10,264042.0,4,4,4,Champions
47778,2018-10-08,1545,4,117680.17,2,3,3,At Risk
47779,2019-09-21,1197,2,59893.93,3,2,3,Promising
47783,2019-12-09,1118,5,54460.23,3,3,2,Need Attention
47784,2021-12-31,365,4,155577.69,4,3,4,Loyal Customers
47785,2018-06-03,1672,7,161453.32,2,4,4,Can't Lose Them
47786,2019-08-30,1219,5,160486.95,3,3,4,Loyal Customers
47787,2022-08-16,137,5,221675.46,5,3,4,Loyal Customers
47792,2018-07-30,1615,1,41387.6,2,1,2,Lost
47793,2015-05-23,2779,1,56924.24,1,1,2,Lost
47796,2013-12-17,3301,1,5884.33,1,1,1,Lost
47797,2018-12-09,1483,1,1910.53,2,1,1,Lost
47802,2019-11-25,1132,1,5162.88,3,1,1,Promising
47804,2021-02-19,680,3,49732.33,3,3,2,Need Attention
47806,2015-09-18,2661,1,23054.69,1,1,2,Lost
47811,2019-01-13,1448,1,22013.12,3,1,1,Promising
47812,2018-12-14,1478,1,5240.11,2,1,1,Lost
47818,2021-12-19,377,9,101663.9,4,4,3,Loyal Customers
47819,2022-05-12,233,11,195579.58000000002,5,5,4,Champions
47820,2021-12-04,392,8,223491.43,4,4,4,Champions
47821,2018-03-25,1742,4,69379.53,2,3,3,At Risk
47822,2022-11-12,49,10,220437.79,5,4,4,Champions
47823,2019-09-03,1215,2,52889.66,3,2,2,Promising
47825,2017-07-18,1992,1,33621.12,2,1,2,Lost
47829,2021-07-13,536,2,69212.35,4,2,3,New Customers
47830,2015-06-14,2757,2,110929.64000000001,1,2,3,Hibernating
47831,2021-04-03,637,1,31761.4,4,1,2,New Customers
47832,2022-10-25,67,8,191771.71,5,4,4,Champions
47833,2021-05-28,582,5,79001.95,4,3,3,Loyal Customers
47834,2021-10-16,441,6,199148.47,4,4,4,Champions
47835,2020-03-26,1010,6,170105.37,3,4,4,Loyal Customers
47836,2020-07-09,905,5,51079.45,3,3,2,Need Attention
47837,2020-04-18,987,4,40690.67,3,3,2,Need Attention
47838,2017-06-14,2026,1,29544.05,2,1,2,Lost
47840,2017-11-28,1859,2,33682.95,2,2,2,Lost
47842,2012-09-29,3745,1,7079.34,1,1,1,Lost
47843,2017-11-22,1865,5,154453.40000000002,2,3,4,At Risk
47844,2018-03-15,1752,5,59105.490000000005,2,3,3,At Risk
47845,2021-04-01,639,2,10211.31,4,2,1,New Customers
47846,2021-04-19,621,4,118894.9,4,3,3,Loyal Customers
47847,2016-08-24,2320,4,91963.15000000001,1,3,3,At Risk
47849,2022-09-23,99,1,91581.62,5,1,3,New Customers
47852,2015-01-13,2909,1,6565.26,1,1,1,Lost
47855,2022-12-11,20,4,71987.70999999999,5,3,3,Loyal Customers
47857,2019-09-17,1201,1,6509.28,3,1,1,Promising
47858,2022-03-09,297,6,139401.81,4,4,4,Champions
47859,2020-03-11,1025,2,37896.22,3,2,2,Promising
47860,2022-02-27,307,1,39578.09,4,1,2,New Customers
47864,2021-02-26,673,3,81609.86,4,3,3,Loyal Customers
47865,2020-08-16,867,2,96067.95000000001,3,2,3,Promising
47868,2016-12-11,2211,1,1988.35,2,1,1,Lost
47869,2021-05-12,598,4,145588.6,4,3,4,Loyal Customers
47870,2018-07-25,1620,2,57440.96000000001,2,2,2,Lost
47871,2016-12-14,2208,3,39698.11,2,3,2,At Risk
47879,2018-06-03,1672,1,4201.76,2,1,1,Lost
47883,2016-11-28,2224,1,15546.55,2,1,1,Lost
47885,2016-11-23,2229,2,39628.6,2,2,2,Lost
47890,2018-05-25,1681,2,38041.200000000004,2,2,2,Lost
47891,2015-10-19,2630,2,43652.39,1,2,2,Lost
47892,2016-07-25,2350,1,35860.32,1,1,2,Lost
47893,2022-03-24,282,5,134528.53999999998,4,3,4,Loyal Customers
47894,2019-10-31,1157,1,20224.2,3,1,1,Promising
47896,2017-02-03,2157,2,100438.8,2,2,3,Hibernating
47899,2017-06-01,2039,1,31120.02,2,1,2,Lost
47902,2014-08-21,3054,1,21171.63,1,1,1,Lost
47908,2017-08-28,1951,6,56709.66,2,4,2,At Risk
47909,2021-03-11,660,7,242129.68,4,4,4,Champions
47910,2020-07-23,891,9,137262.06,3,4,4,Loyal Customers
47911,2018-07-10,1635,3,83788.88,2,3,3,At Risk
47912,2022-07-31,153,4,85377.66,5,3,3,Loyal Customers
47913,2019-03-24,1378,7,141267.27,3,4,4,Loyal Customers
47914,2016-03-31,2466,3,73216.17,1,3,3,At Risk
47915,2022-05-26,219,3,30950.08,5,3,2,Need Attention
47916,2020-08-13,870,6,201912.22999999998,3,4,4,Loyal Customers
47918,2012-11-28,3685,1,4055.04,1,1,1,Lost
47920,2012-11-27,3686,1,2021.67,1,1,1,Lost
47921,2013-04-28,3534,2,16063.960000000001,1,2,1,Lost
47922,2017-12-17,1840,2,13489.55,2,2,1,Lost
47925,2018-07-31,1614,4,69881.57,2,3,3,At Risk
47927,2017-05-10,2061,7,158958.09,2,4,4,Can't Lose Them
47928,2014-03-13,3215,2,15188.19,1,2,1,Lost
47933,2020-12-24,737,1,5248.18,3,1,1,Promising
47934,2013-12-30,3288,1,867.42,1,1,1,Lost
47935,2017-11-29,1858,4,34784.07,2,3,2,At Risk
47938,2018-08-04,1610,2,73591.98999999999,2,2,3,Hibernating
47939,2016-09-22,2291,1,3074.63,1,1,1,Lost
47945,2020-03-27,1009,1,19797.99,3,1,1,Promising
47949,2022-08-22,131,8,173113.49,5,4,4,Champions
47950,2020-05-28,947,7,255444.11,3,4,4,Loyal Customers
47951,2020-10-11,811,8,161191.69,3,4,4,Loyal Customers
47953,2019-04-13,1358,4,67339.19,3,3,3,Loyal Customers
47954,2020-08-28,855,5,92423.63,3,3,3,Loyal Customers
47955,2016-11-17,2235,1,6498.34,2,1,1,Lost
47956,2016-01-28,2529,3,38670.619999999995,1,3,2,At Risk
47957,2018-11-08,1514,3,28354.19,2,3,2,At Risk
47958,2018-10-04,1549,1,30610.3,2,1,2,Lost
47959,2019-04-20,1351,1,21061.92,3,1,1,Promising
47960,2018-03-15,1752,1,15048.42,2,1,1,Lost
47965,2018-06-03,1672,1,71306.88,2,1,3,Hibernating
47967,2017-08-14,1965,1,47457.66,2,1,2,Lost
47969,2016-12-28,2194,1,3882.37,2,1,1,Lost
47971,2019-03-14,1388,1,8672.68,3,1,1,Promising
47972,2020-12-30,731,2,35883.86,3,2,2,Promising
47973,2017-06-17,2023,3,20696.24,2,3,1,At Risk
47974,2014-11-10,2973,1,13178.04,1,1,1,Lost
47976,2021-02-13,686,3,53520.5,3,3,2,Need Attention
47977,2020-03-24,1012,1,16425.9,3,1,1,Promising
47980,2019-01-16,1445,3,69460.22,3,3,3,Loyal Customers
47983,2018-09-08,1575,1,17269.36,2,1,1,Lost
47984,2015-12-14,2574,1,818.32,1,1,1,Lost
47985,2015-12-17,2571,1,1593.3,1,1,1,Lost
47988,2018-06-03,1672,6,31772.04,2,4,2,At Risk
47989,2016-11-21,2231,3,153496.02,2,3,4,At Risk
47990,2019-03-31,1371,6,27391.21,3,4,2,Need Attention
47991,2021-03-24,647,5,87765.72,4,3,3,Loyal Customers
47992,2020-10-03,819,3,91364.6,3,3,3,Loyal Customers
47994,2016-12-27,2195,1,3620.24,2,1,1,Lost
47996,2016-12-27,2195,1,709.92,2,1,1,Lost
47998,2018-07-24,1621,3,39095.06,2,3,2,At Risk
47999,2020-04-07,998,3,105943.96,3,3,3,Loyal Customers
48000,2021-11-02,424,3,121392.38,4,3,3,Loyal Customers
48001,2015-07-26,2715,4,85508.65,1,3,3,At Risk
48002,2018-03-06,1761,4,60320.229999999996,2,3,3,At Risk
48003,2020-03-02,1034,18,357061.05,3,5,5,Loyal Customers
48004,2022-04-19,256,14,207575.9,5,5,4,Champions
48005,2022-02-24,310,21,583194.37,4,5,5,Champions
48006,2021-10-12,445,23,512579.13,4,5,5,Champions
48008,2013-12-25,3293,1,7487.65,1,1,1,Lost
48010,2016-10-23,2260,1,11122.2,2,1,1,Lost
48011,2021-06-03,576,5,126806.97,4,3,4,Loyal Customers
48012,2022-08-31,122,1,23937.9,5,1,2,New Customers
48013,2016-02-25,2501,1,63151.13,1,1,3,Hibernating
48015,2019-03-06,1396,1,11215.1,3,1,1,Promising
48017,2017-09-22,1926,1,5848.79,2,1,1,Lost
48018,2022-06-30,184,8,162700.24,5,4,4,Champions
48019,2019-12-25,1102,11,219146.27000000002,3,5,4,Loyal Customers
48020,2020-07-10,904,3,58286.979999999996,3,3,2,Need Attention
48021,2022-11-19,42,9,258745.16999999998,5,4,4,Champions
48022,2017-12-18,1839,3,22911.98,2,3,2,At Risk
48023,2019-06-01,1309,3,139637.76,3,3,4,Loyal Customers
48024,2019-04-03,1368,2,43008.09,3,2,2,Promising
48025,2017-10-14,1904,2,111968.95000000001,2,2,3,Hibernating
48027,2018-04-02,1734,3,23618.440000000002,2,3,2,At Risk
48030,2022-11-10,51,1,5116.84,5,1,1,New Customers
48033,2017-12-27,1830,2,9593.99,2,2,1,Lost
48036,2019-03-31,1371,2,37897.579999999994,3,2,2,Promising
48037,2017-06-03,2037,4,32942.44,2,3,2,At Risk
48038,2022-12-13,18,2,22372.14,5,2,1,New Customers
48039,2022-12-15,16,2,44598.56,5,2,2,New Customers
48040,2017-12-11,1846,3,48448.64,2,3,2,At Risk
48041,2016-11-29,2223,3,53677.78,2,3,2,At Risk
48042,2013-02-26,3595,1,60187.05,1,1,3,Hibernating
48043,2015-12-29,2559,1,18144.15,1,1,1,Lost
48044,2014-04-29,3168,1,52700.16,1,1,2,Lost
48047,2012-12-14,3669,1,39833.05,1,1,2,Lost
48052,2015-03-19,2844,1,3048.18,1,1,1,Lost
48055,2017-07-15,1995,1,6601.72,2,1,1,Lost
48057,2013-12-23,3295,1,17550.58,1,1,1,Lost
48058,2021-05-23,587,6,119026.31,4,4,3,Loyal Customers
48059,2016-03-30,2467,4,80465.48000000001,1,3,3,At Risk
48061,2013-12-19,3299,2,7220.74,1,2,1,Lost
48062,2019-07-13,1267,3,48315.369999999995,3,3,2,Need Attention
48064,2022-05-19,226,1,11183.4,5,1,1,New Customers
48066,2021-02-15,684,1,22965.42,3,1,2,Promising
48071,2015-06-14,2757,1,48889.12,1,1,2,Lost
48076,2014-07-25,3081,1,79255.12,1,1,3,Hibernating
48078,2022-04-23,252,6,99262.91,5,4,3,Loyal Customers
48079,2017-09-01,1947,2,28581.239999999998,2,2,2,Lost
48080,2020-05-28,947,1,7272.9,3,1,1,Promising
48081,2021-08-03,515,1,11841.24,4,1,1,New Customers
48082,2022-09-11,111,4,91669.16,5,3,3,Loyal Customers
48084,2018-04-24,1712,1,9682.05,2,1,1,Lost
48088,2017-02-12,2148,2,17576.61,2,2,1,Lost
48091,2017-07-20,1990,2,87907.62000000001,2,2,3,Hibernating
48092,2015-12-26,2562,1,9738.24,1,1,1,Lost
48093,2018-03-01,1766,3,53421.19,2,3,2,At Risk
48094,2021-06-22,557,3,95578.99,4,3,3,Loyal Customers
48095,2021-10-27,430,4,162151.86,4,3,4,Loyal Customers
48096,2017-01-10,2181,3,88466.44,2,3,3,At Risk
48097,2021-10-31,426,7,87849.18,4,4,3,Loyal Customers
48098,2021-05-27,583,6,138576.38,4,4,4,Champions
48099,2020-07-01,913,8,100549.15000000001,3,4,3,Loyal Customers
48100,2022-08-09,144,7,165611.95,5,4,4,Champions
48101,2022-04-10,265,12,205243.16,4,5,4,Champions
48102,2022-02-27,307,16,421358.49,4,5,5,Champions
48103,2022-09-25,97,5,282367.32999999996,5,3,5,Loyal Customers
48104,2021-06-23,556,2,18173.309999999998,4,2,1,New Customers
48106,2022-03-15,291,7,154186.13,4,4,4,Champions
48108,2021-08-16,502,9,230178.26,4,4,4,Champions
48109,2022-08-23,130,7,181480.98,5,4,4,Champions
48110,2021-07-02,547,12,177680.91,4,5,4,Champions
48114,2014-01-01,3286,1,6705.79,1,1,1,Lost
48115,2020-03-13,1023,1,74283.18,3,1,3,Promising
48116,2015-12-19,2569,1,31843.2,1,1,2,Lost
48117,2013-06-03,3498,1,20680.98,1,1,1,Lost
48119,2018-01-11,1815,1,16099.05,2,1,1,Lost
48120,2018-03-21,1746,1,19272.26,2,1,1,Lost
48122,2018-04-03,1733,1,22202.67,2,1,1,Lost
48128,2016-07-07,2368,1,24679.9,1,1,2,Lost
48132,2022-03-07,299,2,125513.35999999999,4,2,4,New Customers
48133,2021-08-23,495,20,456429.1,4,5,5,Champions
48134,2022-09-10,112,26,468770.58,5,5,5,Champions
48135,2022-03-24,282,35,759534.4,4,5,5,Champions
48138,2022-04-19,256,24,483069.42,5,5,5,Champions
48141,2021-04-11,629,23,640854.86,4,5,5,Champions
48142,2021-04-18,622,16,377942.62,4,5,5,Champions
48143,2018-04-03,1733,3,116008.79000000001,2,3,3,At Risk
48144,2019-12-25,1102,5,183689.04,3,3,4,Loyal Customers
48145,2021-12-21,375,2,29175.96,4,2,2,New Customers
48146,2021-01-30,700,4,281424.53,3,3,5,Loyal Customers
48147,2021-07-23,526,4,99507.09000000001,4,3,3,Loyal Customers
48148,2014-12-18,2935,3,102667.23,1,3,3,At Risk
48149,2020-11-25,766,4,134720.82,3,3,4,Loyal Customers
48150,2015-07-08,2733,1,6931.25,1,1,1,Lost
48151,2019-01-01,1460,2,60469.670000000006,3,2,3,Promising
48153,2021-08-06,512,7,150397.52,4,4,4,Champions
48154,2022-03-27,279,3,98488.88,4,3,3,Loyal Customers
48155,2021-06-20,559,11,397332.67,4,5,5,Champions
48156,2017-02-25,2135,2,62177.11,2,2,3,Hibernating
48157,2019-07-27,1253,4,201499.02,3,3,4,Loyal Customers
48159,2022-11-01,60,22,465774.55,5,5,5,Champions
48160,2020-08-02,881,12,271579.02,3,5,5,Loyal Customers
48161,2022-08-11,142,25,625784.69,5,5,5,Champions
48169,2022-08-29,124,21,607050.8200000001,5,5,5,Champions
48171,2022-10-28,64,20,541766.75,5,5,5,Champions
48172,2022-08-01,152,22,566696.04,5,5,5,Champions
48174,2021-12-28,368,18,337455.17,4,5,5,Champions
48176,2021-05-31,579,15,471027.88,4,5,5,Champions
48177,2022-11-06,55,18,464161.72,5,5,5,Champions
48180,2019-12-11,1116,1,14408.26,3,1,1,Promising
48188,2022-03-25,281,41,1049405.78,4,5,5,Champions
48189,2022-09-26,96,25,731187.15,5,5,5,Champions
48190,2022-06-29,185,33,847808.3099999999,5,5,5,Champions
48191,2020-05-09,966,28,792492.42,3,5,5,Loyal Customers
48192,2022-07-17,167,25,696191.21,5,5,5,Champions
48194,2014-07-09,3097,1,7305.81,1,1,1,Lost
48195,2015-05-26,2776,1,3393.2,1,1,1,Lost
48206,2019-08-08,1241,1,14293.64,3,1,1,Promising
48207,2016-02-25,2501,1,34030.71,1,1,2,Lost
48208,2012-08-03,3802,1,3563.79,1,1,1,Lost
48210,2015-04-30,2802,1,2872.27,1,1,1,Lost
48211,2021-06-29,550,1,10340.51,4,1,1,New Customers
48218,2014-12-02,2951,3,28155.81,1,3,2,At Risk
48220,2013-03-31,3562,1,8771.19,1,1,1,Lost
48221,2016-08-09,2335,1,32977.08,1,1,2,Lost
48223,2019-06-04,1306,5,124946.65,3,3,4,Loyal Customers
48224,2022-03-12,294,10,279892.55,4,4,5,Champions
48225,2022-11-25,36,9,210436.16999999998,5,4,4,Champions
48226,2021-08-01,517,7,148666.96,4,4,4,Champions
48227,2020-04-07,998,11,244686.87,3,5,4,Loyal Customers
48231,2017-03-22,2110,1,18125.54,2,1,1,Lost
48234,2015-03-30,2833,2,54698.810000000005,1,2,2,Lost
48237,2017-04-28,2073,2,38841.16,2,2,2,Lost
48239,2014-11-14,2969,2,33191.07,1,2,2,Lost
48240,2016-05-18,2418,3,99791.4,1,3,3,At Risk
48241,2021-06-19,560,10,359234.18,4,4,5,Champions
48243,2019-08-31,1218,4,48561.5,3,3,2,Need Attention
48244,2017-03-23,2109,6,121982.77,2,4,3,At Risk
48245,2022-06-01,213,10,219752.29,5,4,4,Champions
48246,2022-03-30,276,5,125882.59000000001,4,3,4,Loyal Customers
48247,2022-10-27,65,9,222754.95,5,4,4,Champions
48248,2020-07-16,898,13,354395.76,3,5,5,Loyal Customers
48249,2021-02-27,672,4,110298.92,4,3,3,Loyal Customers
48250,2020-07-31,883,6,108503.73000000001,3,4,3,Loyal Customers
48252,2021-09-10,477,5,201455.03000000003,4,3,4,Loyal Customers
48253,2018-04-02,1734,13,247560.23,2,5,4,Can't Lose Them
48254,2022-12-18,13,9,238517.74,5,4,4,Champions
48255,2022-03-31,275,12,328983.45,4,5,5,Champions
48256,2021-07-25,524,11,182568.89,4,5,4,Champions
48259,2019-08-19,1230,5,66764.29999999999,3,3,3,Loyal Customers
48260,2020-06-08,936,2,91451.66,3,2,3,Promising
48263,2020-10-31,791,4,86821.01000000001,3,3,3,Loyal Customers
48265,2018-08-27,1587,7,165176.62,2,4,4,Can't Lose Them
48267,2018-08-14,1600,5,59557.14,2,3,3,At Risk
48268,2022-04-21,254,20,436539.01,5,5,5,Champions
48269,2022-10-18,74,19,364578.23,5,5,5,Champions
48270,2020-05-29,946,13,358088.62,3,5,5,Loyal Customers
48271,2022-12-08,23,15,472881.24,5,5,5,Champions
48272,2022-04-02,273,18,530110.35,4,5,5,Champions
48274,2021-08-08,510,10,222667.06,4,4,4,Champions
48275,2017-08-02,1977,4,78579.23,2,3,3,At Risk
48276,2022-03-28,278,7,233459.65,4,4,4,Champions
48277,2022-09-26,96,11,329494.2,5,5,5,Champions
48278,2019-05-14,1327,9,179898.12,3,4,4,Loyal Customers
48279,2022-04-05,270,8,282156.73,4,4,5,Champions
48280,2022-06-11,203,7,154825.91999999998,5,4,4,Champions
48281,2020-12-11,750,7,185526.13,3,4,4,Loyal Customers
48282,2022-09-22,100,9,111160.5,5,4,3,Loyal Customers
48289,2017-04-12,2089,1,17323.9,2,1,1,Lost
48294,2022-06-03,211,24,587401.02,5,5,5,Champions
48296,2021-06-28,551,20,768767.78,4,5,5,Champions
48297,2021-08-03,515,15,358201.64999999997,4,5,5,Champions
48298,2017-11-28,1859,1,4559.78,2,1,1,Lost
48299,2016-06-28,2377,3,47327.71,1,3,2,At Risk
48303,2013-01-25,3627,2,1629.08,1,2,1,Lost
48304,2017-06-23,2017,3,11882.939999999999,2,3,1,At Risk
48305,2018-06-20,1655,2,35575.76,2,2,2,Lost
48306,2017-06-20,2020,1,1960.47,2,1,1,Lost
48307,2015-03-13,2850,1,6444.72,1,1,1,Lost
48308,2022-01-10,355,16,484111.49,4,5,5,Champions
48309,2022-06-18,196,21,688217.87,5,5,5,Champions
48311,2022-06-24,190,15,442070.29,5,5,5,Champions
48317,2021-08-02,516,1,24968.0,4,1,2,New Customers
48319,2016-05-04,2432,1,8525.74,1,1,1,Lost
48321,2022-11-26,35,19,579553.39,5,5,5,Champions
48327,2017-06-23,2017,1,16593.0,2,1,1,Lost
48328,2022-06-21,193,12,225514.38999999998,5,5,4,Champions
48330,2018-07-03,1642,5,134821.02000000002,2,3,4,At Risk
48331,2021-06-05,574,7,306820.63,4,4,5,Champions
48333,2021-05-23,587,4,74052.02,4,3,3,Loyal Customers
48335,2013-06-16,3485,1,50688.32,1,1,2,Lost
48338,2019-06-21,1289,15,406718.8,3,5,5,Loyal Customers
48339,2017-04-02,2099,8,191413.15,2,4,4,Can't Lose Them
48340,2022-07-12,172,7,82711.82,5,4,3,Loyal Customers
48341,2022-05-31,214,8,253724.97000000003,5,4,4,Champions
48343,2022-02-06,328,3,103762.17,4,3,3,Loyal Customers
48345,2016-04-25,2441,4,167963.69,1,3,4,At Risk
48347,2021-03-30,641,6,220512.1,4,4,4,Champions
48351,2013-06-06,3495,1,61933.12,1,1,3,Hibernating
48354,2016-11-25,2227,3,34001.76,2,3,2,At Risk
48355,2021-08-01,517,5,127403.77,4,3,4,Loyal Customers
48357,2016-05-27,2409,1,12213.03,1,1,1,Lost
48365,2022-06-25,189,1,49553.36,5,1,2,New Customers
48366,2016-07-07,2368,2,146457.56,1,2,4,Hibernating
48368,2020-09-25,827,14,359307.4,3,5,5,Loyal Customers
48370,2020-12-29,732,11,209627.97,3,5,4,Loyal Customers
48371,2022-04-26,249,9,278830.11,5,4,5,Champions
48372,2020-07-01,913,9,294245.98,3,4,5,Loyal Customers
48373,2015-12-22,2566,1,35382.76,1,1,2,Lost
48374,2017-05-10,2061,3,100005.28,2,3,3,At Risk
48375,2022-05-30,215,2,98286.28,5,2,3,New Customers
48377,2018-06-16,1659,1,17737.44,2,1,1,Lost
48378,2021-10-23,434,3,112491.28,4,3,3,Loyal Customers
48379,2022-06-25,189,8,124476.58,5,4,4,Champions
48380,2021-02-14,685,3,70797.0,3,3,3,Loyal Customers
48381,2021-04-01,639,6,177247.78999999998,4,4,4,Champions
48382,2019-09-27,1191,6,171152.29,3,4,4,Loyal Customers
48383,2017-09-01,1947,10,233016.22,2,4,4,Can't Lose Them
48384,2021-05-31,579,11,372932.44,4,5,5,Champions
48385,2019-04-07,1364,10,188284.29,3,4,4,Loyal Customers
48389,2016-12-28,2194,2,7351.84,2,2,1,Lost
48393,2019-10-31,1157,6,132150.61,3,4,4,Loyal Customers
48395,2016-11-14,2238,2,31340.49,2,2,2,Lost
48396,2018-06-14,1661,3,21726.62,2,3,1,At Risk
48397,2022-05-10,235,8,189707.76,5,4,4,Champions
48398,2021-05-30,580,11,165888.86,4,5,4,Champions
48399,2022-10-30,62,13,264884.70999999996,5,5,4,Champions
48400,2021-10-22,435,7,279021.82,4,4,5,Champions
48401,2022-04-17,258,6,77096.48000000001,4,4,3,Loyal Customers
48403,2022-04-03,272,7,146044.56,4,4,4,Champions
48404,2021-06-11,568,17,384144.79,4,5,5,Champions
48405,2021-07-29,520,13,453113.67,4,5,5,Champions
48406,2022-08-07,146,18,437334.87,5,5,5,Champions
48407,2022-10-20,72,15,412508.33,5,5,5,Champions
48410,2016-12-31,2191,3,78355.6,2,3,3,At Risk
48411,2017-05-24,2047,1,35991.14,2,1,2,Lost
48416,2016-07-09,2366,1,6692.43,1,1,1,Lost
48420,2017-04-23,2078,2,10256.539999999999,2,2,1,Lost
48422,2017-05-25,2046,2,83149.3,2,2,3,Hibernating
48423,2019-08-15,1234,5,60493.71,3,3,3,Loyal Customers
48424,2017-07-28,1982,2,22324.309999999998,2,2,1,Lost
48427,2017-08-24,1955,4,130950.87999999999,2,3,4,At Risk
48428,2022-03-29,277,9,134175.13,4,4,4,Champions
48429,2015-03-29,2834,2,19758.98,1,2,1,Lost
48430,2020-06-11,933,6,114018.15,3,4,3,Loyal Customers
48431,2022-08-28,125,5,159032.08000000002,5,3,4,Loyal Customers
48432,2022-03-26,280,2,27608.63,4,2,2,New Customers
48434,2022-04-26,249,5,112004.48,5,3,3,Loyal Customers
48435,2016-11-23,2229,5,159078.64,2,3,4,At Risk
48436,2021-07-03,546,7,176583.77,4,4,4,Champions
48437,2022-03-17,289,4,38540.09,4,3,2,Need Attention
48443,2020-10-15,807,8,146414.18,3,4,4,Loyal Customers
48444,2018-12-18,1474,5,45158.75,2,3,2,At Risk
48445,2022-08-30,123,7,154326.06,5,4,4,Champions
48446,2018-12-16,1476,5,93108.70999999999,2,3,3,At Risk
48447,2018-12-16,1476,6,59915.81,2,4,3,At Risk
48449,2019-02-25,1405,13,249702.02,3,5,4,Loyal Customers
48450,2019-12-29,1098,7,192068.56,3,4,4,Loyal Customers
48451,2019-04-01,1370,3,33683.979999999996,3,3,2,Need Attention
48453,2014-05-31,3136,1,55595.5,1,1,2,Lost
48454,2016-05-01,2435,1,38418.48,1,1,2,Lost
48455,2017-09-27,1921,4,128400.95,2,3,4,At Risk
48456,2012-12-17,3666,1,12367.14,1,1,1,Lost
48457,2017-06-05,2035,4,159739.86,2,3,4,At Risk
48458,2018-06-12,1663,4,39262.409999999996,2,3,2,At Risk
48459,2021-05-31,579,7,237800.36,4,4,4,Champions
48460,2019-03-20,1382,3,41316.31,3,3,2,Need Attention
48461,2022-04-27,248,13,322015.95,5,5,5,Champions
48463,2021-06-03,576,6,170766.81,4,4,4,Champions
48464,2022-02-14,320,13,268791.95,4,5,5,Champions
48467,2022-06-20,194,7,168069.89,5,4,4,Champions
48468,2018-05-16,1690,13,354340.58,2,5,5,Can't Lose Them
