Date,Revenue,COGS,gross_revenue,gross_cogs,rev_diff_pct,cogs_diff_pct
2014-09-11,3603376.76,3063452.95,3603376.7600000002,3063452.95170363,1.2922914208608573e-14,5.561142161028614e-08
2014-09-12,3387921.49,2941397.85,3387921.49,2941397.853773301,0.0,1.2828257518804934e-07
2014-09-13,4488375.88,3882301.0,4488375.88,3882300.9972453644,0.0,7.095368553891075e-08
2014-09-14,4664595.04,4241668.09,4664595.04,4241668.08520883,0.0,1.1295484054093592e-07
2014-09-15,3434401.74,2989155.15,3434401.7399999998,2989155.1476946976,1.3558730823020699e-14,7.712220301727753e-08
2014-09-16,3499018.93,3094674.95,3499018.93,3094674.950093589,0.0,3.024182088109429e-09
2014-09-17,2159581.94,1891350.86,2159581.94,1891350.8570891486,0.0,1.5390330596452112e-07
2014-09-18,3245614.46,2827312.43,3245614.46,2827312.4255085574,0.0,1.5885909059117803e-07
2014-09-19,3152106.06,2800614.8,3152106.06,2800614.7991866563,0.0,2.904160765649615e-08
2014-09-20,3934660.56,3508771.25,3934660.56,3508771.2502677906,0.0,7.63203444681056e-09
2014-09-21,4973677.98,4472971.42,4973677.9799999995,4472971.419167205,1.8725027602520387e-14,1.861838780716339e-08
2014-09-22,4691002.44,4096769.99,4691002.44,4096769.9895431446,0.0,1.1151605618082305e-08
2014-09-23,3267077.04,2950868.62,3267077.04,2950868.622163458,0.0,7.33159609192931e-08
2014-09-24,3651189.03,3193891.83,3651189.0300000003,3193891.826352822,1.2753688825246589e-14,1.1419228139052153e-07
2014-09-25,3991936.34,3513164.66,3991936.34,3513164.6593876295,0.0,1.74307420547082e-08
2014-09-26,4802241.84,4364819.46,4802241.84,4364819.459783891,0.0,4.951149728118393e-09
2014-09-27,5922266.1,5104748.73,5922266.1,5104748.725677267,0.0,8.468063677010295e-08
2014-09-28,6894981.49,6104020.61,6894981.49,6104020.612840658,0.0,4.653748569960404e-08
2014-09-29,6358369.55,5385912.36,6358369.55,5385912.360274217,0.0,5.0913705588895294e-09
2014-09-30,5625701.93,4992117.65,5625701.93,4992117.648538271,0.0,2.928074836758877e-08
2014-10-01,4131059.59,3367707.8,4131059.59,3367707.799950925,0.0,1.45721211577503e-09
2014-10-02,2166020.29,1638411.83,2166020.29,1638411.8325249495,0.0,1.5410956703130391e-07
2014-10-03,2713373.58,2209685.83,2713373.58,2209685.8259926233,0.0,1.8135504495867845e-07
2014-10-04,3061013.56,2383424.37,3061013.56,2383424.3673448865,0.0,1.113991119243277e-07
2014-10-05,3514973.01,2703049.67,3514973.0100000002,2703049.6701016626,1.324793351137963e-14,3.7610373095266995e-09
2014-10-06,4584954.57,3714150.0,4584954.57,3714150.004692308,0.0,1.263359890972623e-07
2014-10-07,3826571.36,3029706.85,3826571.36,3029706.853545267,0.0,1.1701683421195037e-07
2014-10-08,3298742.48,2595357.42,3298742.48,2595357.416129145,0.0,1.4914535684845053e-07
2014-10-09,2480246.09,1949299.28,2480246.09,1949299.2764238121,0.0,1.8346017562641342e-07
2014-10-10,3324677.65,2616526.38,3324677.65,2616526.383346526,0.0,1.2789957286724057e-07
2014-10-11,3249272.4,2455378.82,3249272.4,2455378.8244731002,0.0,1.821755722549682e-07
2014-10-12,3964814.61,3263898.52,3964814.61,3263898.5244930997,0.0,1.3766051884877776e-07
2014-10-13,5257692.13,4155288.51,5257692.13,4155288.5087077273,0.0,3.109946440016209e-08
2014-10-14,5353820.23,4242284.88,5353820.23,4242284.875642643,0.0,1.0271249341726548e-07
2014-10-15,3174858.73,2517101.9,3174858.73,2517101.897232963,0.0,1.0992948416659522e-07
2014-10-16,3035433.21,2343522.12,3035433.21,2343522.120721416,0.0,3.078340777404233e-08
2014-10-17,3041887.24,2405340.07,3041887.2399999998,2405340.0722837034,1.5308302069334408e-14,9.494306290732571e-08
2014-10-18,3295901.64,2641429.14,3295901.64,2641429.136855539,0.0,1.1904393528103266e-07
2014-10-19,3906454.96,3097527.04,3906454.96,3097527.039258816,0.0,2.3928256763281386e-08
2014-10-20,4406719.83,3563304.85,4406719.83,3563304.8479430834,0.0,5.772497152437881e-08
2014-10-21,4158469.93,3334418.16,4158469.93,3334418.162199242,0.0,6.595579156464689e-08
2014-10-22,3185076.38,2622321.88,3185076.38,2622321.8774274243,0.0,9.810296759046198e-08
2014-10-23,3397945.31,2701811.9,3397945.31,2701811.9043239774,0.0,1.60039916597308e-07
2014-10-24,2910624.78,2393219.16,2910624.78,2393219.1632916373,0.0,1.375401478508908e-07
2014-10-25,3710088.5,3052761.25,3710088.5,3052761.2549875844,0.0,1.6337944629633556e-07
2014-10-26,3332635.64,2620840.72,3332635.64,2620840.7204976375,0.0,1.8987697832495027e-08
2014-10-27,5247620.14,4151809.58,5247620.14,4151809.5802912093,0.0,7.014030789431797e-09
2014-10-28,6122484.1,4933576.08,6122484.1,4933576.07867258,0.0,2.6905831226887438e-08
2014-10-29,6191276.35,4949513.22,6191276.35,4949513.22324085,0.0,6.547815267295373e-08
2014-10-30,6250389.79,4894988.48,6250389.79,4894988.477492656,0.0,5.122269091847486e-08
2014-10-31,4687679.79,3734196.88,4687679.79,3734196.8818279603,0.0,4.895190122503236e-08
2014-11-01,4474322.51,3463929.06,4474322.51,3463929.0641264734,0.0,1.1912695838988398e-07
2014-11-02,3503909.61,2759213.27,3503909.61,2759213.267155453,0.0,1.0309268052886784e-07
2014-11-03,2511155.37,1925980.79,2511155.37,1925980.7914996431,0.0,7.786386507322301e-08
2014-11-04,1758772.81,1413005.18,1758772.81,1413005.1786264183,0.0,9.720994711910966e-08
2014-11-05,2080412.08,1649512.63,2080412.08,1649512.6273696185,0.0,1.5946415513511492e-07
2014-11-06,2338580.92,1815525.82,2338580.92,1815525.8216969636,0.0,9.346953609829655e-08
2014-11-07,2391118.65,1914802.56,2391118.65,1914802.5588612622,0.0,5.947025111922657e-08
2014-11-08,2603594.99,2058134.47,2603594.99,2058134.4690565753,0.0,4.5838824409336065e-08
2014-11-09,3896973.5,2948324.76,3896973.5,2948324.7572742146,0.0,9.24519974691509e-08
2014-11-10,3578790.21,2955883.0,3578790.21,2955882.9979384285,0.0,6.974469084930756e-08
2014-11-11,3265211.84,2544268.23,3265211.84,2544268.2286446984,0.0,5.326881705289884e-08
2014-11-12,2687977.35,2131053.41,2687977.35,2131053.410321534,0.0,1.5088030881958682e-08
2014-11-13,3661668.42,2973473.14,3661668.42,2973473.136725989,0.0,1.1010729896866242e-07
2014-11-14,4104922.66,3206387.48,4104922.66,3206387.476826054,0.0,9.89882213894401e-08
2014-11-15,3332537.35,2666922.09,3332537.35,2666922.0895934505,0.0,1.524413906573177e-08
2014-11-16,3926705.12,3165100.53,3926705.12,3165100.5267692367,0.0,1.0207458192853215e-07
2014-11-17,3901928.25,3135379.39,3901928.25,3135379.389521402,0.0,1.5264445850418213e-08
2014-11-18,2299920.21,1777742.22,2299920.21,1777742.2171686445,0.0,1.5926692879993198e-07
2014-11-19,2365334.24,2037392.28,2365334.2399999998,2037392.2845164083,1.9686912717575982e-14,2.2167593140510809e-07
2014-11-20,2712056.74,2364468.06,2712056.7399999998,2364468.0639249277,1.717004222071472e-14,1.6599622302506015e-07
2014-11-21,2642726.69,2469983.77,2642726.69,2469983.772852466,0.0,1.1548521055274719e-07
2014-11-22,2355839.63,2373102.5,2355839.63,2373102.5022518947,0.0,9.489243211873517e-08
2014-11-23,2702782.41,2732923.6,2702782.41,2732923.6023425614,0.0,8.571630981070092e-08
2014-11-24,2994851.12,2989623.83,2994851.12,2989623.8345749364,0.0,1.5302715689635448e-07
2014-11-25,1951300.95,1961306.08,1951300.95,1961306.0780022512,0.0,1.0185808711210507e-07
2014-11-26,3005133.94,3070985.43,3005133.94,3070985.431968896,0.0,6.411284134547452e-08
2014-11-27,4582936.62,4552287.3,4582936.62,4552287.300698952,0.0,1.535386407429665e-08
2014-11-28,3803816.23,3776489.22,3803816.23,3776489.22267006,0.0,7.070217221238935e-08
2014-11-29,3693923.36,3714680.69,3693923.36,3714680.6897516525,0.0,6.6855654575666395e-09
2014-11-30,4164373.0,4139199.1,4164373.0,4139199.1037936513,0.0,9.165181829701885e-08
2014-12-01,3293606.72,3371041.49,3293606.7199999997,3371041.48722432,1.4138339118634639e-14,8.233895316937454e-08
2014-12-02,1913468.28,1934027.84,1913468.28,1934027.8410580037,0.0,5.470467438316483e-08
2014-12-03,1725054.96,1639460.56,1725054.96,1639460.5558579704,0.0,2.526458871683006e-07
2014-12-04,1490172.71,1377244.92,1490172.71,1377244.9244131686,0.0,3.204345560071161e-07
2014-12-05,1855814.16,1814623.65,1855814.16,1814623.6504659497,0.0,2.5677487696979283e-08
2014-12-06,2498471.96,2457252.11,2498471.96,2457252.1074138638,0.0,1.0524504571090518e-07
2014-12-07,2209128.82,2214964.0,2209128.82,2214964.003599701,0.0,1.6251735845881602e-07
2014-12-08,3029845.63,2938276.72,3029845.63,2938276.7172823655,0.0,9.249076659416209e-08
2014-12-09,3265900.4,3069037.78,3265900.4,3069037.7771873735,0.0,9.164521610964233e-08
2014-12-10,2659858.85,2559688.79,2659858.85,2559688.7930101943,0.0,1.1760001038949634e-07
2014-12-11,2499031.03,2479880.93,2499031.03,2479880.927335255,0.0,1.0745456716886305e-07
2014-12-12,2451281.84,2348048.7,2451281.84,2348048.696991815,0.0,1.281142488451811e-07
2014-12-13,2618181.33,2655502.75,2618181.33,2655502.7512427308,0.0,4.679832346378874e-08
2014-12-14,2868448.18,2822169.24,2868448.18,2822169.2447576053,0.0,1.6857972087483342e-07
2014-12-15,3675108.42,3622573.69,3675108.42,3622573.689221673,0.0,2.1485463963130505e-08
2014-12-16,3587166.39,3452397.12,3587166.39,3452397.1211522836,0.0,3.3376331632899574e-08
2014-12-17,2950563.8,2911687.56,2950563.8,2911687.562566635,0.0,8.814940099588874e-08
2014-12-18,2684991.91,2614938.98,2684991.91,2614938.9765766338,0.0,1.3091572140552144e-07
2014-12-19,3424258.6,3465424.79,3424258.6,3465424.7857900155,0.0,1.2148538244760992e-07
2014-12-20,3898670.99,3764085.99,3898670.9899999998,3764085.986085146,1.1944103221383636e-14,1.0400543542326419e-07
2014-12-21,4372128.59,4286124.01,4372128.59,4286124.0141185345,0.0,9.608995742368355e-08
2014-12-22,3430574.36,3435107.36,3430574.36,3435107.361677798,0.0,4.8842668698029465e-08
2014-12-23,2791569.02,2665014.26,2791569.02,2665014.2621966423,0.0,8.242517134589675e-08
2014-12-24,2610156.84,2591612.44,2610156.84,2591612.441759013,0.0,6.787331060438938e-08
2014-12-25,2573745.23,2584515.85,2573745.23,2584515.8523434955,0.0,9.067444397402709e-08
2014-12-26,2922497.3,2877653.62,2922497.3,2877653.6197875612,0.0,7.382364185352385e-09
2014-12-27,3575283.76,3538078.72,3575283.7600000002,3538078.7178696403,1.3024456758300475e-14,6.021233684989663e-08
2014-12-28,8484445.21,8405135.96,8484445.21,8405135.958785273,0.0,1.445220833002762e-08
2014-12-29,7063840.79,6908131.26,7063840.79,6908131.257384868,0.0,3.7855844646739865e-08
2014-12-30,5708142.92,5488862.89,5708142.92,5488862.891130058,0.0,2.0588206569963168e-08
2014-12-31,5625288.94,5528179.38,5625288.94,5528179.381152313,0.0,2.0844354626898188e-08
2015-01-01,4576460.18,4315048.16,4576460.18,4315048.162071045,0.0,4.7995858469976816e-08
2015-01-02,1625420.31,1281805.11,1625420.31,1281805.1093393832,0.0,5.153801458141687e-08
2015-01-03,1176312.94,876576.96,1176312.94,876576.9646106397,0.0,5.259823123797374e-07
2015-01-04,2651400.23,2169221.09,2651400.23,2169221.0897449944,0.0,1.1755622113901916e-08
2015-01-05,2457539.39,1930809.0,2457539.39,1930808.9963152737,0.0,1.9083846775594546e-07
2015-01-06,1621284.62,1301383.65,1621284.62,1301383.6487243916,0.0,9.801939005948637e-08
2015-01-07,1981408.07,1560596.56,1981408.07,1560596.5616499796,0.0,1.057274855176319e-07
2015-01-08,1318438.15,1057739.56,1318438.15,1057739.558407519,0.0,1.5055511804718394e-07
2015-01-09,2144901.8,1679915.91,2144901.8,1679915.9056036395,0.0,2.6170121619578837e-07
2015-01-10,1830727.22,1385986.39,1830727.22,1385986.3885890124,0.0,1.0180384678855178e-07
2015-01-11,3254430.17,2604455.39,3254430.17,2604455.3872402254,0.0,1.0596359959848325e-07
2015-01-12,2427966.79,1902989.93,2427966.79,1902989.9346001295,0.0,2.4173168146564105e-07
2015-01-13,2138729.21,1742327.89,2138729.21,1742327.8869314133,0.0,1.7611992531398083e-07
2015-01-14,2835456.9,2191456.13,2835456.9,2191456.125140376,0.0,2.217531940680892e-07
2015-01-15,2047933.05,1631831.77,2047933.05,1631831.7688188574,0.0,7.238139734870631e-08
2015-01-16,2569213.44,2030636.7,2569213.44,2030636.703309378,0.0,1.62972428046026e-07
2015-01-17,2588700.22,2035239.72,2588700.22,2035239.7198935484,0.0,5.2304191106495855e-09
2015-01-18,3021302.7,2433685.6,3021302.7,2433685.598795804,0.0,4.948033953219873e-08
2015-01-19,2851705.68,2258471.9,2851705.68,2258471.8976738635,0.0,1.0299603262452998e-07
2015-01-20,2455411.13,1957537.38,2455411.13,1957537.3763847272,0.0,1.8468473368622472e-07
2015-01-21,2603856.87,2019373.54,2603856.87,2019373.53795335,0.0,1.0135074082219538e-07
2015-01-22,2683523.21,2190572.01,2683523.21,2190572.012959428,0.0,1.3509842824558736e-07
2015-01-23,2703262.73,2149537.87,2703262.73,2149537.865647696,0.0,2.0247627240660615e-07
2015-01-24,4004609.82,3181968.24,4004609.82,3181968.2361434475,0.0,1.2120022809446297e-07
2015-01-25,4665645.74,3747345.78,4665645.74,3747345.7828321513,0.0,7.557753273956968e-08
2015-01-26,4084367.08,3209020.3,4084367.08,3209020.3028072515,0.0,8.748002134450391e-08
2015-01-27,3116141.82,2455632.77,3116141.82,2455632.774118083,0.0,1.6769946610895689e-07
2015-01-28,4612174.41,3603868.33,4612174.41,3603868.3315896355,0.0,4.410914166398045e-08
2015-01-29,5300109.93,4295752.25,5300109.93,4295752.247522044,0.0,5.7683866764913744e-08
2015-01-30,4336302.07,3457573.62,4336302.07,3457573.6157866353,0.0,1.2185900454811861e-07
2015-01-31,4195901.17,3269383.7,4195901.17,3269383.7022027154,0.0,6.737402095218626e-08
2015-02-01,4977201.37,4063980.38,4977201.37,4063980.3800518387,0.0,1.2755674644019678e-09
2015-02-02,2901454.29,2325361.53,2901454.29,2325361.5329982196,0.0,1.2893564137425355e-07
2015-02-03,1779457.49,1427675.21,1779457.49,1427675.213832104,0.0,2.684156818976951e-07
2015-02-04,2496729.14,2129083.48,2496729.14,2129083.4768673335,0.0,1.4713685445390426e-07
2015-02-05,2500351.24,2064567.04,2500351.2399999998,2064567.0436400627,1.862383491799893e-14,1.7631118635665205e-07
2015-02-06,3457294.9,2699578.13,3457294.9,2699578.127888579,0.0,7.821299717985264e-08
2015-02-07,3570886.94,2952636.69,3570886.94,2952636.691388072,0.0,4.7011271007633594e-08
2015-02-08,4197082.23,3455113.24,4197082.23,3455113.237172501,0.0,8.18352067043363e-08
2015-02-09,4490187.64,3675813.84,4490187.64,3675813.8362737424,0.0,1.0137231206887378e-07
2015-02-10,2813867.9,2247526.75,2813867.9,2247526.754658071,0.0,2.0725318880266735e-07
2015-02-11,3311241.3,2623112.64,3311241.3,2623112.6407450717,0.0,2.8404101009925168e-08
2015-02-12,3468141.29,2797170.91,3468141.29,2797170.9141382123,0.0,1.4794277212589203e-07
2015-02-13,4164849.99,3458801.88,4164849.99,3458801.8759555463,0.0,1.1693221392200885e-07
2015-02-14,4312422.12,3541992.72,4312422.12,3541992.7245402653,0.0,1.2818391880085843e-07
2015-02-15,4757224.49,3925128.98,4757224.49,3925128.9779049903,0.0,5.3374288503921504e-08
2015-02-16,4817928.66,3988291.36,4817928.66,3988291.3559119566,0.0,1.0250111805378149e-07
2015-02-17,4293160.67,3537248.79,4293160.67,3537248.7858085767,0.0,1.1849387898592499e-07
2015-02-18,3209407.04,2685036.44,3209407.04,2685036.444957422,0.0,1.8463146624692766e-07
2015-02-19,3793775.02,3109300.19,3793775.02,3109300.191830541,0.0,5.887308883804171e-08
2015-02-20,4760336.65,3942085.3,4760336.65,3942085.3018567623,0.0,4.7101021639191784e-08
2015-02-21,4368539.08,3544819.23,4368539.08,3544819.226051639,0.0,1.1138399142556843e-07
2015-02-22,5784606.22,4804964.15,5784606.22,4804964.147669779,0.0,4.849612115736817e-08
2015-02-23,7360399.98,5966271.62,7360399.98,5966271.617394004,0.0,4.3678804127996936e-08
2015-02-24,5473140.47,4450268.77,5473140.47,4450268.773125995,0.0,7.024284507579863e-08
2015-02-25,8502202.85,7083827.01,8502202.85,7083827.010301159,0.0,4.251359986071758e-09
2015-02-26,6528340.52,5386905.64,6528340.52,5386905.635819809,0.0,7.759911466989323e-08
2015-02-27,4695415.58,3896449.69,4695415.58,3896449.687689483,0.0,5.9298001057462096e-08
2015-02-28,3896812.17,3287398.94,3896812.17,3287398.944536704,0.0,1.3800284793767913e-07
2015-03-01,4612623.19,3760240.57,4612623.19,3760240.5670824614,0.0,7.758914204295555e-08
2015-03-02,1204115.66,996728.16,1204115.66,996728.1646661204,0.0,4.681437309843515e-07
2015-03-03,2971078.12,2450231.82,2971078.12,2450231.8241875432,0.0,1.7090396821341778e-07
2015-03-04,3275231.73,2540097.74,3275231.73,2540097.7379529765,0.0,8.05883846005255e-08
2015-03-05,3623778.02,2818823.69,3623778.02,2818823.691604882,0.0,5.6934460804537106e-08
2015-03-06,4126698.63,3333077.32,4126698.63,3333077.3168628626,0.0,9.412134715162147e-08
2015-03-07,3652751.16,2946148.77,3652751.16,2946148.7661506953,0.0,1.3065547761990388e-07
2015-03-08,3679065.16,2903799.07,3679065.16,2903799.072645732,0.0,9.111279070951356e-08
2015-03-09,4520902.2,3610296.4,4520902.2,3610296.3972552894,0.0,7.602452082705205e-08
2015-03-10,5042080.93,3980962.03,5042080.93,3980962.02754212,0.0,6.174085386494094e-08
2015-03-11,6098020.8,4928286.75,6098020.8,4928286.754672122,0.0,9.480215792866485e-08
2015-03-12,4869770.72,3760439.95,4869770.72,3760439.9463897655,0.0,9.600564709440228e-08
2015-03-13,3474969.89,2712283.16,3474969.89,2712283.1603306765,0.0,1.2191806871136064e-08
2015-03-14,4711284.42,3671123.8,4711284.42,3671123.802720183,0.0,7.409674463201806e-08
2015-03-15,5040735.75,4008157.53,5040735.75,4008157.530154437,0.0,3.8530679106541764e-09
2015-03-16,5602879.7,4422966.9,5602879.7,4422966.895527441,0.0,1.0112124777480099e-07
2015-03-17,5692241.74,4623906.32,5692241.74,4623906.323228584,0.0,6.982371937693945e-08
2015-03-18,6793794.72,5583548.33,6793794.72,5583548.329659369,0.0,6.100622964709096e-09
2015-03-19,6012381.06,5053767.27,6012381.06,5053767.265181072,0.0,9.535317396346344e-08
2015-03-20,4887915.96,4122124.89,4887915.96,4122124.894032977,0.0,9.783732984793376e-08
2015-03-21,4566270.71,4002288.11,4566270.71,4002288.113083887,0.0,7.70530996165684e-08
2015-03-22,5271032.0,4721422.49,5271032.0,4721422.494203291,0.0,8.902593842138312e-08
2015-03-23,5172623.98,4663072.48,5172623.98,4663072.4777118275,0.0,4.907007048774827e-08
2015-03-24,6187718.83,5662250.07,6187718.83,5662250.069876569,0.0,2.1798926796871975e-09
2015-03-25,6763449.95,6062883.43,6763449.95,6062883.425408811,0.0,7.572615318340749e-08
2015-03-26,6983791.47,6190732.25,6983791.47,6190732.251947543,0.0,3.1459003133074516e-08
2015-03-27,5007891.27,4516109.24,5007891.27,4516109.243817007,0.0,8.451980992404086e-08
2015-03-28,5941997.22,5296480.62,5941997.22,5296480.624985286,0.0,9.412450040995225e-08
2015-03-29,6087900.7,5431213.47,6087900.7,5431213.472454283,0.0,4.518849536656508e-08
2015-03-30,14251354.04,12890205.46,14251354.04,12890205.46453143,0.0,3.515404181841395e-08
2015-03-31,14813965.34,13306811.36,14813965.34,13306811.361276446,0.0,9.592429559932042e-09
2015-04-01,13697879.88,12323133.99,13697879.88,12323133.985012027,0.0,4.047650316780562e-08
2015-04-02,11638587.41,10494545.99,11638587.41,10494545.990351802,0.0,3.3522318636820734e-09
2015-04-03,10239965.04,9205352.56,10239965.040000001,9205352.560097309,1.818995613710569e-14,1.0570839872984035e-09
2015-04-04,4214414.51,3835706.41,4214414.51,3835706.407909792,0.0,5.449343638380294e-08
2015-04-05,4549233.48,4060392.25,4549233.48,4060392.2515144246,0.0,3.729749434687755e-08
2015-04-06,5947351.85,5501604.96,5947351.85,5501604.960049414,0.0,8.981763235132037e-10
2015-04-07,6969771.13,6115686.29,6969771.13,6115686.285690455,0.0,7.046707543101617e-08
2015-04-08,6923568.08,6092200.11,6923568.08,6092200.106111244,0.0,6.383171869839355e-08
2015-04-09,5334934.77,4630574.68,5334934.77,4630574.678583191,0.0,3.059682703506377e-08
2015-04-10,5286341.9,4755107.84,5286341.9,4755107.8407409955,0.0,1.558315090961029e-08
2015-04-11,7223512.23,6692976.84,7223512.23,6692976.844488641,0.0,6.706494738393409e-08
2015-04-12,6941143.47,6173613.48,6941143.47,6173613.477521536,0.0,4.014609133849637e-08
2015-04-13,8008850.6,7198672.06,8008850.6,7198672.062125283,0.0,2.952327436913371e-08
2015-04-14,9764966.49,8525033.47,9764966.49,8525033.474227067,0.0,4.9584162073302596e-08
2015-04-15,8464241.45,7283839.1,8464241.45,7283839.102421955,0.0,3.3251085653843666e-08
2015-04-16,6025485.77,5033699.98,6025485.7700000005,5033699.976992915,1.5456389910542906e-14,5.973906022431276e-08
2015-04-17,6481493.13,5294636.04,6481493.13,5294636.041215849,0.0,2.2963789438133015e-08
2015-04-18,7432727.07,5745887.3,7432727.07,5745887.300285588,0.0,4.970306411347248e-09
2015-04-19,6854069.17,5371424.19,6854069.17,5371424.188805159,0.0,2.224440271632136e-08
2015-04-20,8942873.22,6952833.82,8942873.22,6952833.817409741,0.0,3.7254731008381724e-08
2015-04-21,11246554.8,8986101.87,11246554.8,8986101.871483779,0.0,1.6511936121497386e-08
2015-04-22,9099886.14,7216624.95,9099886.14,7216624.952099997,0.0,2.909942593957318e-08
2015-04-23,7548994.85,5939101.06,7548994.85,5939101.061822855,0.0,3.069244495316073e-08
2015-04-24,6578500.68,5143109.11,6578500.68,5143109.114247804,0.0,8.259212764425448e-08
2015-04-25,9981817.81,7741342.2,9981817.81,7741342.202851589,0.0,3.68358429050959e-08
2015-04-26,8486257.42,6790371.72,8486257.42,6790371.724713183,0.0,6.940979762599339e-08
2015-04-27,11233528.64,8990933.6,11233528.64,8990933.603709199,0.0,4.1254880438864634e-08
2015-04-28,14371525.01,11368208.46,14371525.01,11368208.455786794,0.0,3.7061305524412105e-08
2015-04-29,15294818.22,12456433.34,15294818.22,12456433.337629857,0.0,1.902746351657972e-08
2015-04-30,14911130.64,11744026.43,14911130.64,11744026.425803896,0.0,3.572968510640883e-08
2015-05-01,11462217.29,9026019.09,11462217.29,9026019.092908975,0.0,3.222876948225634e-08
2015-05-02,8951414.69,7003240.14,8951414.69,7003240.138929728,0.0,1.528251530348401e-08
2015-05-03,7902349.85,6325430.88,7902349.85,6325430.875179033,0.0,7.621563154461479e-08
2015-05-04,4063632.19,3220456.05,4063632.19,3220456.0474064937,0.0,8.053226273949311e-08
2015-05-05,4993358.48,3895803.59,4993358.48,3895803.593361616,0.0,8.628813557962676e-08
2015-05-06,5912157.02,4721080.32,5912157.02,4721080.316812811,0.0,6.750973638710374e-08
2015-05-07,6417545.13,5062352.65,6417545.13,5062352.652081217,0.0,4.111164229036649e-08
2015-05-08,4654167.53,3561342.38,4654167.53,3561342.3751101587,0.0,1.373033162700471e-07
2015-05-09,4178643.57,3269969.19,4178643.57,3269969.185011496,0.0,1.5255507982451434e-07
2015-05-10,5135747.06,3949880.44,5135747.06,3949880.4376404816,0.0,5.97364490263678e-08
2015-05-11,6740124.2,5364204.35,6740124.2,5364204.349256609,0.0,1.3858364517448354e-08
2015-05-12,6877097.83,5464941.46,6877097.83,5464941.458420507,0.0,2.8902291008721326e-08
2015-05-13,8472230.27,6752088.25,8472230.27,6752088.248612084,0.0,2.0555352990449834e-08
2015-05-14,8373161.73,6566657.69,8373161.73,6566657.687605676,0.0,3.646183921249729e-08
2015-05-15,6454103.0,5103049.75,6454103.0,5103049.748889761,0.0,2.1756381160596327e-08
2015-05-16,6409003.84,5140481.43,6409003.84,5140481.425147864,0.0,9.43906856155055e-08
2015-05-17,6593507.34,5168476.45,6593507.34,5168476.45433659,0.0,8.39046088203202e-08
2015-05-18,7049312.68,5707463.8,7049312.68,5707463.801227827,0.0,2.1512651755640286e-08
2015-05-19,8167385.27,6584434.28,8167385.27,6584434.284446786,0.0,6.753482088086883e-08
2015-05-20,10886447.11,8610088.68,10886447.11,8610088.682048697,0.0,2.3794148919347024e-08
2015-05-21,9585349.34,7629673.54,9585349.34,7629673.5357902525,0.0,5.517598513095152e-08
2015-05-22,6849849.55,5526949.11,6849849.55,5526949.113193898,0.0,5.7787724527880865e-08
2015-05-23,5769728.11,4699867.99,5769728.11,4699867.988170194,0.0,3.8933131479878874e-08
2015-05-24,7759286.87,6115304.75,7759286.87,6115304.75077643,0.0,1.2696499886098157e-08
2015-05-25,6648911.62,5479719.27,6648911.62,5479719.269377043,0.0,1.1368411096494375e-08
2015-05-26,7250067.07,5753775.74,7250067.07,5753775.741452268,0.0,2.524026251455826e-08
2015-05-27,11264269.11,8911794.91,11264269.11,8911794.910272233,0.0,3.054749821893077e-09
2015-05-28,10886440.76,8702126.28,10886440.76,8702126.276018599,0.0,4.575203982435052e-08
2015-05-29,7443400.33,6010039.49,7443400.33,6010039.488073138,0.0,3.206073167945887e-08
2015-05-30,14386454.27,11671007.33,14386454.27,11671007.327411635,0.0,2.217773628100381e-08
2015-05-31,12847323.1,10142347.13,12847323.1,10142347.130292468,0.0,2.8836220023638368e-09
2015-06-01,12707400.56,9938849.85,12707400.56,9938849.849344226,0.0,6.598087676202757e-09
2015-06-02,10370270.22,8221123.6,10370270.22,8221123.595396328,0.0,5.5998085727884886e-08
2015-06-03,12915899.82,10182209.97,12915899.82,10182209.970029125,0.0,2.860314179258203e-10
2015-06-04,4389371.3,3612066.24,4389371.3,3612066.2374300654,0.0,7.11486071444158e-08
2015-06-05,4689415.18,3666593.72,4689415.18,3666593.7167324973,0.0,8.911548776288367e-08
2015-06-06,4504545.31,3683127.75,4504545.31,3683127.75400881,0.0,1.0884254655257017e-07
2015-06-07,4737477.49,3636812.14,4737477.49,3636812.135462488,0.0,1.2476619379648666e-07
2015-06-08,5997977.12,4767036.54,5997977.12,4767036.541648323,0.0,3.4577512995157804e-08
2015-06-09,7149148.38,5741574.05,7149148.38,5741574.049856954,0.0,2.4913997151267224e-09
2015-06-10,7033422.25,5437275.2,7033422.25,5437275.1954715615,0.0,8.328507397277523e-08
2015-06-11,5174085.58,4188520.67,5174085.58,4188520.671384562,0.0,3.3056107167855916e-08
2015-06-12,6351066.12,4900508.38,6351066.12,4900508.3813888645,0.0,2.8341234909136507e-08
2015-06-13,5087923.97,3913528.15,5087923.97,3913528.1542420415,0.0,1.0839430435441283e-07
2015-06-14,7257781.25,5645520.63,7257781.25,5645520.625731884,0.0,7.560181952057483e-08
2015-06-15,7185781.7,5677039.63,7185781.7,5677039.629064773,0.0,1.6473844464747317e-08
2015-06-16,7904688.49,6283325.81,7904688.49,6283325.805880231,0.0,6.556668973284776e-08
2015-06-17,8476249.0,6775868.17,8476249.0,6775868.17276949,0.0,4.0872840249160525e-08
2015-06-18,6561476.72,5174441.56,6561476.72,5174441.558433045,0.0,3.028258934290517e-08
2015-06-19,5300940.37,4147889.8,5300940.37,4147889.795897849,0.0,9.889729735834937e-08
