customer_id,zip,city,signup_date,gender,age_group,acquisition_channel
34560,47374,Cam Pha,2022-01-05,Female,55+,direct
34561,47374,Cam Pha,2019-05-02,Female,25-34,email_campaign
34572,47380,Ninh Binh,2020-10-19,Female,35-44,organic_search
34663,46032,Bac Ninh,2020-10-17,Female,35-44,organic_search
34733,46051,Ha Long,2022-11-05,Male,25-34,organic_search
34883,46113,Nam Dinh,2022-12-04,Female,25-34,social_media
34919,46123,Ninh Binh,2017-01-25,Male,25-34,email_campaign
35000,46151,Thai Nguyen,2019-12-05,Male,25-34,paid_search
35018,46158,Bac Ninh,2021-12-24,Female,45-54,social_media
35120,46201,Ninh Binh,2020-09-28,Female,45-54,referral
35203,46227,Ninh Binh,2022-12-18,Male,18-24,organic_search
35233,46236,Thai Nguyen,2018-04-08,Male,45-54,direct
35234,46236,Thai Nguyen,2020-02-01,Male,25-34,social_media
35241,46237,Hanoi,2019-05-05,Male,35-44,paid_search
35245,46239,Lao Cai,2022-11-03,Male,35-44,direct
35252,46240,Bac Giang,2021-10-08,Female,25-34,paid_search
35270,46250,Hanoi,2015-11-09,Female,45-54,social_media
35276,46254,Ninh Binh,2017-01-26,Female,35-44,social_media
35309,46304,Ninh Binh,2017-03-14,Non-binary,25-34,paid_search
35313,46307,Cam Pha,2018-10-05,Male,18-24,social_media
35316,46307,Cam Pha,2019-10-11,Female,35-44,email_campaign
35358,46350,Nam Dinh,2017-11-26,Male,18-24,direct
35376,46360,Son Tay,2019-03-14,Female,35-44,organic_search
35388,46368,Bac Giang,2014-05-24,Non-binary,25-34,social_media
35439,46392,Phu Ly,2017-02-22,Male,18-24,organic_search
35541,46534,Ha Long,2022-02-28,Male,35-44,email_campaign
35641,46567,Cam Pha,2017-04-28,Male,35-44,social_media
35664,46574,Phu Ly,2021-02-19,Female,25-34,organic_search
36119,46996,Lao Cai,2021-05-28,Male,25-34,referral
36121,46996,Lao Cai,2019-11-16,Female,45-54,social_media
36307,47303,Lao Cai,2018-06-04,Female,25-34,referral
36354,47356,Viet Tri,2022-04-30,Female,45-54,email_campaign
36458,47429,Hai Phong,2022-06-27,Female,25-34,paid_search
36460,47429,Hai Phong,2018-10-27,Non-binary,18-24,organic_search
36514,47448,Nam Dinh,2020-08-12,Female,25-34,social_media
36674,47802,Hai Phong,2022-05-23,Female,45-54,organic_search
36680,47803,Uong Bi,2012-12-16,Female,45-54,referral
36917,47909,Bac Giang,2018-03-22,Female,25-34,direct
36929,47920,Nam Dinh,2022-05-10,Female,25-34,organic_search
36977,47933,Bac Giang,2022-07-19,Male,25-34,paid_search
37009,47946,Nam Dinh,2017-12-05,Female,35-44,direct
37167,24712,Ninh Binh,2021-03-21,Female,45-54,referral
37274,24822,Viet Tri,2019-10-31,Female,25-34,organic_search
37565,24981,Hai Phong,2018-08-15,Female,35-44,organic_search
37729,25064,Lao Cai,2017-06-26,Non-binary,18-24,organic_search
37843,25123,Lao Cai,2021-12-29,Male,55+,social_media
38212,25313,Hai Phong,2016-07-03,Female,25-34,paid_search
38296,25504,Phu Ly,2018-10-20,Female,45-54,organic_search
38313,25508,Nam Dinh,2021-09-14,Female,18-24,paid_search
38400,25541,Phu Ly,2019-04-16,Female,35-44,organic_search
38431,25557,Thai Nguyen,2016-06-16,Female,55+,paid_search
38468,25571,Thai Nguyen,2020-01-23,Female,25-34,organic_search
38541,25632,Cam Pha,2020-03-01,Male,35-44,organic_search
38634,25669,Lao Cai,2016-10-07,Female,18-24,social_media
38774,25812,Ninh Binh,2013-01-16,Male,18-24,paid_search
39489,26201,Ninh Binh,2020-03-26,Male,35-44,email_campaign
39584,26264,Cam Pha,2022-12-31,Female,35-44,organic_search
39663,26301,Cam Pha,2017-12-21,Male,25-34,paid_search
39664,26301,Cam Pha,2022-08-03,Male,55+,organic_search
39696,26330,Hai Phong,2014-04-03,Female,25-34,organic_search
39739,26351,Ninh Binh,2022-12-26,Female,35-44,organic_search
40222,7005,Uong Bi,2015-08-15,Female,25-34,social_media
40226,7006,Bac Ninh,2015-10-22,Male,18-24,social_media
40228,7009,Hanoi,2021-05-05,Female,35-44,paid_search
40359,7052,Hai Phong,2016-08-11,Male,25-34,social_media
40390,7070,Viet Tri,2015-06-09,Male,45-54,email_campaign
40411,7074,Uong Bi,2016-11-24,Male,35-44,organic_search
40464,7109,Nam Dinh,2021-10-16,Male,45-54,paid_search
40465,7109,Nam Dinh,2015-05-24,Male,45-54,paid_search
40479,7304,Phu Ly,2015-04-14,Male,25-34,organic_search
40535,7417,Ha Long,2021-09-02,Female,35-44,organic_search
40630,7450,Bac Giang,2019-09-09,Male,25-34,social_media
40635,7452,Lao Cai,2015-06-04,Female,18-24,organic_search
40638,7456,Bac Ninh,2017-09-10,Male,45-54,email_campaign
40881,7644,Son Tay,2021-02-02,Male,18-24,paid_search
40894,7647,Son Tay,2016-05-17,Female,45-54,organic_search
40980,7801,Uong Bi,2020-05-16,Female,35-44,referral
40981,7801,Uong Bi,2021-01-01,Male,35-44,organic_search
41000,7822,Ha Long,2022-10-27,Female,25-34,paid_search
41028,7830,Lao Cai,2022-09-14,Male,25-34,email_campaign
41073,7843,Bac Ninh,2017-05-18,Female,18-24,social_media
41261,7960,Thai Nguyen,2020-10-21,Female,25-34,paid_search
41328,8804,Hanoi,2020-11-11,Female,55+,social_media
41334,8807,Lao Cai,2017-02-08,Male,25-34,direct
41336,8807,Lao Cai,2019-07-31,Male,35-44,email_campaign
41498,7039,Cam Pha,2021-11-17,Female,35-44,paid_search
41585,7078,Son Tay,2020-08-24,Male,55+,organic_search
41602,7081,Son Tay,2017-12-15,Female,25-34,email_campaign
41695,7206,Lao Cai,2022-08-02,Male,45-54,referral
41765,7722,Hanoi,2018-03-11,Male,25-34,social_media
41766,7722,Hanoi,2022-12-06,Female,55+,direct
41782,7726,Cam Pha,2022-07-20,Female,35-44,social_media
41791,7728,Thai Nguyen,2019-05-22,Male,55+,email_campaign
41966,7980,Hanoi,2016-02-01,Female,55+,direct
42030,8016,Lao Cai,2020-03-09,Male,35-44,paid_search
42050,8021,Cam Pha,2022-11-26,Male,45-54,paid_search
42051,8021,Cam Pha,2022-07-30,Female,25-34,organic_search
42282,8075,Hai Phong,2014-07-11,Male,45-54,organic_search
42465,8210,Lao Cai,2015-04-30,Female,25-34,organic_search
42511,8225,Hai Phong,2014-11-20,Male,25-34,social_media
42537,8234,Nam Dinh,2015-09-06,Male,35-44,paid_search
42680,8330,Bac Ninh,2019-05-04,Male,35-44,social_media
42759,8361,Hanoi,2018-06-06,Female,25-34,social_media
42800,8505,Bac Giang,2014-02-02,Female,45-54,paid_search
42818,8514,Uong Bi,2021-06-19,Female,18-24,social_media
42865,8534,Son Tay,2016-07-05,Non-binary,25-34,paid_search
42962,8620,Uong Bi,2020-09-26,Female,45-54,organic_search
43029,8724,Uong Bi,2018-06-30,Male,35-44,paid_search
43103,8753,Nam Dinh,2021-09-01,Female,35-44,social_media
43106,8753,Nam Dinh,2020-05-23,Male,35-44,email_campaign
43121,8757,Nam Dinh,2022-08-12,Female,35-44,email_campaign
43166,8820,Cam Pha,2021-04-18,Non-binary,18-24,referral
43597,20853,Hanoi,2015-10-21,Female,25-34,paid_search
43648,20874,Ha Long,2022-12-25,Male,25-34,direct
43652,20874,Ha Long,2018-05-13,Male,25-34,organic_search
43655,20876,Ninh Binh,2018-09-03,Male,45-54,social_media
43765,21009,Viet Tri,2013-06-09,Male,55+,referral
43949,21075,Phu Ly,2021-04-30,Male,25-34,organic_search
43952,21075,Phu Ly,2018-05-22,Male,45-54,direct
44025,21111,Hanoi,2022-02-02,Female,18-24,social_media
44041,21117,Viet Tri,2018-05-17,Male,25-34,referral
44051,21122,Bac Ninh,2021-12-21,Male,35-44,referral
44086,21144,Son Tay,2020-02-26,Female,18-24,referral
44091,21146,Phu Ly,2022-04-07,Male,35-44,organic_search
44120,21157,Ninh Binh,2016-09-12,Male,18-24,organic_search
44176,21206,Phu Ly,2017-03-26,Male,25-34,email_campaign
44223,21216,Lao Cai,2014-03-10,Female,35-44,social_media
44231,21217,Ha Long,2021-12-14,Female,55+,paid_search
44235,21218,Son Tay,2016-09-10,Female,35-44,email_campaign
44238,21219,Son Tay,2021-10-23,Male,55+,social_media
44382,21601,Hanoi,2021-08-26,Female,35-44,social_media
44434,21629,Ha Long,2019-02-23,Female,45-54,paid_search
44466,21640,Lao Cai,2013-07-03,Female,55+,email_campaign
44737,21769,Son Tay,2021-07-09,Female,18-24,social_media
44795,21784,Ninh Binh,2020-06-19,Male,55+,organic_search
44797,21784,Ninh Binh,2021-01-18,Female,25-34,paid_search
44800,21787,Thai Nguyen,2022-10-02,Female,35-44,organic_search
44834,21797,Uong Bi,2015-02-05,Female,25-34,social_media
44836,21797,Uong Bi,2022-01-06,Male,55+,email_campaign
44873,21821,Bac Giang,2018-12-09,Female,25-34,paid_search
45006,21901,Nam Dinh,2019-11-25,Non-binary,35-44,social_media
45083,21531,Ha Long,2017-04-15,Male,45-54,organic_search
45176,21649,Viet Tri,2016-09-15,Female,18-24,social_media
45266,41129,Nam Dinh,2019-07-22,Male,25-34,social_media
45342,41174,Bac Ninh,2019-01-04,Female,25-34,organic_search
45494,40013,Ninh Binh,2021-10-25,Male,25-34,email_campaign
45667,40104,Ha Long,2018-12-08,Female,25-34,organic_search
45684,40115,Phu Ly,2022-09-30,Female,25-34,social_media
45772,40162,Ha Long,2022-02-12,Female,35-44,email_campaign
45846,40336,Hai Phong,2016-01-28,Female,25-34,referral
45887,40353,Viet Tri,2017-04-07,Male,35-44,social_media
46040,40475,Hai Phong,2021-03-18,Female,25-34,paid_search
46056,40502,Cam Pha,2019-07-12,Male,18-24,referral
46057,40502,Cam Pha,2020-10-04,Female,45-54,paid_search
46086,40509,Ha Long,2017-08-31,Female,18-24,social_media
46121,40517,Viet Tri,2016-08-16,Female,45-54,paid_search
46143,40601,Cam Pha,2021-07-28,Non-binary,45-54,social_media
46172,41005,Ninh Binh,2015-09-15,Male,45-54,social_media
46188,41010,Hai Phong,2020-09-30,Female,25-34,organic_search
46207,41015,Phu Ly,2022-02-23,Non-binary,35-44,organic_search
46265,41042,Bac Ninh,2021-10-24,Male,25-34,organic_search
46350,41075,Bac Ninh,2021-10-07,Female,35-44,referral
46400,41097,Hanoi,2018-01-23,Female,18-24,social_media
46468,42724,Phu Ly,2018-08-02,Female,25-34,paid_search
46502,42748,Ha Long,2015-07-03,Male,18-24,social_media
46588,40212,Ninh Binh,2013-12-21,Male,45-54,organic_search
46618,40218,Ninh Binh,2016-12-25,Female,35-44,social_media
46630,40220,Son Tay,2020-10-11,Female,25-34,organic_search
46700,40272,Ninh Binh,2020-05-18,Male,25-34,social_media
46788,62428,Uong Bi,2021-02-08,Female,45-54,direct
46830,62441,Thai Nguyen,2012-07-07,Female,35-44,organic_search
47026,62858,Cam Pha,2020-03-08,Female,25-34,social_media
47027,62858,Cam Pha,2018-11-29,Male,45-54,organic_search
47217,61844,Hanoi,2021-03-29,Female,25-34,paid_search
47294,61866,Thai Nguyen,2016-06-03,Male,18-24,organic_search
47296,61866,Thai Nguyen,2016-11-30,Male,35-44,paid_search
47307,61872,Phu Ly,2019-03-11,Male,55+,organic_search
47382,61920,Cam Pha,2016-05-10,Male,35-44,email_campaign
47414,61938,Ha Long,2021-06-26,Female,25-34,direct
47635,31516,Ninh Binh,2022-03-30,Female,18-24,email_campaign
47690,31548,Uong Bi,2013-10-23,Non-binary,45-54,paid_search
48161,19709,Ha Long,2016-08-12,Female,25-34,email_campaign
48192,19720,Thai Nguyen,2022-12-21,Male,25-34,organic_search
48401,19971,Hanoi,2017-07-17,Non-binary,35-44,social_media
48406,19977,Lao Cai,2019-07-20,Male,25-34,organic_search
48526,20176,Hai Phong,2022-10-24,Male,35-44,direct
48587,6820,Lao Cai,2014-09-30,Male,35-44,social_media
48619,6878,Lao Cai,2012-12-17,Male,25-34,social_media
48950,1247,Bac Ninh,2018-09-28,Male,35-44,organic_search
49101,5262,Thai Nguyen,2022-01-22,Female,45-54,email_campaign
49102,5262,Thai Nguyen,2016-01-02,Female,18-24,social_media
49484,24112,Thai Nguyen,2019-01-29,Female,25-34,organic_search
49487,24112,Thai Nguyen,2014-06-08,Male,25-34,social_media
49617,24541,Lao Cai,2021-10-31,Female,45-54,paid_search
49708,27018,Son Tay,2018-08-07,Female,18-24,social_media
49838,27103,Bac Ninh,2021-03-10,Male,25-34,direct
49891,27127,Bac Ninh,2021-03-27,Female,45-54,organic_search
50028,27253,Bac Ninh,2021-05-15,Male,55+,referral
50063,27263,Ha Long,2019-11-04,Male,45-54,organic_search
50263,27360,Bac Giang,2014-06-13,Male,35-44,email_campaign
50508,27526,Son Tay,2018-05-06,Female,55+,organic_search
50598,27551,Bac Giang,2022-05-19,Male,25-34,organic_search
50635,27563,Uong Bi,2014-09-22,Male,25-34,email_campaign
50755,27603,Cam Pha,2020-05-28,Male,18-24,organic_search
50793,27612,Lao Cai,2021-12-21,Female,45-54,social_media
50798,27613,Lao Cai,2020-10-08,Non-binary,55+,email_campaign
50806,27614,Ninh Binh,2022-09-09,Female,45-54,paid_search
50861,27707,Ha Long,2019-06-15,Female,45-54,organic_search
50882,27713,Ha Long,2016-07-26,Male,35-44,social_media
50911,27804,Thai Nguyen,2018-03-28,Female,45-54,organic_search
51073,27850,Bac Giang,2015-03-09,Female,45-54,direct
51389,28314,Ninh Binh,2019-09-28,Male,45-54,organic_search
51392,28314,Ninh Binh,2021-07-19,Female,35-44,referral
51469,28338,Bac Giang,2018-03-24,Female,18-24,paid_search
51663,28390,Hai Phong,2019-05-26,Female,35-44,social_media
51862,28451,Hai Phong,2019-07-29,Male,45-54,organic_search
51904,28462,Uong Bi,2017-10-07,Male,25-34,social_media
51973,28510,Ninh Binh,2018-01-31,Male,18-24,paid_search
51999,28518,Lao Cai,2019-11-11,Male,35-44,referral
52078,28539,Thai Nguyen,2019-05-10,Female,25-34,referral
52233,28584,Phu Ly,2022-07-17,Male,25-34,referral
52249,28590,Ninh Binh,2017-10-02,Female,25-34,paid_search
52323,28635,Bac Giang,2018-01-27,Male,45-54,direct
52358,28659,Lao Cai,2016-03-21,Female,35-44,social_media
52492,35160,Ha Long,2021-12-11,Male,45-54,organic_search
52789,36067,Bac Giang,2021-03-27,Male,45-54,email_campaign
52862,36092,Lao Cai,2021-10-18,Male,25-34,referral
52885,36106,Son Tay,2017-08-23,Female,25-34,social_media
52936,36117,Nam Dinh,2021-05-12,Female,35-44,paid_search
53240,36351,Bac Ninh,2016-06-10,Male,18-24,organic_search
53305,36420,Hai Phong,2019-10-29,Male,45-54,paid_search
53482,36580,Ninh Binh,2018-04-09,Female,25-34,referral
53551,36801,Viet Tri,2013-10-05,Male,45-54,referral
53783,30004,Nam Dinh,2015-11-12,Male,45-54,organic_search
53784,30004,Nam Dinh,2019-06-30,Female,25-34,social_media
53843,30017,Phu Ly,2018-08-30,Female,35-44,organic_search
53856,30019,Ninh Binh,2017-06-27,Male,25-34,email_campaign
53896,30032,Uong Bi,2013-01-30,Male,35-44,social_media
53959,30052,Hai Phong,2019-10-23,Male,55+,organic_search
53962,30052,Hai Phong,2019-01-09,Male,25-34,direct
53984,30060,Ninh Binh,2012-12-15,Female,25-34,social_media
54035,30075,Phu Ly,2018-07-16,Female,45-54,organic_search
54071,30082,Bac Giang,2021-01-19,Male,25-34,organic_search
54205,30116,Ha Long,2017-09-24,Female,18-24,direct
54226,30120,Thai Nguyen,2016-04-19,Male,35-44,organic_search
54254,30126,Ninh Binh,2021-06-11,Female,25-34,social_media
54260,30127,Uong Bi,2022-05-15,Non-binary,45-54,organic_search
54293,30139,Ninh Binh,2022-11-06,Female,25-34,social_media
54296,30139,Ninh Binh,2021-04-15,Female,18-24,social_media
54306,30141,Hanoi,2022-11-12,Female,25-34,direct
54340,30152,Hanoi,2017-09-21,Male,25-34,direct
54346,30153,Nam Dinh,2022-03-04,Female,55+,referral
54356,30157,Phu Ly,2016-12-07,Female,18-24,paid_search
54429,30180,Uong Bi,2022-10-03,Female,25-34,organic_search
54454,30187,Thai Nguyen,2022-01-01,Female,35-44,social_media
54463,30189,Hai Phong,2021-08-16,Female,45-54,direct
54465,30189,Hai Phong,2022-06-28,Male,35-44,referral
54489,30213,Hanoi,2022-04-03,Male,25-34,social_media
54520,30220,Hai Phong,2017-01-09,Female,35-44,social_media
54545,30230,Ha Long,2014-10-18,Male,45-54,paid_search
54546,30230,Ha Long,2018-08-27,Female,25-34,email_campaign
54561,30236,Nam Dinh,2017-06-26,Male,18-24,organic_search
54840,30518,Uong Bi,2022-02-06,Male,25-34,organic_search
54888,30533,Nam Dinh,2018-08-12,Male,35-44,social_media
55168,30656,Bac Giang,2020-06-22,Female,35-44,social_media
55197,30666,Bac Ninh,2018-11-11,Female,25-34,social_media
55223,30683,Uong Bi,2022-12-31,Male,45-54,paid_search
55249,30711,Uong Bi,2019-02-27,Male,45-54,paid_search
55252,30711,Uong Bi,2020-06-22,Female,35-44,organic_search
55334,31002,Phu Ly,2019-07-27,Male,45-54,email_campaign
55365,31008,Hai Phong,2015-12-21,Non-binary,25-34,organic_search
55429,31027,Son Tay,2022-01-14,Male,45-54,direct
55492,31046,Nam Dinh,2022-03-19,Male,35-44,organic_search
55909,30306,Phu Ly,2021-10-22,Female,55+,referral
56063,30345,Son Tay,2018-09-02,Male,55+,social_media
56143,6010,Nam Dinh,2019-12-29,Female,25-34,organic_search
56204,6029,Cam Pha,2021-07-24,Male,25-34,organic_search
56230,6037,Phu Ly,2014-10-22,Male,35-44,referral
56505,6118,Cam Pha,2014-11-25,Male,55+,paid_search
56576,6239,Hai Phong,2022-07-27,Female,18-24,organic_search
56609,6250,Lao Cai,2022-10-26,Male,45-54,email_campaign
56671,6277,Phu Ly,2013-06-22,Female,25-34,social_media
56672,6277,Phu Ly,2020-08-26,Male,35-44,paid_search
56788,6360,Son Tay,2014-09-27,Female,45-54,organic_search
56790,6360,Son Tay,2020-03-12,Female,35-44,referral
56820,6374,Son Tay,2017-12-01,Male,35-44,email_campaign
56876,6388,Thai Nguyen,2016-12-08,Female,55+,direct
56901,6410,Ha Long,2021-08-17,Male,45-54,organic_search
56921,6415,Ninh Binh,2022-01-01,Male,35-44,email_campaign
56959,6424,Viet Tri,2020-12-04,Male,35-44,paid_search
57070,6470,Nam Dinh,2021-02-04,Female,35-44,paid_search
57099,6478,Uong Bi,2014-03-07,Male,35-44,email_campaign
57105,6479,Phu Ly,2018-07-28,Male,25-34,organic_search
57130,6484,Nam Dinh,2020-01-06,Female,25-34,email_campaign
57173,6513,Nam Dinh,2019-12-09,Male,25-34,social_media
57215,6525,Hanoi,2019-04-03,Male,35-44,referral
57220,6604,Son Tay,2016-11-22,Female,35-44,paid_search
57222,6604,Son Tay,2017-08-28,Female,35-44,paid_search
57228,6606,Cam Pha,2019-09-15,Female,45-54,social_media
57250,6611,Hanoi,2018-12-01,Male,55+,social_media
57252,6611,Hanoi,2020-08-21,Female,18-24,organic_search
57258,6614,Phu Ly,2020-11-07,Male,25-34,referral
57431,6791,Nam Dinh,2017-06-05,Non-binary,45-54,referral
57470,6810,Phu Ly,2022-12-16,Male,35-44,social_media
57514,6840,Phu Ly,2021-03-15,Male,35-44,paid_search
57517,6840,Phu Ly,2021-06-28,Female,18-24,referral
57534,6877,Ninh Binh,2019-01-30,Male,35-44,referral
57535,6877,Ninh Binh,2020-08-04,Male,25-34,email_campaign
57607,2814,Cam Pha,2019-05-17,Male,55+,social_media
57704,2840,Viet Tri,2022-12-12,Male,35-44,social_media
57818,2886,Uong Bi,2017-04-26,Female,35-44,paid_search
57820,2886,Uong Bi,2014-09-22,Female,45-54,paid_search
57821,2886,Uong Bi,2017-07-11,Male,18-24,social_media
57829,2889,Ha Long,2022-10-21,Female,35-44,organic_search
58293,1010,Cam Pha,2022-06-08,Male,25-34,direct
58387,1040,Uong Bi,2017-05-04,Non-binary,25-34,email_campaign
58578,1109,Hanoi,2020-06-06,Female,35-44,social_media
58586,1118,Viet Tri,2022-07-12,Female,55+,referral
58621,1330,Phu Ly,2021-11-03,Female,18-24,social_media
58766,1450,Viet Tri,2018-07-20,Female,45-54,email_campaign
58811,1473,Lao Cai,2020-09-18,Female,35-44,direct
58969,1540,Thai Nguyen,2014-01-25,Male,35-44,social_media
59239,2050,Hai Phong,2022-11-09,Female,18-24,email_campaign
59431,2351,Thai Nguyen,2020-03-21,Female,25-34,organic_search
59440,2356,Thai Nguyen,2018-08-15,Male,35-44,paid_search
59453,2360,Son Tay,2016-05-29,Male,45-54,direct
59718,2648,Phu Ly,2016-09-19,Female,35-44,social_media
59767,2660,Ha Long,2018-05-29,Female,55+,social_media
59860,2720,Thai Nguyen,2022-10-08,Male,25-34,referral
59861,2720,Thai Nguyen,2018-11-12,Male,45-54,referral
59887,2725,Ninh Binh,2019-04-21,Male,45-54,organic_search
59914,2743,Lao Cai,2022-06-29,Male,18-24,paid_search
59937,2747,Son Tay,2016-09-11,Male,45-54,organic_search
59989,2771,Ninh Binh,2017-11-26,Female,18-24,referral
59997,2777,Viet Tri,2015-07-09,Male,55+,paid_search
60007,2780,Ha Long,2015-10-18,Female,18-24,paid_search
60012,2790,Hanoi,2019-04-18,Female,25-34,organic_search
60048,27295,Thai Nguyen,2022-01-08,Male,45-54,social_media
60124,28021,Uong Bi,2020-06-14,Male,45-54,paid_search
60135,28025,Hai Phong,2022-03-16,Female,25-34,social_media
60157,28032,Bac Giang,2018-04-27,Male,35-44,paid_search
60194,28043,Viet Tri,2015-09-09,Male,35-44,social_media
60377,28114,Ninh Binh,2022-01-09,Female,45-54,organic_search
60380,28115,Bac Ninh,2013-09-23,Female,25-34,referral
60389,28120,Ninh Binh,2013-11-05,Male,45-54,organic_search
60409,28127,Hanoi,2018-07-22,Male,18-24,direct
60410,28127,Hanoi,2018-10-04,Female,35-44,paid_search
60635,28610,Hanoi,2020-05-07,Female,35-44,paid_search
60791,28704,Lao Cai,2021-12-24,Male,25-34,organic_search
60826,28715,Viet Tri,2015-02-19,Male,35-44,referral
60924,28739,Bac Giang,2017-06-26,Female,25-34,organic_search
61244,28216,Hai Phong,2019-02-03,Female,45-54,direct
61539,30635,Bac Giang,2022-07-20,Female,25-34,email_campaign
61542,30635,Bac Giang,2016-01-15,Female,18-24,organic_search
61594,30813,Phu Ly,2019-04-23,Female,55+,direct
61595,30813,Phu Ly,2014-12-13,Female,45-54,email_campaign
61684,30907,Bac Giang,2018-08-29,Male,25-34,referral
61685,30907,Bac Giang,2021-12-21,Female,45-54,organic_search
61687,30907,Bac Giang,2021-07-07,Male,25-34,organic_search
61812,31326,Nam Dinh,2020-08-31,Female,18-24,social_media
61947,31525,Viet Tri,2022-06-04,Female,45-54,organic_search
62047,29020,Nam Dinh,2015-07-02,Female,55+,organic_search
62092,29040,Hanoi,2013-09-08,Female,25-34,direct
62199,29073,Cam Pha,2019-07-11,Male,18-24,organic_search
62366,29150,Hanoi,2020-06-11,Male,45-54,paid_search
62392,29160,Bac Giang,2014-07-15,Female,25-34,social_media
62718,29384,Cam Pha,2018-11-13,Female,35-44,email_campaign
62776,29412,Phu Ly,2015-06-21,Female,35-44,referral
62859,29440,Thai Nguyen,2021-05-30,Male,25-34,referral
63052,29510,Ha Long,2021-10-21,Female,35-44,email_campaign
63130,29544,Phu Ly,2017-06-30,Female,18-24,social_media
63234,29576,Viet Tri,2020-03-26,Female,25-34,paid_search
63238,29577,Nam Dinh,2021-07-11,Male,25-34,direct
63357,29611,Phu Ly,2019-12-20,Female,18-24,organic_search
63463,29642,Son Tay,2018-12-21,Male,45-54,organic_search
63466,29642,Son Tay,2015-02-12,Female,35-44,organic_search
63498,29651,Phu Ly,2021-10-07,Female,55+,paid_search
63551,29669,Cam Pha,2021-07-18,Male,18-24,organic_search
63655,29693,Ninh Binh,2021-11-09,Female,18-24,direct
63687,29704,Ha Long,2014-10-13,Male,45-54,paid_search
63688,29706,Bac Ninh,2022-07-31,Female,45-54,organic_search
63765,29728,Lao Cai,2020-05-15,Female,25-34,paid_search
63788,29742,Son Tay,2018-09-02,Male,18-24,email_campaign
63806,29745,Uong Bi,2015-03-02,Non-binary,35-44,organic_search
63861,29816,Ha Long,2020-10-19,Female,35-44,email_campaign
63878,29822,Bac Giang,2022-03-30,Female,45-54,organic_search
64032,29906,Hai Phong,2022-11-07,Male,35-44,paid_search
64043,29910,Son Tay,2022-12-19,Male,25-34,email_campaign
64309,20650,Phu Ly,2021-04-04,Female,35-44,paid_search
64459,20745,Son Tay,2017-11-06,Male,18-24,social_media
64460,20745,Son Tay,2018-12-31,Male,35-44,referral
64461,20745,Son Tay,2022-04-18,Male,25-34,organic_search
64508,20816,Son Tay,2022-05-29,Male,45-54,email_campaign
65065,20002,Uong Bi,2022-01-06,Male,45-54,paid_search
65096,20008,Hai Phong,2017-11-12,Male,25-34,referral
65098,20009,Cam Pha,2021-08-04,Female,35-44,social_media
65123,20019,Uong Bi,2018-06-11,Male,25-34,social_media
65125,20019,Uong Bi,2021-11-17,Male,25-34,direct
65206,20111,Uong Bi,2021-09-05,Male,25-34,social_media
65343,20152,Nam Dinh,2014-06-24,Male,35-44,social_media
65382,20166,Son Tay,2016-05-17,Male,25-34,organic_search
65411,20181,Uong Bi,2018-12-06,Female,35-44,email_campaign
65423,20186,Lao Cai,2021-08-25,Female,55+,email_campaign
65506,22032,Hai Phong,2021-10-25,Female,18-24,social_media
65655,22192,Nam Dinh,2020-12-01,Female,25-34,social_media
65779,22309,Ninh Binh,2015-01-27,Female,35-44,direct
65847,22407,Ninh Binh,2017-11-25,Male,25-34,paid_search
66149,22630,Hanoi,2021-08-20,Male,35-44,referral
66173,22642,Phu Ly,2017-12-28,Non-binary,35-44,organic_search
66365,22742,Cam Pha,2019-01-04,Male,18-24,social_media
66366,22742,Cam Pha,2018-06-06,Female,35-44,organic_search
66518,22903,Hanoi,2018-03-05,Male,35-44,organic_search
66536,22906,Viet Tri,2017-04-25,Male,55+,organic_search
66545,22911,Son Tay,2014-11-25,Male,45-54,paid_search
66655,22960,Viet Tri,2020-05-08,Male,25-34,email_campaign
67035,23139,Hanoi,2018-06-03,Male,45-54,organic_search
67225,23234,Viet Tri,2019-06-04,Female,45-54,organic_search
67330,23323,Son Tay,2020-03-23,Female,35-44,organic_search
67339,23325,Lao Cai,2017-12-27,Male,18-24,referral
67769,23666,Ninh Binh,2016-12-06,Male,25-34,email_campaign
67805,23701,Uong Bi,2021-11-23,Male,25-34,organic_search
67884,23834,Uong Bi,2020-03-05,Male,55+,organic_search
67885,23834,Uong Bi,2018-05-20,Female,55+,organic_search
68104,24015,Phu Ly,2017-04-12,Female,45-54,organic_search
68317,24141,Bac Ninh,2016-07-28,Male,45-54,social_media
68329,24153,Ha Long,2013-05-23,Female,45-54,organic_search
68550,24477,Phu Ly,2020-07-10,Female,25-34,social_media
68613,24521,Thai Nguyen,2020-05-26,Male,35-44,social_media
68621,24522,Ha Long,2019-12-07,Female,45-54,social_media
68627,24523,Hanoi,2022-04-22,Male,35-44,referral
68705,24571,Cam Pha,2020-11-25,Female,18-24,social_media
68883,40769,Phu Ly,2018-04-07,Female,25-34,email_campaign
69143,40962,Hai Phong,2018-11-11,Male,25-34,paid_search
69287,41311,Son Tay,2022-07-12,Male,25-34,paid_search
69370,41501,Nam Dinh,2022-05-05,Female,55+,social_media
69814,41763,Uong Bi,2022-01-19,Female,55+,organic_search
70475,42633,Nam Dinh,2020-03-17,Female,35-44,paid_search
70880,35126,Viet Tri,2019-01-15,Female,55+,direct
70919,35146,Bac Giang,2015-09-06,Female,18-24,email_campaign
71074,35216,Phu Ly,2015-03-24,Female,55+,direct
71227,35453,Viet Tri,2016-12-07,Female,45-54,referral
