zip,city,region,district
68123,Phan Thiet,Central,District #30
68516,Kon Tum,Central,District #30
68521,Quang Ngai,Central,District #30
68526,Quy Nhon,Central,District #30
68640,Hoi An,Central,District #30
68823,Phan Thiet,Central,District #30
68832,Dong Hoi,Central,District #30
68845,Kon Tum,Central,District #30
68847,Tam Ky,Central,District #30
68866,Hue,Central,District #30
63565,Phan Rang-Thap Cham,Central,District #30
64050,Hue,Central,District #30
64052,Da Nang,Central,District #30
64060,Hoi An,Central,District #30
64061,Hue,Central,District #30
64064,Tam Ky,Central,District #30
64080,Hoi An,Central,District #30
64081,Da Nang,Central,District #30
64490,Quy Nhon,Central,District #30
64503,Phan Thiet,Central,District #30
64701,Phan Rang-Thap Cham,Central,District #30
64730,Da Nang,Central,District #30
65340,Tuy Hoa,Central,District #30
65360,Hue,Central,District #30
64118,Phan Thiet,Central,District #30
64152,Hoi An,Central,District #30
50010,Tuy Hoa,Central,District #30
50032,Quang Ngai,Central,District #30
50125,Da Nang,Central,District #30
50315,Quang Ngai,Central,District #30
50801,Hoi An,Central,District #30
51503,Hoi An,Central,District #30
51534,Hue,Central,District #30
51546,Quang Ngai,Central,District #30
51579,Dong Hoi,Central,District #30
66030,Tam Ky,Central,District #30
66062,Quang Ngai,Central,District #30
66085,Phan Rang-Thap Cham,Central,District #30
66102,Da Nang,Central,District #30
66206,Tam Ky,Central,District #30
66210,Phan Rang-Thap Cham,Central,District #30
66216,Phan Rang-Thap Cham,Central,District #30
66508,Dong Hoi,Central,District #30
59263,Phan Rang-Thap Cham,Central,District #32
59330,Quang Ngai,Central,District #32
68776,Tam Ky,Central,District #32
82401,Kon Tum,Central,District #32
82633,Quy Nhon,Central,District #32
82718,Kon Tum,Central,District #32
50216,Tam Ky,Central,District #32
50538,Quang Ngai,Central,District #32
51401,Hue,Central,District #32
56334,Quang Ngai,Central,District #32
56336,Kon Tum,Central,District #32
57104,Phan Thiet,Central,District #32
57105,Quang Ngai,Central,District #32
57106,Tam Ky,Central,District #32
57201,Phan Thiet,Central,District #32
57401,Hue,Central,District #32
57501,Phan Rang-Thap Cham,Central,District #32
57717,Phan Thiet,Central,District #32
58103,Phan Thiet,Central,District #32
58201,Dong Hoi,Central,District #32
58401,Phan Rang-Thap Cham,Central,District #32
58448,Dong Hoi,Central,District #32
58554,Quy Nhon,Central,District #32
58572,Phan Thiet,Central,District #32
58704,Kon Tum,Central,District #32
58788,Hue,Central,District #32
58854,Phan Thiet,Central,District #32
73099,Quang Ngai,Central,District #21
74014,Tuy Hoa,Central,District #21
74365,Hue,Central,District #21
74501,Da Nang,Central,District #21
74804,Kon Tum,Central,District #21
73114,Tam Ky,Central,District #21
73115,Quy Nhon,Central,District #21
73119,Nha Trang,Central,District #21
73179,Nha Trang,Central,District #21
66748,Quy Nhon,Central,District #21
66762,Da Nang,Central,District #21
66901,Da Nang,Central,District #21
67114,Kon Tum,Central,District #21
67156,Hue,Central,District #21
67204,Tuy Hoa,Central,District #21
67213,Kon Tum,Central,District #21
67401,Dong Hoi,Central,District #21
67658,Da Nang,Central,District #21
67851,Dong Hoi,Central,District #21
64870,Tuy Hoa,Central,District #21
65020,Phan Rang-Thap Cham,Central,District #21
65560,Tuy Hoa,Central,District #21
65616,Tam Ky,Central,District #21
65770,Hue,Central,District #21
65785,Nha Trang,Central,District #21
72727,Da Nang,Central,District #21
71655,Dong Hoi,Central,District #24
71730,Dong Hoi,Central,District #24
71826,Dong Hoi,Central,District #24
36575,Phan Rang-Thap Cham,Central,District #24
36619,Hue,Central,District #24
39111,Hue,Central,District #24
39116,Quy Nhon,Central,District #24
39154,Tuy Hoa,Central,District #24
39211,Quy Nhon,Central,District #24
39402,Nha Trang,Central,District #24
39564,Nha Trang,Central,District #24
39571,Phan Rang-Thap Cham,Central,District #24
39759,Dong Hoi,Central,District #24
39773,Da Nang,Central,District #24
70094,Tuy Hoa,Central,District #24
70118,Da Nang,Central,District #24
70124,Quy Nhon,Central,District #24
70345,Quy Nhon,Central,District #24
70357,Hoi An,Central,District #24
70364,Phan Thiet,Central,District #24
70394,Hoi An,Central,District #24
70444,Tam Ky,Central,District #24
70445,Phan Rang-Thap Cham,Central,District #24
70447,Phan Thiet,Central,District #24
70458,Hue,Central,District #24
70471,Da Nang,Central,District #24
70506,Tam Ky,Central,District #24
70523,Phan Thiet,Central,District #24
70714,Quang Ngai,Central,District #24
71040,Phan Rang-Thap Cham,Central,District #24
71044,Kon Tum,Central,District #24
71105,Dong Hoi,Central,District #24
71235,Kon Tum,Central,District #24
71277,Phan Thiet,Central,District #24
71334,Phan Rang-Thap Cham,Central,District #24
71346,Dong Hoi,Central,District #24
71446,Nha Trang,Central,District #24
71459,Quy Nhon,Central,District #24
55044,Da Nang,Central,District #28
55060,Hoi An,Central,District #28
55068,Phan Thiet,Central,District #28
55076,Nha Trang,Central,District #28
55105,Phan Thiet,Central,District #28
55109,Kon Tum,Central,District #28
55110,Hoi An,Central,District #28
55112,Da Nang,Central,District #28
55302,Tam Ky,Central,District #28
55303,Quy Nhon,Central,District #28
55305,Quang Ngai,Central,District #28
55308,Quang Ngai,Central,District #28
55311,Dong Hoi,Central,District #28
55313,Quang Ngai,Central,District #28
55315,Hoi An,Central,District #28
55318,Da Nang,Central,District #28
55330,Tam Ky,Central,District #28
55331,Phan Thiet,Central,District #28
55350,Dong Hoi,Central,District #28
55353,Hue,Central,District #28
55372,Dong Hoi,Central,District #28
55378,Hue,Central,District #28
55379,Quang Ngai,Central,District #28
55381,Tam Ky,Central,District #28
55387,Hoi An,Central,District #28
55398,Phan Rang-Thap Cham,Central,District #28
55731,Tuy Hoa,Central,District #28
55901,Hoi An,Central,District #28
55917,Dong Hoi,Central,District #28
55920,Phan Thiet,Central,District #28
56001,Nha Trang,Central,District #28
56007,Kon Tum,Central,District #28
56071,Dong Hoi,Central,District #28
56320,Hoi An,Central,District #28
56425,Da Nang,Central,District #28
55415,Quang Ngai,Central,District #28
55418,Hoi An,Central,District #28
55422,Nha Trang,Central,District #28
55423,Da Nang,Central,District #28
55434,Tuy Hoa,Central,District #28
55442,Tuy Hoa,Central,District #28
55446,Phan Thiet,Central,District #28
50071,Phan Thiet,Central,District #28
50401,Phan Rang-Thap Cham,Central,District #28
50548,Quang Ngai,Central,District #28
50616,Da Nang,Central,District #28
51301,Quy Nhon,Central,District #28
51346,Phan Rang-Thap Cham,Central,District #28
54004,Tuy Hoa,Central,District #28
54016,Quang Ngai,Central,District #28
54017,Hue,Central,District #28
54889,Tam Ky,Central,District #28
69301,Hue,Central,District #20
82001,Tam Ky,Central,District #20
82009,Phan Rang-Thap Cham,Central,District #20
82053,Hue,Central,District #20
82520,Quy Nhon,Central,District #20
82901,Tam Ky,Central,District #20
80011,Dong Hoi,Central,District #20
80013,Quang Ngai,Central,District #20
80015,Kon Tum,Central,District #20
80110,Hue,Central,District #20
80120,Kon Tum,Central,District #20
80126,Kon Tum,Central,District #20
80128,Tam Ky,Central,District #20
80129,Hoi An,Central,District #20
80135,Hoi An,Central,District #20
80301,Kon Tum,Central,District #20
80302,Phan Rang-Thap Cham,Central,District #20
80401,Nha Trang,Central,District #20
80435,Da Nang,Central,District #20
80437,Nha Trang,Central,District #20
80443,Da Nang,Central,District #20
80480,Dong Hoi,Central,District #20
80482,Dong Hoi,Central,District #20
80501,Quy Nhon,Central,District #20
80503,Kon Tum,Central,District #20
80516,Kon Tum,Central,District #20
80517,Phan Rang-Thap Cham,Central,District #20
80535,Kon Tum,Central,District #20
80538,Hue,Central,District #20
80634,Nha Trang,Central,District #20
80648,Hue,Central,District #20
80903,Phan Thiet,Central,District #20
80904,Phan Rang-Thap Cham,Central,District #20
80907,Tam Ky,Central,District #20
80908,Quy Nhon,Central,District #20
80909,Tam Ky,Central,District #20
80910,Dong Hoi,Central,District #20
80917,Quang Ngai,Central,District #20
80930,Phan Thiet,Central,District #20
81003,Quy Nhon,Central,District #20
81004,Tam Ky,Central,District #20
81401,Da Nang,Central,District #20
81504,Tam Ky,Central,District #20
81506,Phan Thiet,Central,District #20
81625,Quy Nhon,Central,District #20
80203,Da Nang,Central,District #20
80205,Quang Ngai,Central,District #20
80206,Tuy Hoa,Central,District #20
80211,Kon Tum,Central,District #20
80219,Tam Ky,Central,District #20
80221,Tam Ky,Central,District #20
80231,Phan Thiet,Central,District #20
80232,Kon Tum,Central,District #20
80234,Nha Trang,Central,District #20
80239,Tam Ky,Central,District #20
63123,Kon Tum,Central,District #29
63128,Phan Thiet,Central,District #29
63129,Hue,Central,District #29
63130,Quang Ngai,Central,District #29
63138,Hoi An,Central,District #29
63143,Tam Ky,Central,District #29
63010,Tuy Hoa,Central,District #29
63020,Tam Ky,Central,District #29
63025,Quang Ngai,Central,District #29
63026,Quang Ngai,Central,District #29
63031,Kon Tum,Central,District #29
63068,Tam Ky,Central,District #29
63304,Hoi An,Central,District #29
63366,Hoi An,Central,District #29
63401,Tam Ky,Central,District #29
63459,Dong Hoi,Central,District #29
65109,Phan Thiet,Central,District #29
52501,Nha Trang,Central,District #29
52565,Nha Trang,Central,District #29
52632,Quang Ngai,Central,District #29
52645,Phan Thiet,Central,District #29
50702,Dong Hoi,Central,District #27
52233,Quy Nhon,Central,District #27
52403,Phan Rang-Thap Cham,Central,District #27
52404,Tam Ky,Central,District #27
52405,Tuy Hoa,Central,District #27
52409,Kon Tum,Central,District #27
52761,Tam Ky,Central,District #27
73401,Quy Nhon,Central,District #22
73458,Tuy Hoa,Central,District #22
73507,Quy Nhon,Central,District #22
73573,Nha Trang,Central,District #22
46303,Quy Nhon,Central,District #31
46311,Tuy Hoa,Central,District #31
46321,Phan Thiet,Central,District #31
46324,Phan Rang-Thap Cham,Central,District #31
46410,Nha Trang,Central,District #31
49855,Nha Trang,Central,District #26
49930,Dong Hoi,Central,District #26
53142,Tuy Hoa,Central,District #31
53144,Hoi An,Central,District #31
53147,Quy Nhon,Central,District #31
53177,Phan Thiet,Central,District #31
53182,Phan Thiet,Central,District #31
53402,Quang Ngai,Central,District #31
53406,Hoi An,Central,District #31
53545,Quang Ngai,Central,District #27
53546,Phan Rang-Thap Cham,Central,District #27
53590,Kon Tum,Central,District #27
53703,Quang Ngai,Central,District #27
53713,Phan Rang-Thap Cham,Central,District #27
53813,Kon Tum,Central,District #27
54601,Hue,Central,District #27
53032,Phan Rang-Thap Cham,Central,District #26
53089,Dong Hoi,Central,District #26
53129,Nha Trang,Central,District #26
53137,Nha Trang,Central,District #26
53150,Quy Nhon,Central,District #26
53151,Tam Ky,Central,District #26
53188,Nha Trang,Central,District #26
53206,Hoi An,Central,District #26
53207,Hue,Central,District #26
53216,Kon Tum,Central,District #26
53219,Phan Thiet,Central,District #26
53221,Tam Ky,Central,District #26
53224,Hue,Central,District #26
53225,Phan Thiet,Central,District #26
53549,Hue,Central,District #26
53919,Tam Ky,Central,District #26
53946,Tuy Hoa,Central,District #26
54217,Nha Trang,Central,District #26
54311,Tam Ky,Central,District #26
54494,Da Nang,Central,District #26
54547,Tuy Hoa,Central,District #26
54904,Hue,Central,District #26
60002,Nha Trang,Central,District #31
60010,Phan Rang-Thap Cham,Central,District #31
60013,Nha Trang,Central,District #31
60014,Phan Rang-Thap Cham,Central,District #31
60025,Da Nang,Central,District #31
60035,Tam Ky,Central,District #31
60041,Dong Hoi,Central,District #31
60045,Phan Thiet,Central,District #31
60046,Quy Nhon,Central,District #31
60050,Da Nang,Central,District #31
60060,Nha Trang,Central,District #31
60061,Dong Hoi,Central,District #31
60073,Quy Nhon,Central,District #31
60091,Quy Nhon,Central,District #31
60098,Tuy Hoa,Central,District #31
60106,Tam Ky,Central,District #31
60118,Da Nang,Central,District #31
60120,Quy Nhon,Central,District #31
60130,Tam Ky,Central,District #31
60138,Dong Hoi,Central,District #31
60151,Hoi An,Central,District #31
60156,Hue,Central,District #31
60175,Hoi An,Central,District #31
60177,Quang Ngai,Central,District #31
60178,Tuy Hoa,Central,District #31
60180,Tam Ky,Central,District #31
60185,Tuy Hoa,Central,District #31
60187,Quy Nhon,Central,District #31
60188,Phan Thiet,Central,District #31
60191,Nha Trang,Central,District #31
60304,Kon Tum,Central,District #31
60417,Phan Rang-Thap Cham,Central,District #31
60419,Hue,Central,District #31
60433,Tam Ky,Central,District #31
60440,Phan Rang-Thap Cham,Central,District #31
60441,Phan Thiet,Central,District #31
60445,Phan Thiet,Central,District #31
60446,Hue,Central,District #31
60451,Phan Thiet,Central,District #31
60453,Phan Thiet,Central,District #31
60463,Da Nang,Central,District #31
60473,Phan Thiet,Central,District #31
60504,Tam Ky,Central,District #31
60506,Tam Ky,Central,District #31
60521,Phan Thiet,Central,District #31
60526,Phan Thiet,Central,District #31
60527,Tam Ky,Central,District #31
60563,Quy Nhon,Central,District #31
60564,Phan Thiet,Central,District #31
60707,Tuy Hoa,Central,District #31
60914,Hue,Central,District #31
60970,Phan Thiet,Central,District #31
60617,Da Nang,Central,District #31
60634,Dong Hoi,Central,District #31
60647,Nha Trang,Central,District #31
60548,Phan Thiet,Central,District #27
61008,Quy Nhon,Central,District #27
61014,Phan Thiet,Central,District #27
61015,Quang Ngai,Central,District #27
61021,Da Nang,Central,District #27
61024,Tuy Hoa,Central,District #27
61025,Kon Tum,Central,District #27
61032,Nha Trang,Central,District #27
61072,Hoi An,Central,District #27
61254,Hue,Central,District #27
61265,Da Nang,Central,District #27
61275,Nha Trang,Central,District #27
61283,Phan Thiet,Central,District #27
62642,Nha Trang,Central,District #29
62703,Phan Rang-Thap Cham,Central,District #29
61448,Quy Nhon,Central,District #29
61462,Da Nang,Central,District #29
61523,Tam Ky,Central,District #29
61554,Quang Ngai,Central,District #29
61568,Tam Ky,Central,District #29
61607,Hue,Central,District #29
61611,Hue,Central,District #29
61704,Quang Ngai,Central,District #29
61727,Dong Hoi,Central,District #29
61739,Quang Ngai,Central,District #29
61770,Tam Ky,Central,District #29
61830,Nha Trang,Central,District #29
62002,Dong Hoi,Central,District #29
62021,Nha Trang,Central,District #29
62035,Hue,Central,District #29
62215,Kon Tum,Central,District #29
62294,Hoi An,Central,District #29
75604,Kon Tum,Central,District #24
75650,Tam Ky,Central,District #24
75672,Dong Hoi,Central,District #24
75689,Nha Trang,Central,District #24
75701,Hue,Central,District #24
75703,Phan Thiet,Central,District #24
75801,Quang Ngai,Central,District #24
77707,Hue,Central,District #24
79015,Nha Trang,Central,District #21
79070,Tuy Hoa,Central,District #21
79121,Da Nang,Central,District #21
79226,Phan Rang-Thap Cham,Central,District #21
79255,Hoi An,Central,District #21
75501,Phan Rang-Thap Cham,Central,District #25
75503,Nha Trang,Central,District #25
75002,Phan Thiet,Central,District #22
75007,Kon Tum,Central,District #22
75013,Phan Rang-Thap Cham,Central,District #22
75019,Quy Nhon,Central,District #22
75028,Kon Tum,Central,District #22
75032,Dong Hoi,Central,District #22
75040,Tuy Hoa,Central,District #22
75047,Tam Ky,Central,District #22
75050,Da Nang,Central,District #22
75058,Phan Rang-Thap Cham,Central,District #22
75061,Kon Tum,Central,District #22
75074,Hue,Central,District #22
75077,Tam Ky,Central,District #22
75080,Quang Ngai,Central,District #22
75088,Kon Tum,Central,District #22
75090,Phan Rang-Thap Cham,Central,District #22
75093,Kon Tum,Central,District #22
75150,Hue,Central,District #22
75402,Quang Ngai,Central,District #22
76008,Dong Hoi,Central,District #22
76011,Tam Ky,Central,District #22
76014,Quy Nhon,Central,District #22
76020,Quy Nhon,Central,District #22
76028,Quy Nhon,Central,District #22
76058,Tuy Hoa,Central,District #22
76087,Kon Tum,Central,District #22
76126,Kon Tum,Central,District #22
76179,Phan Rang-Thap Cham,Central,District #22
76201,Kon Tum,Central,District #22
76248,Hue,Central,District #22
76273,Quang Ngai,Central,District #22
76384,Phan Thiet,Central,District #22
79403,Hue,Central,District #22
79423,Hue,Central,District #22
79424,Quy Nhon,Central,District #22
79563,Hoi An,Central,District #22
79703,Da Nang,Central,District #22
79705,Hue,Central,District #22
79707,Quy Nhon,Central,District #22
79731,Nha Trang,Central,District #22
79782,Kon Tum,Central,District #22
75214,Tam Ky,Central,District #22
75228,Hue,Central,District #22
75252,Tuy Hoa,Central,District #22
76513,Dong Hoi,Central,District #23
76559,Tuy Hoa,Central,District #23
76706,Phan Rang-Thap Cham,Central,District #23
77338,Quang Ngai,Central,District #23
77346,Dong Hoi,Central,District #23
77377,Hue,Central,District #23
77384,Hue,Central,District #23
77385,Kon Tum,Central,District #23
77488,Hoi An,Central,District #23
77504,Quy Nhon,Central,District #23
77505,Nha Trang,Central,District #23
77506,Phan Rang-Thap Cham,Central,District #23
77511,Tuy Hoa,Central,District #23
77515,Phan Rang-Thap Cham,Central,District #23
77535,Dong Hoi,Central,District #23
77568,Phan Thiet,Central,District #23
77901,Phan Thiet,Central,District #23
77957,Hoi An,Central,District #23
78006,Quy Nhon,Central,District #23
78015,Quy Nhon,Central,District #23
78043,Quy Nhon,Central,District #23
78076,Tam Ky,Central,District #23
78109,Quy Nhon,Central,District #23
78130,Hoi An,Central,District #23
78380,Hue,Central,District #23
78410,Kon Tum,Central,District #23
78501,Quy Nhon,Central,District #23
78504,Phan Rang-Thap Cham,Central,District #23
78559,Dong Hoi,Central,District #23
78852,Phan Rang-Thap Cham,Central,District #23
78945,Phan Thiet,Central,District #23
78744,Tuy Hoa,Central,District #23
78746,Hue,Central,District #23
78749,Tam Ky,Central,District #23
78233,Da Nang,Central,District #23
78237,Kon Tum,Central,District #23
78240,Nha Trang,Central,District #23
77005,Dong Hoi,Central,District #23
77018,Tam Ky,Central,District #23
77042,Phan Rang-Thap Cham,Central,District #23
77062,Kon Tum,Central,District #23
77073,Quang Ngai,Central,District #23
77084,Hue,Central,District #23
77095,Da Nang,Central,District #23
93291,Tra Vinh,West,District #36
93720,Vinh Long,West,District #36
93722,Soc Trang,West,District #36
93940,Ho Chi Minh City,West,District #36
94002,Pleiku,West,District #36
94061,Tra Vinh,West,District #36
94102,My Tho,West,District #36
94103,Can Tho,West,District #36
94109,Rach Gia,West,District #36
94110,Pleiku,West,District #36
94117,Can Tho,West,District #36
94118,Buon Ma Thuot,West,District #36
94301,Vinh Long,West,District #36
94303,Long Xuyen,West,District #36
94513,Vung Tau,West,District #36
94520,Soc Trang,West,District #36
94531,Buon Ma Thuot,West,District #36
94536,Buon Ma Thuot,West,District #36
94560,Ho Chi Minh City,West,District #36
94563,Ca Mau,West,District #36
94566,My Tho,West,District #36
94568,Vung Tau,West,District #36
94583,Soc Trang,West,District #36
94587,Buon Ma Thuot,West,District #36
94589,Buon Ma Thuot,West,District #36
94701,Bac Lieu,West,District #36
94928,Pleiku,West,District #36
94947,My Tho,West,District #36
95006,Long Xuyen,West,District #36
95054,Ho Chi Minh City,West,District #36
95060,My Tho,West,District #36
95062,Ho Chi Minh City,West,District #36
95070,Vung Tau,West,District #36
95075,Can Tho,West,District #36
95125,Pleiku,West,District #36
95128,Long Xuyen,West,District #36
95129,Ho Chi Minh City,West,District #36
95133,Bac Lieu,West,District #36
95148,Bac Lieu,West,District #36
95219,Bien Hoa,West,District #36
95258,Ho Chi Minh City,West,District #36
95322,Buon Ma Thuot,West,District #36
95379,Tra Vinh,West,District #36
94533,Bien Hoa,West,District #35
94535,Buon Ma Thuot,West,District #35
94585,Long Xuyen,West,District #35
95603,Rach Gia,West,District #35
95604,Ho Chi Minh City,West,District #35
95605,Buon Ma Thuot,West,District #35
95608,Ben Tre,West,District #35
95628,Vung Tau,West,District #35
95635,Bien Hoa,West,District #35
95648,Ho Chi Minh City,West,District #35
95677,Long Xuyen,West,District #35
95678,Bac Lieu,West,District #35
95709,My Tho,West,District #35
95728,Ben Tre,West,District #35
95746,Da Lat,West,District #35
95747,Buon Ma Thuot,West,District #35
95762,Da Lat,West,District #35
95765,Can Tho,West,District #35
95776,Bac Lieu,West,District #35
95901,Ho Chi Minh City,West,District #35
95928,Ben Tre,West,District #35
95961,Ca Mau,West,District #35
95966,Bac Lieu,West,District #35
95969,Vung Tau,West,District #35
95991,Long Xuyen,West,District #35
96002,Ben Tre,West,District #35
96049,Ben Tre,West,District #35
96069,Rach Gia,West,District #35
96080,Ho Chi Minh City,West,District #35
96143,My Tho,West,District #35
95816,Can Tho,West,District #35
95824,Vung Tau,West,District #35
95835,Da Lat,West,District #35
95838,Can Tho,West,District #35
92101,Rach Gia,West,District #38
92115,Soc Trang,West,District #38
92116,Long Xuyen,West,District #38
92117,Vung Tau,West,District #38
92119,Ho Chi Minh City,West,District #38
92120,My Tho,West,District #38
92130,Rach Gia,West,District #38
91901,Pleiku,West,District #38
91910,Ben Tre,West,District #38
91911,Rach Gia,West,District #38
92008,Bac Lieu,West,District #38
92009,Ca Mau,West,District #38
92021,My Tho,West,District #38
92028,Rach Gia,West,District #38
92029,Bac Lieu,West,District #38
92054,My Tho,West,District #38
92069,Long Xuyen,West,District #38
92118,Rach Gia,West,District #38
92270,Pleiku,West,District #38
92274,Vinh Long,West,District #38
92277,Ho Chi Minh City,West,District #38
92307,Vung Tau,West,District #38
92324,Pleiku,West,District #38
92337,Vinh Long,West,District #38
92345,Tra Vinh,West,District #38
92354,Ho Chi Minh City,West,District #38
92374,Vung Tau,West,District #38
92407,Bien Hoa,West,District #38
92509,Ho Chi Minh City,West,District #38
92562,Da Lat,West,District #38
92590,Vung Tau,West,District #38
92592,Long Xuyen,West,District #38
92881,Pleiku,West,District #38
93306,Rach Gia,West,District #38
93308,Bac Lieu,West,District #38
93309,Bac Lieu,West,District #38
93312,Pleiku,West,District #38
93536,Pleiku,West,District #38
92243,Pleiku,West,District #39
90250,Vung Tau,West,District #37
90277,Vinh Long,West,District #37
90278,Soc Trang,West,District #37
90291,Soc Trang,West,District #37
90501,Soc Trang,West,District #37
90505,Soc Trang,West,District #37
90602,Ho Chi Minh City,West,District #37
90620,Ben Tre,West,District #37
90680,Bien Hoa,West,District #37
90703,Pleiku,West,District #37
90746,Da Lat,West,District #37
91205,Soc Trang,West,District #37
91301,Da Lat,West,District #37
91321,Can Tho,West,District #37
91343,Da Lat,West,District #37
91351,Can Tho,West,District #37
91352,Pleiku,West,District #37
91361,Vinh Long,West,District #37
91381,Ben Tre,West,District #37
91423,Ca Mau,West,District #37
91505,Ca Mau,West,District #37
91702,Bien Hoa,West,District #37
91724,Bac Lieu,West,District #37
91730,Vung Tau,West,District #37
91737,Tra Vinh,West,District #37
91745,Bien Hoa,West,District #37
91750,Can Tho,West,District #37
91763,Vung Tau,West,District #37
91776,Can Tho,West,District #37
91784,My Tho,West,District #37
91790,Ho Chi Minh City,West,District #37
92602,Vinh Long,West,District #37
92610,Vinh Long,West,District #37
92630,Ca Mau,West,District #37
92646,Bac Lieu,West,District #37
92647,Ben Tre,West,District #37
92656,Soc Trang,West,District #37
92660,Vinh Long,West,District #37
92675,Tra Vinh,West,District #37
92679,Vung Tau,West,District #37
92688,Long Xuyen,West,District #37
92692,Bien Hoa,West,District #37
92704,Long Xuyen,West,District #37
92705,Soc Trang,West,District #37
92821,Pleiku,West,District #37
92867,Tra Vinh,West,District #37
92886,Long Xuyen,West,District #37
93001,Buon Ma Thuot,West,District #37
93004,Can Tho,West,District #37
93012,Rach Gia,West,District #37
93015,Bien Hoa,West,District #37
93041,Da Lat,West,District #37
93063,Can Tho,West,District #37
93065,Tra Vinh,West,District #37
93108,Tra Vinh,West,District #37
93422,Vinh Long,West,District #37
93433,Can Tho,West,District #37
93436,Soc Trang,West,District #37
93460,Vinh Long,West,District #37
90023,Pleiku,West,District #37
90029,Tra Vinh,West,District #37
90077,Da Lat,West,District #37
90003,Rach Gia,West,District #37
85037,Pleiku,West,District #39
85040,Tra Vinh,West,District #39
85044,Da Lat,West,District #39
85050,Bac Lieu,West,District #39
85098,Buon Ma Thuot,West,District #39
85201,Tra Vinh,West,District #39
85213,Can Tho,West,District #39
85215,Soc Trang,West,District #39
85226,Long Xuyen,West,District #39
85249,Ho Chi Minh City,West,District #39
85303,My Tho,West,District #39
85383,My Tho,West,District #39
85650,Vung Tau,West,District #39
85747,Ho Chi Minh City,West,District #39
86001,Ca Mau,West,District #39
86326,Ben Tre,West,District #39
86403,Vung Tau,West,District #39
86406,Vinh Long,West,District #39
87047,Vung Tau,West,District #39
87048,Vinh Long,West,District #39
87102,Buon Ma Thuot,West,District #39
87106,Soc Trang,West,District #39
87112,Ho Chi Minh City,West,District #39
87114,Vung Tau,West,District #39
87122,Tra Vinh,West,District #39
87124,Buon Ma Thuot,West,District #39
87144,Ca Mau,West,District #39
87401,Ca Mau,West,District #39
87505,Pleiku,West,District #39
87508,Rach Gia,West,District #39
88007,Soc Trang,West,District #39
81301,Can Tho,West,District #39
81435,Buon Ma Thuot,West,District #39
89029,Tra Vinh,West,District #39
97009,Soc Trang,West,District #34
97016,Bien Hoa,West,District #34
97045,Vinh Long,West,District #34
97055,Bac Lieu,West,District #34
97124,Tra Vinh,West,District #34
97227,Rach Gia,West,District #34
97230,Da Lat,West,District #34
97267,Bac Lieu,West,District #34
97280,Ben Tre,West,District #34
97303,Can Tho,West,District #34
97304,My Tho,West,District #34
97330,Long Xuyen,West,District #34
97338,Vinh Long,West,District #34
97361,Bac Lieu,West,District #34
97365,Long Xuyen,West,District #34
97367,Vinh Long,West,District #34
97388,Pleiku,West,District #34
99504,Rach Gia,West,District #34
99508,Soc Trang,West,District #34
99516,Bac Lieu,West,District #34
99518,Tra Vinh,West,District #34
99520,Soc Trang,West,District #34
99523,Bien Hoa,West,District #34
99577,Rach Gia,West,District #34
99603,Buon Ma Thuot,West,District #34
99654,Ho Chi Minh City,West,District #34
99664,Soc Trang,West,District #34
99669,Vung Tau,West,District #34
99672,Ca Mau,West,District #34
99706,Long Xuyen,West,District #34
99709,Can Tho,West,District #34
99801,Pleiku,West,District #34
98005,Ho Chi Minh City,West,District #34
98006,Rach Gia,West,District #34
98021,Da Lat,West,District #34
98022,Da Lat,West,District #34
98026,Vinh Long,West,District #34
98032,Bac Lieu,West,District #34
98034,My Tho,West,District #34
98092,Soc Trang,West,District #34
98107,Ca Mau,West,District #34
98112,Bac Lieu,West,District #34
98121,Bac Lieu,West,District #34
98148,Ben Tre,West,District #34
98166,Long Xuyen,West,District #34
98198,Can Tho,West,District #34
98208,Buon Ma Thuot,West,District #34
98221,Vung Tau,West,District #34
98223,Da Lat,West,District #34
98226,Ho Chi Minh City,West,District #34
98236,Vinh Long,West,District #34
98245,Ho Chi Minh City,West,District #34
98274,Bac Lieu,West,District #34
98277,Tra Vinh,West,District #34
98290,Long Xuyen,West,District #34
98327,Ho Chi Minh City,West,District #34
98335,Ho Chi Minh City,West,District #34
98351,Buon Ma Thuot,West,District #34
98372,Pleiku,West,District #34
98387,My Tho,West,District #34
98390,Long Xuyen,West,District #34
98422,Vinh Long,West,District #34
98439,Long Xuyen,West,District #34
98512,Ca Mau,West,District #34
98513,Da Lat,West,District #34
98580,Ben Tre,West,District #34
98604,Buon Ma Thuot,West,District #34
98607,Ca Mau,West,District #34
98625,Rach Gia,West,District #34
98632,Ho Chi Minh City,West,District #34
98638,Soc Trang,West,District #34
98682,My Tho,West,District #34
98684,Ca Mau,West,District #34
97333,Ben Tre,West,District #35
97420,My Tho,West,District #35
97459,Ben Tre,West,District #35
97478,Ho Chi Minh City,West,District #35
97496,Ca Mau,West,District #35
97520,Da Lat,West,District #35
97526,Pleiku,West,District #35
89410,Ben Tre,West,District #35
89509,Ben Tre,West,District #35
89510,Pleiku,West,District #35
89706,Da Lat,West,District #35
84765,Rach Gia,West,District #38
89012,Rach Gia,West,District #38
89031,Ben Tre,West,District #38
89074,Soc Trang,West,District #38
89110,Ca Mau,West,District #38
89142,Vung Tau,West,District #38
89145,Bien Hoa,West,District #38
82414,Bac Lieu,West,District #33
97813,Tra Vinh,West,District #33
