order_id,ship_date,delivery_date,shipping_fee
1062,2012-07-13,2012-07-17,0.8
1063,2012-07-12,2012-07-17,0.11
1064,2012-07-11,2012-07-17,1.94
1065,2012-07-12,2012-07-16,2.91
1067,2012-07-12,2012-07-18,2.34
1070,2012-07-13,2012-07-20,0.35
1073,2012-07-16,2012-07-22,1.6
1074,2012-07-12,2012-07-17,0.84
1075,2012-07-15,2012-07-21,0.52
1076,2012-07-12,2012-07-17,0.5
1077,2012-07-11,2012-07-16,2.81
1078,2012-07-13,2012-07-18,0.22
1079,2012-07-14,2012-07-18,2.01
1081,2012-07-13,2012-07-15,2.59
1082,2012-07-13,2012-07-18,2.23
1084,2012-07-13,2012-07-17,1.76
1085,2012-07-13,2012-07-17,1.83
1087,2012-07-13,2012-07-17,2.65
1088,2012-07-14,2012-07-17,0.71
1091,2012-07-15,2012-07-18,2.24
1092,2012-07-15,2012-07-21,0.21
1093,2012-07-09,2012-07-14,1.27
1094,2012-07-15,2012-07-21,1.98
1096,2012-07-13,2012-07-15,29.03
1097,2012-07-14,2012-07-16,0.07
1098,2012-07-10,2012-07-12,1.69
1099,2012-07-12,2012-07-19,2.21
1101,2012-07-12,2012-07-19,2.79
1104,2012-07-15,2012-07-21,2.27
1107,2012-07-16,2012-07-20,0.65
1108,2012-07-10,2012-07-15,0.98
1110,2012-07-11,2012-07-17,2.35
1111,2012-07-14,2012-07-16,0.92
1113,2012-07-10,2012-07-16,1.01
1115,2012-07-10,2012-07-17,1.86
1119,2012-07-15,2012-07-21,1.61
1122,2012-07-13,2012-07-20,1.55
1125,2012-07-15,2012-07-18,1.53
1126,2012-07-12,2012-07-14,2.12
1127,2012-07-13,2012-07-17,0.86
1129,2012-07-15,2012-07-21,1.81
1132,2012-07-14,2012-07-17,2.41
1134,2012-07-09,2012-07-15,0.2
1135,2012-07-15,2012-07-18,2.55
1136,2012-07-13,2012-07-16,1.07
1138,2012-07-15,2012-07-18,1.52
1139,2012-07-10,2012-07-17,2.98
1140,2012-07-11,2012-07-16,1.0
1141,2012-07-14,2012-07-20,0.48
1142,2012-07-11,2012-07-15,1.4
1146,2012-07-12,2012-07-16,0.0
1147,2012-07-11,2012-07-13,0.07
1149,2012-07-16,2012-07-19,1.16
1150,2012-07-14,2012-07-20,1.65
1151,2012-07-15,2012-07-20,0.5
1153,2012-07-13,2012-07-20,0.17
1154,2012-07-15,2012-07-18,1.21
1155,2012-07-10,2012-07-16,0.12
1156,2012-07-13,2012-07-18,0.22
1158,2012-07-15,2012-07-18,27.07
1160,2012-07-09,2012-07-15,0.87
1164,2012-07-12,2012-07-15,0.78
1166,2012-07-14,2012-07-16,1.45
1168,2012-07-12,2012-07-16,31.11
1169,2012-07-11,2012-07-17,28.87
1170,2012-07-12,2012-07-15,2.54
1171,2012-07-13,2012-07-20,1.84
1172,2012-07-14,2012-07-20,26.88
1173,2012-07-11,2012-07-17,1.21
1174,2012-07-14,2012-07-17,1.42
1175,2012-07-15,2012-07-18,1.63
1176,2012-07-13,2012-07-15,1.89
1177,2012-07-13,2012-07-17,2.88
1181,2012-07-11,2012-07-15,2.99
1182,2012-07-12,2012-07-16,0.63
1183,2012-07-14,2012-07-21,1.56
1184,2012-07-14,2012-07-20,2.63
1185,2012-07-11,2012-07-17,0.88
1186,2012-07-16,2012-07-19,2.37
1188,2012-07-12,2012-07-16,1.27
1190,2012-07-12,2012-07-18,1.69
1191,2012-07-12,2012-07-14,1.84
1195,2012-07-12,2012-07-18,0.83
1197,2012-07-12,2012-07-16,2.18
1199,2012-07-11,2012-07-16,1.54
1200,2012-07-15,2012-07-20,1.12
1201,2012-07-15,2012-07-21,0.0
1202,2012-07-15,2012-07-20,1.77
1203,2012-07-11,2012-07-16,1.52
1204,2012-07-14,2012-07-21,2.54
1206,2012-07-12,2012-07-17,0.89
1208,2012-07-14,2012-07-19,0.39
1209,2012-07-12,2012-07-16,0.07
1211,2012-07-15,2012-07-19,2.02
1213,2012-07-13,2012-07-15,2.23
1214,2012-07-11,2012-07-16,0.69
1217,2012-07-10,2012-07-13,29.45
1218,2012-07-11,2012-07-15,2.16
1219,2012-07-15,2012-07-21,2.2
1221,2012-07-14,2012-07-18,1.27
1223,2012-07-14,2012-07-16,24.25
1224,2012-07-09,2012-07-11,2.93
1225,2012-07-11,2012-07-17,0.7
1226,2012-07-11,2012-07-14,25.28
1227,2012-07-12,2012-07-15,3.0
1228,2012-07-15,2012-07-19,2.15
1232,2012-07-11,2012-07-16,1.38
1233,2012-07-12,2012-07-14,3.0
1234,2012-07-13,2012-07-17,2.62
1235,2012-07-14,2012-07-17,23.76
1237,2012-07-15,2012-07-22,0.68
1238,2012-07-12,2012-07-18,1.32
1239,2012-07-13,2012-07-18,2.93
1241,2012-07-10,2012-07-12,0.2
1242,2012-07-13,2012-07-19,1.99
1243,2012-07-16,2012-07-21,2.13
1244,2012-07-15,2012-07-20,1.32
1246,2012-07-13,2012-07-15,1.04
1248,2012-07-10,2012-07-14,1.88
1251,2012-07-09,2012-07-13,2.38
1252,2012-07-13,2012-07-19,2.29
1253,2012-07-12,2012-07-14,1.48
1254,2012-07-12,2012-07-15,1.61
1256,2012-07-11,2012-07-17,0.83
1257,2012-07-13,2012-07-17,1.1
1258,2012-07-13,2012-07-16,1.53
1260,2012-07-12,2012-07-15,1.14
1262,2012-07-13,2012-07-17,1.49
1263,2012-07-10,2012-07-13,2.48
1264,2012-07-13,2012-07-18,1.35
1265,2012-07-13,2012-07-16,0.17
1266,2012-07-12,2012-07-14,0.59
1267,2012-07-14,2012-07-19,0.52
1268,2012-07-09,2012-07-16,1.52
1271,2012-07-12,2012-07-17,0.36
1272,2012-07-10,2012-07-17,0.49
1273,2012-07-13,2012-07-18,30.68
1274,2012-07-12,2012-07-15,1.09
1275,2012-07-12,2012-07-19,0.68
1276,2012-07-10,2012-07-16,1.65
1277,2012-07-14,2012-07-20,1.04
1278,2012-07-16,2012-07-20,2.53
1279,2012-07-10,2012-07-15,0.61
1280,2012-07-16,2012-07-18,1.45
1281,2012-07-11,2012-07-16,2.39
1283,2012-07-10,2012-07-13,2.21
1284,2012-07-11,2012-07-18,2.76
1285,2012-07-09,2012-07-16,1.03
1287,2012-07-16,2012-07-21,0.6
1288,2012-07-16,2012-07-22,0.12
1290,2012-07-14,2012-07-19,23.45
1291,2012-07-15,2012-07-19,1.0
1292,2012-07-14,2012-07-19,1.98
1293,2012-07-15,2012-07-18,1.33
1294,2012-07-15,2012-07-21,2.98
1297,2012-07-14,2012-07-16,0.97
1299,2012-07-16,2012-07-20,2.71
1301,2012-07-13,2012-07-19,2.75
1302,2012-07-16,2012-07-22,0.83
1303,2012-07-16,2012-07-20,27.58
1304,2012-07-11,2012-07-13,29.99
1305,2012-07-11,2012-07-18,1.9
1307,2012-07-13,2012-07-19,1.94
1308,2012-07-11,2012-07-15,2.26
1309,2012-07-14,2012-07-19,1.5
1312,2012-07-14,2012-07-21,2.65
1313,2012-07-13,2012-07-20,1.47
1314,2012-07-13,2012-07-17,0.76
1315,2012-07-14,2012-07-17,2.95
1316,2012-07-15,2012-07-19,2.06
1318,2012-07-12,2012-07-16,2.51
1320,2012-07-12,2012-07-16,2.63
1321,2012-07-14,2012-07-16,2.68
1323,2012-07-11,2012-07-16,2.95
1324,2012-07-14,2012-07-18,2.52
1325,2012-07-11,2012-07-14,2.73
1326,2012-07-14,2012-07-19,27.66
1327,2012-07-16,2012-07-21,2.44
1328,2012-07-12,2012-07-16,23.4
1329,2012-07-12,2012-07-17,1.71
1333,2012-07-14,2012-07-18,0.26
1334,2012-07-10,2012-07-13,2.11
1335,2012-07-12,2012-07-18,1.97
1337,2012-07-14,2012-07-18,0.91
1338,2012-07-13,2012-07-17,2.81
1339,2012-07-15,2012-07-19,1.78
1340,2012-07-12,2012-07-19,1.43
1341,2012-07-12,2012-07-18,1.84
1343,2012-07-14,2012-07-16,2.76
1345,2012-07-15,2012-07-19,0.73
1347,2012-07-11,2012-07-15,1.8
1348,2012-07-12,2012-07-16,1.4
1350,2012-07-13,2012-07-16,1.94
1352,2012-07-13,2012-07-17,0.15
1354,2012-07-14,2012-07-20,2.85
1355,2012-07-10,2012-07-16,2.7
1356,2012-07-12,2012-07-14,2.05
1357,2012-07-14,2012-07-19,0.43
1358,2012-07-10,2012-07-17,2.21
1359,2012-07-13,2012-07-17,1.92
1360,2012-07-11,2012-07-15,1.29
1361,2012-07-14,2012-07-19,24.56
1362,2012-07-15,2012-07-18,0.7
1364,2012-07-13,2012-07-17,0.25
1366,2012-07-13,2012-07-20,0.59
1368,2012-07-14,2012-07-20,1.67
1369,2012-07-16,2012-07-19,0.69
1371,2012-07-13,2012-07-16,0.95
1372,2012-07-15,2012-07-17,2.47
1373,2012-07-12,2012-07-19,0.47
1376,2012-07-10,2012-07-14,1.8
1378,2012-07-12,2012-07-14,1.91
1379,2012-07-16,2012-07-22,0.22
1380,2012-07-12,2012-07-16,2.06
1381,2012-07-15,2012-07-22,0.79
1383,2012-07-11,2012-07-16,2.22
1384,2012-07-15,2012-07-21,1.62
1385,2012-07-10,2012-07-12,0.53
1387,2012-07-15,2012-07-22,0.26
1388,2012-07-12,2012-07-15,2.45
1389,2012-07-12,2012-07-19,0.95
1391,2012-07-13,2012-07-19,1.4
1392,2012-07-12,2012-07-15,0.21
1395,2012-07-12,2012-07-18,1.41
1397,2012-07-12,2012-07-15,1.42
1398,2012-07-16,2012-07-20,0.13
1399,2012-07-11,2012-07-13,2.17
1400,2012-07-14,2012-07-20,2.84
1401,2012-07-11,2012-07-14,1.12
1402,2012-07-12,2012-07-17,0.12
1403,2012-07-15,2012-07-22,0.32
1404,2012-07-15,2012-07-22,0.15
1405,2012-07-13,2012-07-19,0.46
1406,2012-07-16,2012-07-23,1.85
1407,2012-07-11,2012-07-17,1.01
1408,2012-07-15,2012-07-17,0.92
1412,2012-07-15,2012-07-19,0.31
1416,2012-07-17,2012-07-20,0.56
1417,2012-07-10,2012-07-17,0.76
1419,2012-07-14,2012-07-18,24.23
1420,2012-07-12,2012-07-14,19.04
1422,2012-07-15,2012-07-19,25.16
1423,2012-07-12,2012-07-16,29.77
1424,2012-07-13,2012-07-18,2.53
1425,2012-07-11,2012-07-18,2.62
1426,2012-07-15,2012-07-22,0.79
1428,2012-07-14,2012-07-19,2.77
1429,2012-07-16,2012-07-23,1.42
1430,2012-07-15,2012-07-20,2.97
1431,2012-07-10,2012-07-14,1.82
1432,2012-07-14,2012-07-21,2.41
1433,2012-07-13,2012-07-18,2.58
1434,2012-07-11,2012-07-14,0.34
1435,2012-07-12,2012-07-19,0.92
1436,2012-07-14,2012-07-17,2.74
1437,2012-07-13,2012-07-19,0.71
1440,2012-07-12,2012-07-18,0.32
1441,2012-07-13,2012-07-20,0.79
1442,2012-07-12,2012-07-17,1.91
1445,2012-07-15,2012-07-17,2.72
1446,2012-07-16,2012-07-21,2.24
1447,2012-07-11,2012-07-16,2.53
1449,2012-07-13,2012-07-20,1.9
1450,2012-07-15,2012-07-17,1.72
1451,2012-07-14,2012-07-18,0.63
1454,2012-07-13,2012-07-19,1.85
1455,2012-07-12,2012-07-19,2.04
1456,2012-07-16,2012-07-23,2.82
1457,2012-07-14,2012-07-16,0.99
1459,2012-07-13,2012-07-15,0.82
1463,2012-07-10,2012-07-17,1.11
1464,2012-07-17,2012-07-22,1.87
1465,2012-07-14,2012-07-21,2.39
1469,2012-07-12,2012-07-14,0.44
1470,2012-07-13,2012-07-17,2.68
1471,2012-07-12,2012-07-19,0.21
1474,2012-07-15,2012-07-21,2.27
1476,2012-07-13,2012-07-16,2.16
1477,2012-07-12,2012-07-14,2.52
1478,2012-07-15,2012-07-18,0.31
1480,2012-07-15,2012-07-21,2.11
1481,2012-07-15,2012-07-17,0.94
1485,2012-07-16,2012-07-22,25.04
1487,2012-07-12,2012-07-14,0.32
1490,2012-07-16,2012-07-20,0.98
1492,2012-07-12,2012-07-15,2.0
1493,2012-07-11,2012-07-14,1.67
1494,2012-07-11,2012-07-15,0.12
1496,2012-07-14,2012-07-19,2.73
1497,2012-07-10,2012-07-14,1.32
1498,2012-07-14,2012-07-19,2.97
1499,2012-07-13,2012-07-15,0.58
1503,2012-07-14,2012-07-17,2.03
1504,2012-07-11,2012-07-16,2.96
1505,2012-07-15,2012-07-21,2.32
1507,2012-07-12,2012-07-17,31.28
1508,2012-07-11,2012-07-16,24.48
1510,2012-07-15,2012-07-21,0.65
1511,2012-07-14,2012-07-19,2.74
1512,2012-07-12,2012-07-14,2.22
1513,2012-07-11,2012-07-17,1.14
1514,2012-07-13,2012-07-16,1.71
1519,2012-07-13,2012-07-15,2.92
1520,2012-07-14,2012-07-21,2.94
1521,2012-07-11,2012-07-13,2.52
1522,2012-07-13,2012-07-18,29.12
1523,2012-07-14,2012-07-18,0.32
1524,2012-07-16,2012-07-21,0.97
1526,2012-07-15,2012-07-21,2.53
1527,2012-07-15,2012-07-19,1.59
1528,2012-07-14,2012-07-20,1.41
1530,2012-07-17,2012-07-21,1.86
1531,2012-07-12,2012-07-16,1.1
1532,2012-07-14,2012-07-21,2.85
1533,2012-07-12,2012-07-17,24.52
1534,2012-07-15,2012-07-18,2.73
1535,2012-07-15,2012-07-22,27.79
1536,2012-07-11,2012-07-16,2.75
1539,2012-07-10,2012-07-12,2.73
1541,2012-07-12,2012-07-19,0.0
1544,2012-07-15,2012-07-19,0.12
1547,2012-07-14,2012-07-18,0.96
1548,2012-07-15,2012-07-17,0.61
1549,2012-07-13,2012-07-16,2.36
1550,2012-07-17,2012-07-22,0.29
1552,2012-07-11,2012-07-16,30.84
1553,2012-07-11,2012-07-17,2.54
1554,2012-07-14,2012-07-19,1.99
1555,2012-07-14,2012-07-17,0.63
1557,2012-07-15,2012-07-20,0.58
1558,2012-07-13,2012-07-15,2.38
1559,2012-07-14,2012-07-21,0.21
1562,2012-07-14,2012-07-20,1.23
1563,2012-07-13,2012-07-17,1.68
1564,2012-07-15,2012-07-19,1.8
1565,2012-07-15,2012-07-21,26.38
1567,2012-07-14,2012-07-16,0.75
1568,2012-07-14,2012-07-18,1.46
1569,2012-07-14,2012-07-16,1.59
1571,2012-07-14,2012-07-20,2.94
1572,2012-07-14,2012-07-19,0.9
1573,2012-07-14,2012-07-21,0.22
1574,2012-07-15,2012-07-20,1.46
1575,2012-07-12,2012-07-19,2.23
1576,2012-07-12,2012-07-19,1.43
1578,2012-07-15,2012-07-18,0.24
1579,2012-07-15,2012-07-22,0.74
1580,2012-07-12,2012-07-15,2.43
1582,2012-07-11,2012-07-16,1.25
1583,2012-07-14,2012-07-18,1.72
1584,2012-07-13,2012-07-15,0.31
1585,2012-07-13,2012-07-20,0.04
1586,2012-07-12,2012-07-18,0.54
1587,2012-07-12,2012-07-19,1.67
1588,2012-07-12,2012-07-17,24.04
1589,2012-07-15,2012-07-22,2.69
1591,2012-07-13,2012-07-16,2.89
1592,2012-07-15,2012-07-22,0.21
1593,2012-07-14,2012-07-16,27.09
1594,2012-07-13,2012-07-18,27.66
1595,2012-07-10,2012-07-13,1.72
1596,2012-07-14,2012-07-20,1.66
1598,2012-07-13,2012-07-20,0.01
1600,2012-07-14,2012-07-21,28.52
1601,2012-07-13,2012-07-16,2.09
1603,2012-07-13,2012-07-18,1.51
1604,2012-07-10,2012-07-15,0.84
1605,2012-07-14,2012-07-17,1.41
1606,2012-07-14,2012-07-20,1.46
1608,2012-07-15,2012-07-20,1.7
1609,2012-07-15,2012-07-21,0.56
1610,2012-07-15,2012-07-22,2.09
1611,2012-07-12,2012-07-17,0.15
1613,2012-07-14,2012-07-20,1.68
1616,2012-07-10,2012-07-12,0.07
1617,2012-07-14,2012-07-19,0.6
1618,2012-07-12,2012-07-15,1.49
1620,2012-07-16,2012-07-21,0.82
1622,2012-07-11,2012-07-16,1.54
1623,2012-07-12,2012-07-15,0.14
1627,2012-07-11,2012-07-14,0.59
1628,2012-07-13,2012-07-16,1.51
1629,2012-07-11,2012-07-15,1.56
1630,2012-07-12,2012-07-14,1.66
1631,2012-07-11,2012-07-15,2.24
1632,2012-07-14,2012-07-21,1.57
1633,2012-07-13,2012-07-20,0.37
1634,2012-07-11,2012-07-17,0.09
1635,2012-07-14,2012-07-21,1.98
1636,2012-07-14,2012-07-16,1.02
1638,2012-07-17,2012-07-22,1.78
1639,2012-07-13,2012-07-15,0.63
1640,2012-07-10,2012-07-13,2.86
1641,2012-07-11,2012-07-13,2.26
1642,2012-07-16,2012-07-23,2.43
1643,2012-07-16,2012-07-19,2.25
1644,2012-07-16,2012-07-19,2.83
1646,2012-07-12,2012-07-14,0.38
1648,2012-07-15,2012-07-18,2.54
1651,2012-07-11,2012-07-18,1.79
1652,2012-07-17,2012-07-23,2.25
1653,2012-07-14,2012-07-20,2.04
1654,2012-07-14,2012-07-21,0.38
1656,2012-07-15,2012-07-20,0.39
1657,2012-07-14,2012-07-21,27.78
1658,2012-07-14,2012-07-21,0.6
1659,2012-07-15,2012-07-20,0.42
1660,2012-07-17,2012-07-22,2.31
1663,2012-07-13,2012-07-16,0.92
1664,2012-07-13,2012-07-15,3.0
1666,2012-07-14,2012-07-21,0.04
1667,2012-07-13,2012-07-17,1.84
1669,2012-07-15,2012-07-21,30.27
1670,2012-07-14,2012-07-18,20.66
1672,2012-07-14,2012-07-16,1.11
1673,2012-07-12,2012-07-16,0.61
1674,2012-07-13,2012-07-16,27.19
1677,2012-07-11,2012-07-18,0.43
1678,2012-07-13,2012-07-17,1.17
1679,2012-07-12,2012-07-19,1.75
1680,2012-07-12,2012-07-15,2.34
1681,2012-07-13,2012-07-16,1.97
1684,2012-07-12,2012-07-18,1.9
1686,2012-07-14,2012-07-17,1.91
1690,2012-07-14,2012-07-16,2.64
1693,2012-07-12,2012-07-18,2.55
1695,2012-07-15,2012-07-20,0.24
1696,2012-07-15,2012-07-21,2.95
1697,2012-07-11,2012-07-16,0.42
1699,2012-07-11,2012-07-15,0.2
1700,2012-07-17,2012-07-19,1.85
1701,2012-07-16,2012-07-22,2.78
1702,2012-07-14,2012-07-17,1.9
1703,2012-07-16,2012-07-21,2.04
1704,2012-07-16,2012-07-18,2.9
1705,2012-07-15,2012-07-18,1.69
1706,2012-07-17,2012-07-20,0.57
1709,2012-07-14,2012-07-19,23.06
1710,2012-07-17,2012-07-22,2.14
1711,2012-07-12,2012-07-15,27.38
1712,2012-07-11,2012-07-14,1.41
1713,2012-07-11,2012-07-15,1.2
1714,2012-07-12,2012-07-19,2.81
1715,2012-07-15,2012-07-20,1.92
1716,2012-07-14,2012-07-20,24.42
1717,2012-07-14,2012-07-17,0.95
1718,2012-07-11,2012-07-15,2.82
1719,2012-07-12,2012-07-16,1.36
1720,2012-07-15,2012-07-17,28.1
1722,2012-07-15,2012-07-20,1.02
1724,2012-07-18,2012-07-24,2.98
1725,2012-07-12,2012-07-17,2.71
1726,2012-07-13,2012-07-20,2.58
1727,2012-07-14,2012-07-17,1.85
1728,2012-07-16,2012-07-21,2.86
1729,2012-07-15,2012-07-18,1.45
1734,2012-07-18,2012-07-23,1.05
1735,2012-07-13,2012-07-16,2.76
1738,2012-07-15,2012-07-18,1.56
1740,2012-07-16,2012-07-23,25.07
1742,2012-07-16,2012-07-23,29.94
1743,2012-07-14,2012-07-19,2.98
1746,2012-07-13,2012-07-18,1.59
1747,2012-07-18,2012-07-23,1.02
1748,2012-07-12,2012-07-14,0.86
1751,2012-07-14,2012-07-19,1.19
1753,2012-07-15,2012-07-17,2.84
1756,2012-07-13,2012-07-19,1.96
1757,2012-07-16,2012-07-23,1.56
1758,2012-07-12,2012-07-15,1.61
1759,2012-07-14,2012-07-17,0.4
1760,2012-07-15,2012-07-20,0.79
1761,2012-07-16,2012-07-19,2.85
1762,2012-07-15,2012-07-20,31.96
1763,2012-07-14,2012-07-21,25.2
1764,2012-07-12,2012-07-16,2.05
1765,2012-07-14,2012-07-20,27.15
1766,2012-07-15,2012-07-21,0.23
1767,2012-07-13,2012-07-15,2.38
1769,2012-07-12,2012-07-15,1.68
1770,2012-07-14,2012-07-19,1.6
1771,2012-07-13,2012-07-15,1.76
1772,2012-07-13,2012-07-20,1.7
1774,2012-07-16,2012-07-21,2.53
1777,2012-07-18,2012-07-20,2.37
1780,2012-07-13,2012-07-20,1.78
1781,2012-07-16,2012-07-20,29.23
1783,2012-07-16,2012-07-21,2.25
1784,2012-07-15,2012-07-18,2.17
1785,2012-07-11,2012-07-17,0.55
1787,2012-07-15,2012-07-18,0.12
1789,2012-07-13,2012-07-20,0.44
1790,2012-07-11,2012-07-16,2.73
1791,2012-07-17,2012-07-22,31.53
1792,2012-07-13,2012-07-17,0.82
1793,2012-07-16,2012-07-20,0.36
1794,2012-07-15,2012-07-19,2.52
1795,2012-07-16,2012-07-23,1.56
1796,2012-07-16,2012-07-19,1.72
1797,2012-07-14,2012-07-20,1.15
1798,2012-07-15,2012-07-18,2.92
1799,2012-07-17,2012-07-24,30.22
1803,2012-07-13,2012-07-18,2.32
1804,2012-07-12,2012-07-16,2.18
1805,2012-07-16,2012-07-19,2.86
1806,2012-07-14,2012-07-18,0.75
1807,2012-07-12,2012-07-15,1.94
1808,2012-07-17,2012-07-21,0.01
1809,2012-07-16,2012-07-22,2.91
1811,2012-07-11,2012-07-13,0.76
1814,2012-07-14,2012-07-21,31.13
1815,2012-07-13,2012-07-15,0.48
1817,2012-07-13,2012-07-18,1.7
1818,2012-07-16,2012-07-18,1.8
1819,2012-07-14,2012-07-17,1.8
1821,2012-07-13,2012-07-20,1.11
1822,2012-07-13,2012-07-16,2.78
1823,2012-07-13,2012-07-18,24.38
1825,2012-07-17,2012-07-19,0.91
1826,2012-07-11,2012-07-16,1.89
1829,2012-07-16,2012-07-21,0.11
1830,2012-07-18,2012-07-20,25.76
1831,2012-07-15,2012-07-21,26.93
1832,2012-07-11,2012-07-15,28.01
1834,2012-07-12,2012-07-14,21.9
1835,2012-07-12,2012-07-18,24.78
1837,2012-07-17,2012-07-19,27.21
1838,2012-07-16,2012-07-22,2.36
1839,2012-07-17,2012-07-24,27.06
1840,2012-07-14,2012-07-19,0.18
1841,2012-07-15,2012-07-18,26.09
1842,2012-07-12,2012-07-16,1.2
1843,2012-07-14,2012-07-20,0.53
1846,2012-07-16,2012-07-23,1.44
1847,2012-07-12,2012-07-17,2.93
1848,2012-07-15,2012-07-19,1.83
1850,2012-07-14,2012-07-20,0.31
1851,2012-07-14,2012-07-17,0.57
1853,2012-07-18,2012-07-24,1.52
1854,2012-07-16,2012-07-19,0.18
1856,2012-07-13,2012-07-18,2.77
1858,2012-07-13,2012-07-17,0.98
1859,2012-07-13,2012-07-19,1.82
1860,2012-07-16,2012-07-18,24.65
1861,2012-07-14,2012-07-17,27.34
1862,2012-07-16,2012-07-20,1.73
1863,2012-07-16,2012-07-20,26.12
1864,2012-07-11,2012-07-17,2.42
1867,2012-07-14,2012-07-20,2.14
1868,2012-07-15,2012-07-21,2.01
1869,2012-07-12,2012-07-14,1.3
1870,2012-07-17,2012-07-19,2.53
1871,2012-07-15,2012-07-21,2.32
1872,2012-07-16,2012-07-22,1.55
1873,2012-07-12,2012-07-15,1.74
1874,2012-07-14,2012-07-17,1.42
1875,2012-07-13,2012-07-20,1.43
1877,2012-07-12,2012-07-16,2.84
1879,2012-07-17,2012-07-24,29.22
1880,2012-07-17,2012-07-19,1.66
1881,2012-07-17,2012-07-19,0.82
1882,2012-07-13,2012-07-19,0.19
1883,2012-07-15,2012-07-21,1.99
1885,2012-07-12,2012-07-15,1.46
1887,2012-07-18,2012-07-22,0.82
1890,2012-07-18,2012-07-25,31.44
1891,2012-07-12,2012-07-14,0.2
1892,2012-07-17,2012-07-24,2.89
1893,2012-07-11,2012-07-14,2.17
1894,2012-07-12,2012-07-19,2.88
1897,2012-07-13,2012-07-16,0.3
1899,2012-07-15,2012-07-20,2.92
1900,2012-07-12,2012-07-19,30.25
1902,2012-07-14,2012-07-16,2.99
1903,2012-07-16,2012-07-21,2.81
1904,2012-07-17,2012-07-21,23.18
1907,2012-07-13,2012-07-20,30.26
1909,2012-07-12,2012-07-17,1.75
1910,2012-07-14,2012-07-17,2.35
1911,2012-07-14,2012-07-21,1.97
1912,2012-07-12,2012-07-15,29.95
1913,2012-07-18,2012-07-24,0.23
1914,2012-07-14,2012-07-16,1.21
1915,2012-07-12,2012-07-14,0.73
1917,2012-07-15,2012-07-18,1.9
1918,2012-07-14,2012-07-19,2.3
1919,2012-07-15,2012-07-22,1.72
1920,2012-07-13,2012-07-20,2.64
1921,2012-07-12,2012-07-15,2.34
1923,2012-07-17,2012-07-23,0.27
1924,2012-07-11,2012-07-18,2.74
1926,2012-07-17,2012-07-19,2.59
1927,2012-07-17,2012-07-19,2.32
1929,2012-07-12,2012-07-15,1.45
1930,2012-07-17,2012-07-22,0.02
1931,2012-07-16,2012-07-21,26.77
1934,2012-07-14,2012-07-21,2.79
1935,2012-07-16,2012-07-18,0.01
1936,2012-07-13,2012-07-17,0.88
1937,2012-07-12,2012-07-18,0.58
1939,2012-07-14,2012-07-17,1.99
1942,2012-07-16,2012-07-18,1.05
1945,2012-07-15,2012-07-17,1.7
1950,2012-07-15,2012-07-20,31.5
1953,2012-07-11,2012-07-15,0.02
1955,2012-07-16,2012-07-23,2.14
1957,2012-07-16,2012-07-19,2.1
1958,2012-07-17,2012-07-21,1.54
1964,2012-07-17,2012-07-21,2.43
1965,2012-07-15,2012-07-19,0.17
1966,2012-07-18,2012-07-24,1.23
1967,2012-07-11,2012-07-13,1.29
1968,2012-07-14,2012-07-19,2.44
1969,2012-07-16,2012-07-18,2.62
1970,2012-07-12,2012-07-17,1.44
1971,2012-07-14,2012-07-17,1.17
1972,2012-07-13,2012-07-19,2.99
1973,2012-07-16,2012-07-18,0.6
1975,2012-07-14,2012-07-19,0.29
1976,2012-07-14,2012-07-21,2.28
1977,2012-07-14,2012-07-17,0.16
1979,2012-07-12,2012-07-17,25.97
1980,2012-07-11,2012-07-16,1.78
1981,2012-07-15,2012-07-19,1.0
1983,2012-07-14,2012-07-20,2.95
1984,2012-07-15,2012-07-17,0.69
1985,2012-07-15,2012-07-17,0.98
1991,2012-07-14,2012-07-20,1.54
1992,2012-07-14,2012-07-17,1.14
1993,2012-07-12,2012-07-18,2.93
1995,2012-07-14,2012-07-17,2.81
1997,2012-07-16,2012-07-21,0.26
1999,2012-07-18,2012-07-23,0.16
2000,2012-07-15,2012-07-22,1.69
2001,2012-07-15,2012-07-20,29.92
2002,2012-07-13,2012-07-20,29.37
2004,2012-07-16,2012-07-23,25.53
2006,2012-07-15,2012-07-22,1.74
2007,2012-07-16,2012-07-21,0.3
2009,2012-07-15,2012-07-18,0.5
2010,2012-07-15,2012-07-19,2.99
2012,2012-07-15,2012-07-20,0.95
2013,2012-07-17,2012-07-21,0.98
2014,2012-07-13,2012-07-17,23.82
2015,2012-07-15,2012-07-18,2.3
2018,2012-07-14,2012-07-19,29.07
2019,2012-07-13,2012-07-17,1.41
2020,2012-07-16,2012-07-21,0.15
2022,2012-07-16,2012-07-22,2.85
2023,2012-07-13,2012-07-15,0.71
2024,2012-07-15,2012-07-19,2.28
2025,2012-07-16,2012-07-19,23.52
2027,2012-07-11,2012-07-17,29.53
2028,2012-07-15,2012-07-18,24.1
2029,2012-07-14,2012-07-16,0.43
2031,2012-07-13,2012-07-15,2.89
2035,2012-07-12,2012-07-16,0.58
2036,2012-07-16,2012-07-20,2.9
2041,2012-07-16,2012-07-22,0.47
2042,2012-07-15,2012-07-22,0.3
2043,2012-07-15,2012-07-19,0.53
2045,2012-07-16,2012-07-23,0.75
2046,2012-07-13,2012-07-18,0.79
2048,2012-07-14,2012-07-16,0.66
2049,2012-07-17,2012-07-20,1.01
