order_id,payment_method,payment_value,installments
1322,credit_card,27657.0,1
1323,credit_card,29809.04,12
1324,cod,23494.5,1
1325,credit_card,30859.44,6
1326,paypal,3463.75,3
1327,credit_card,7821.63,3
1328,credit_card,4297.98,3
1329,apple_pay,23264.78,6
1333,credit_card,26530.8,12
1334,credit_card,15586.76,3
1335,credit_card,60408.32,3
1337,apple_pay,7002.8,1
1338,cod,62705.04,1
1339,credit_card,26835.84,12
1340,credit_card,5753.75,3
1341,credit_card,24549.84,1
1343,credit_card,73495.8,6
1345,credit_card,42228.06,3
1346,apple_pay,69876.24,6
1347,credit_card,30843.36,1
1348,bank_transfer,15807.4,3
1349,credit_card,7576.98,1
1350,cod,36638.14,1
1351,cod,3840.07,1
1352,cod,8673.28,1
1354,credit_card,36682.16,1
1355,apple_pay,33447.12,3
1356,credit_card,11351.35,6
1357,credit_card,17690.52,3
1358,cod,9585.5,1
1359,credit_card,11718.96,1
1360,credit_card,13747.84,12
1361,paypal,1584.3,3
1362,credit_card,8300.7,12
1364,apple_pay,6720.56,6
1366,cod,33566.34,1
1368,apple_pay,15203.56,6
1369,credit_card,29762.04,3
1371,credit_card,15669.21,3
1372,paypal,27665.34,3
1373,cod,43914.92,1
1376,paypal,10647.11,12
1378,cod,5960.67,1
1379,cod,11568.99,1
1380,credit_card,7366.88,1
1381,credit_card,29948.64,6
1383,credit_card,42501.0,6
1384,credit_card,64096.35,6
1385,cod,19365.6,1
1387,credit_card,10990.42,3
1388,credit_card,10727.57,1
1389,credit_card,68288.1,12
1391,paypal,21692.8,6
1392,credit_card,15192.84,1
1395,apple_pay,48878.35,6
1396,apple_pay,31804.56,12
1397,credit_card,23811.5,3
1398,credit_card,37149.98,1
1399,credit_card,7513.88,1
1400,credit_card,13875.54,1
1401,credit_card,12520.48,1
1402,apple_pay,6371.48,12
1403,credit_card,31605.76,1
1404,paypal,18327.28,3
1405,credit_card,35108.9,12
1406,credit_card,35316.68,1
1407,credit_card,56506.1,3
1408,paypal,6986.99,3
1409,credit_card,12148.68,1
1410,apple_pay,10390.87,6
1411,credit_card,5813.56,3
1412,credit_card,11577.63,12
1414,credit_card,49456.33,1
1415,credit_card,13588.95,1
1416,credit_card,36852.48,3
1417,credit_card,45814.58,6
1419,bank_transfer,2133.57,6
1420,credit_card,699.77,3
1422,credit_card,2788.52,3
1423,apple_pay,3514.0,1
1424,credit_card,41633.04,3
1425,credit_card,12027.6,3
1426,credit_card,20116.68,1
1427,credit_card,4147.24,1
1428,credit_card,22906.1,1
1429,credit_card,11375.96,6
1430,credit_card,11122.83,1
1431,paypal,18481.9,1
1432,credit_card,12909.14,6
1433,credit_card,14951.48,3
1434,credit_card,61466.08,1
1435,paypal,7770.3,1
1436,credit_card,11146.68,3
1437,paypal,19057.22,12
1440,credit_card,55578.35,3
1441,paypal,9917.35,1
1442,apple_pay,39903.92,3
1445,credit_card,30301.8,6
1446,credit_card,32024.91,3
1447,credit_card,8039.66,1
1449,credit_card,27010.55,3
1450,credit_card,23460.08,1
1451,credit_card,52587.45,1
1454,credit_card,14749.87,12
1455,cod,36952.37,1
1456,credit_card,7946.88,1
1457,cod,34094.32,1
1459,credit_card,21658.4,6
1460,paypal,21350.92,1
1463,credit_card,88071.68,1
1464,credit_card,25196.58,3
1465,cod,9944.37,1
1466,credit_card,44684.4,3
1469,credit_card,14926.64,1
1470,cod,5887.2,1
1471,paypal,5893.35,1
1474,bank_transfer,11394.21,1
1476,credit_card,58065.36,3
1477,credit_card,32172.63,1
1478,cod,15935.15,1
1480,paypal,30479.85,1
1481,paypal,58209.36,1
1485,credit_card,3828.32,3
1487,credit_card,13201.5,3
1489,apple_pay,20855.64,3
1490,credit_card,41299.2,1
1492,paypal,11450.88,3
1493,credit_card,35083.65,6
1494,credit_card,6266.5,3
1496,credit_card,20384.7,1
1497,apple_pay,6813.62,1
1498,apple_pay,78443.96,3
1499,credit_card,19068.98,1
1503,paypal,64180.45,3
1504,cod,5557.2,1
1505,credit_card,5775.84,3
1507,credit_card,3612.24,1
1508,credit_card,4459.72,1
1509,credit_card,8001.72,1
1510,apple_pay,10181.1,6
1511,bank_transfer,57251.4,1
1512,credit_card,68767.0,12
1513,credit_card,11506.68,3
1514,credit_card,58480.2,1
1517,apple_pay,2047.9,1
1519,credit_card,16106.58,12
1520,credit_card,35808.75,1
1521,apple_pay,79506.75,1
1522,credit_card,3627.15,3
1523,cod,32275.84,1
1524,paypal,8168.86,12
1526,credit_card,74648.0,3
1527,credit_card,33918.69,6
1528,paypal,63486.24,12
1530,credit_card,10103.1,1
1531,credit_card,9785.6,3
1532,credit_card,8167.6,6
1533,paypal,4655.72,1
1534,credit_card,88633.84,6
1535,paypal,4706.56,12
1536,credit_card,21468.18,3
1539,paypal,10946.12,1
1541,apple_pay,17325.73,1
1542,credit_card,4088.48,1
1543,paypal,13308.32,6
1544,paypal,22974.77,1
1545,paypal,4090.5,6
1547,credit_card,139331.78,1
1548,credit_card,9415.58,3
1549,credit_card,35212.24,3
1550,cod,32552.16,1
1551,credit_card,8140.8,1
1552,credit_card,4252.8,12
1553,credit_card,58044.0,1
1554,apple_pay,23171.56,12
1555,cod,88920.86,1
1557,paypal,27968.9,3
1558,paypal,18092.08,3
1559,credit_card,43493.44,3
1561,credit_card,19239.75,3
1562,credit_card,9633.2,12
1563,paypal,55148.75,3
1564,cod,33971.76,1
1565,apple_pay,3886.11,6
1567,paypal,15290.68,1
1568,bank_transfer,24131.42,6
1569,cod,95053.7,1
1571,credit_card,14291.21,3
1572,cod,11368.5,1
1573,credit_card,68290.39,6
1574,cod,79881.28,1
1575,credit_card,8114.2,3
1576,credit_card,94105.97,6
1578,cod,40361.0,1
1579,credit_card,34534.3,1
1580,paypal,40362.92,1
1581,cod,58896.6,1
1582,cod,16887.12,1
1583,paypal,11002.57,1
1584,credit_card,26358.72,1
1585,credit_card,60388.32,3
1586,cod,7187.62,1
1587,credit_card,49656.8,3
1588,credit_card,3759.82,3
1589,credit_card,41657.2,6
1591,credit_card,102756.57,6
1592,credit_card,56035.3,3
1593,apple_pay,1401.1,6
1594,paypal,4850.79,3
1595,cod,24266.92,1
1596,credit_card,19893.6,12
1598,credit_card,23741.28,3
1599,cod,4264.98,1
1600,credit_card,1409.1,3
1601,paypal,15904.56,1
1603,credit_card,36922.5,3
1604,cod,20851.32,1
1605,credit_card,75598.86,12
1606,credit_card,20261.16,1
1608,credit_card,9436.48,3
1609,apple_pay,26030.76,3
1610,paypal,32843.76,12
1611,paypal,56316.64,3
1612,bank_transfer,53190.48,6
1613,paypal,84100.66,3
1615,cod,7813.33,1
1616,credit_card,10241.94,12
1617,paypal,14407.55,3
1618,credit_card,19781.37,6
1619,paypal,13049.09,3
1620,credit_card,14230.81,3
1622,credit_card,22200.52,6
1623,paypal,18413.34,1
1625,credit_card,32490.0,1
1626,apple_pay,25119.14,3
1627,paypal,35174.64,6
1628,credit_card,41304.88,3
1629,credit_card,17582.91,12
1630,cod,31960.75,1
1631,credit_card,22556.46,6
1632,apple_pay,11489.85,3
1633,credit_card,15237.56,3
1634,credit_card,20507.19,1
1635,paypal,11841.96,12
1636,bank_transfer,21103.17,6
1638,credit_card,28795.47,1
1639,paypal,15323.92,3
1640,credit_card,73249.61,3
1641,credit_card,10988.25,1
1642,cod,23626.25,1
1643,credit_card,13640.76,1
1644,paypal,6081.06,3
1646,credit_card,13427.89,3
1647,credit_card,22794.78,3
1648,apple_pay,25643.87,1
1651,credit_card,61578.9,6
1652,credit_card,24966.53,6
1653,credit_card,24201.17,3
1654,credit_card,16565.16,3
1656,credit_card,11130.08,6
1657,credit_card,2631.11,12
1658,paypal,8219.45,6
1659,credit_card,30744.72,6
1660,cod,40691.64,1
1663,apple_pay,12788.05,6
1664,apple_pay,8270.08,6
1665,cod,9259.07,1
1666,credit_card,32399.84,3
1667,paypal,12701.84,3
1668,cod,5529.04,1
1669,credit_card,2051.37,6
1670,paypal,709.11,1
1672,paypal,33501.0,1
1673,credit_card,12259.56,3
1674,bank_transfer,2728.23,1
1675,apple_pay,1758.9,3
1676,paypal,36566.52,6
1677,paypal,79058.0,1
1678,credit_card,11061.56,1
1679,credit_card,24525.88,6
1680,apple_pay,22915.98,3
1681,bank_transfer,13470.9,6
1682,credit_card,12282.16,1
1684,credit_card,24122.16,3
1686,credit_card,39106.8,6
1689,paypal,12679.71,12
1690,credit_card,37306.43,1
1691,credit_card,26953.85,6
1693,apple_pay,30198.98,1
1695,credit_card,44088.28,12
1696,credit_card,20240.56,3
1697,credit_card,55028.45,3
1699,credit_card,18882.6,12
1700,credit_card,20231.8,6
1701,credit_card,50431.52,1
1702,credit_card,5377.15,3
1703,cod,88192.96,1
1704,credit_card,42611.24,1
1705,credit_card,22295.34,6
1706,credit_card,21840.24,3
1709,paypal,1153.45,3
1710,cod,8013.84,1
1711,credit_card,3952.08,6
1712,bank_transfer,22416.24,6
1713,credit_card,52656.2,3
1714,bank_transfer,6946.86,1
1715,cod,25372.68,1
1716,bank_transfer,4204.16,3
1717,credit_card,50798.05,1
1718,credit_card,55146.7,1
1719,credit_card,9247.5,12
1720,credit_card,2356.9,12
1722,paypal,43999.76,1
1724,credit_card,28848.63,1
1725,credit_card,12652.32,1
1726,credit_card,67339.02,3
1727,credit_card,8218.91,3
1728,paypal,9332.24,1
1729,credit_card,31221.66,6
1730,apple_pay,5364.72,12
1731,credit_card,1371.92,1
1732,paypal,28246.15,1
1734,credit_card,43724.76,6
1735,cod,19161.3,1
1738,credit_card,12237.88,1
1740,credit_card,4869.34,3
1742,credit_card,3278.32,6
1743,cod,26637.52,1
1744,paypal,13395.0,1
1746,credit_card,21887.58,1
1747,cod,17606.86,1
1748,bank_transfer,38171.8,3
1751,apple_pay,40390.28,3
1753,bank_transfer,5179.32,1
1756,paypal,9394.12,3
1757,credit_card,10687.27,6
1758,credit_card,23219.64,1
1759,credit_card,10815.98,3
1760,paypal,26182.56,6
1761,cod,13309.44,1
1762,credit_card,3767.85,3
1763,apple_pay,4433.16,6
1764,credit_card,24408.84,1
1765,apple_pay,3802.59,6
1766,credit_card,132503.6,1
1767,credit_card,20485.5,3
1769,credit_card,22526.19,3
1770,paypal,9201.12,3
1771,apple_pay,33212.0,3
1772,cod,44885.84,1
1774,apple_pay,17710.8,1
1777,paypal,31982.24,1
1778,bank_transfer,23268.21,6
1780,paypal,17442.96,6
1781,credit_card,2853.53,1
1783,apple_pay,33625.74,1
1784,credit_card,11255.4,3
1785,cod,43172.56,1
1787,cod,55585.0,1
1789,bank_transfer,25167.12,3
1790,credit_card,22876.68,1
1791,credit_card,3939.75,6
1792,paypal,14999.24,1
1793,credit_card,67659.42,3
1794,credit_card,53106.9,6
1795,paypal,39396.76,6
1796,credit_card,20494.65,3
1797,credit_card,55249.8,3
1798,paypal,55927.4,1
1799,credit_card,1161.31,3
1800,cod,42625.03,1
1802,credit_card,7302.94,3
1803,bank_transfer,11379.59,3
1804,credit_card,24842.9,3
1805,credit_card,16118.72,6
1806,apple_pay,9471.69,3
1807,credit_card,41013.44,1
1808,credit_card,42303.52,6
1809,apple_pay,7907.3,6
1811,apple_pay,23032.6,3
1812,apple_pay,18408.07,3
1813,credit_card,37916.37,3
1814,credit_card,4082.03,3
1815,credit_card,19420.06,6
1817,apple_pay,9272.5,1
1818,credit_card,74688.42,1
1819,apple_pay,15881.08,3
1821,paypal,5790.92,3
1822,credit_card,91731.29,3
1823,credit_card,1609.45,6
1824,apple_pay,3139.34,3
1825,cod,41932.8,1
1826,credit_card,19688.64,1
1827,paypal,5818.18,1
1829,paypal,19817.16,12
1830,cod,3257.31,1
1831,apple_pay,1094.22,3
1832,credit_card,2661.99,6
1834,credit_card,710.01,1
1835,credit_card,2849.16,3
1837,paypal,2640.9,1
1838,credit_card,64755.25,1
1839,credit_card,4852.55,3
1840,credit_card,10774.88,6
1841,apple_pay,3333.21,3
1842,paypal,14990.72,1
1843,bank_transfer,37917.28,12
1846,apple_pay,11017.7,3
1847,credit_card,5562.25,3
1848,apple_pay,26453.37,12
1850,credit_card,35435.45,1
1851,credit_card,32922.24,1
1853,credit_card,11215.86,6
1854,paypal,11756.76,1
1856,paypal,8839.6,1
1858,credit_card,11458.59,1
1859,cod,5492.96,1
1860,credit_card,2886.44,3
1861,credit_card,1913.49,3
1862,cod,39509.54,1
1863,cod,4286.12,1
1864,paypal,43584.16,3
1866,apple_pay,36424.99,6
1867,cod,32480.25,1
1868,credit_card,113335.84,12
1869,credit_card,48054.1,3
1870,credit_card,69849.58,12
1871,credit_card,33505.86,1
1872,cod,9440.08,1
1873,credit_card,23475.9,3
1874,credit_card,34124.65,1
1875,bank_transfer,19440.4,1
1877,credit_card,22869.54,1
1878,cod,7407.47,1
1879,credit_card,4002.03,3
1880,credit_card,6583.6,6
1881,paypal,29101.56,3
1882,credit_card,37094.32,1
1883,credit_card,21803.38,3
1884,cod,25944.05,1
1885,apple_pay,9265.82,3
1886,cod,10819.19,1
1887,credit_card,13637.24,6
1888,credit_card,27970.95,6
1890,credit_card,3552.16,3
1891,credit_card,8014.0,3
1892,paypal,31550.96,1
1893,paypal,6565.93,1
1894,credit_card,7961.84,12
1896,credit_card,13711.98,6
1897,credit_card,67707.12,1
1899,credit_card,30575.6,1
1900,credit_card,4460.58,6
1902,credit_card,16157.34,3
1903,credit_card,20174.24,3
1904,credit_card,4789.8,3
1905,credit_card,3655.5,3
1907,apple_pay,4651.88,6
1909,paypal,13367.34,1
1910,bank_transfer,11202.96,6
1911,cod,11174.91,1
1912,bank_transfer,4798.99,6
1913,credit_card,6295.84,3
1914,cod,17413.6,1
1915,credit_card,22784.62,3
1917,credit_card,6711.48,1
1918,credit_card,40289.6,1
1919,paypal,11094.65,1
1920,credit_card,30662.88,3
1921,paypal,65360.28,3
1923,cod,48647.94,1
1924,apple_pay,18530.6,3
1926,cod,29628.45,1
1927,credit_card,8371.21,1
1929,credit_card,26171.46,1
1930,credit_card,5571.44,6
1931,cod,4158.12,1
1932,credit_card,2777.76,1
1934,cod,9226.9,1
1935,credit_card,7862.88,6
1936,credit_card,9030.24,3
1937,paypal,36522.64,6
1938,cod,3355.08,1
1939,credit_card,26331.7,1
1942,credit_card,10944.28,1
1945,credit_card,19027.9,1
1950,cod,4669.08,1
1951,credit_card,19701.06,3
1953,credit_card,9698.16,1
1955,credit_card,14841.56,12
1957,cod,15114.56,1
1958,credit_card,18148.2,1
1964,credit_card,90652.64,1
1965,credit_card,7737.16,1
1966,credit_card,15809.07,1
1967,credit_card,29647.53,3
1968,apple_pay,42313.6,3
1969,bank_transfer,21199.04,1
1970,cod,12432.08,1
1971,cod,8154.44,1
1972,credit_card,24609.56,3
1973,credit_card,13691.36,1
1974,credit_card,2667.82,1
1975,paypal,6738.85,1
1976,apple_pay,32608.98,3
1977,credit_card,11653.36,1
1978,cod,3429.15,1
1979,credit_card,2135.97,3
1980,credit_card,18980.5,3
1981,cod,36555.96,1
1983,credit_card,5373.24,3
1984,credit_card,7166.25,3
1985,cod,42278.7,1
1991,credit_card,53043.6,3
1992,credit_card,86111.36,6
1993,paypal,20649.83,1
1995,credit_card,43402.28,1
1997,cod,5362.84,1
1999,cod,38872.44,1
2000,cod,19918.02,1
2001,paypal,1132.52,3
2002,credit_card,1440.66,12
2004,paypal,4010.28,1
2005,paypal,7886.52,1
2006,paypal,11987.8,6
2007,credit_card,19192.15,1
2009,cod,78457.61,1
2010,credit_card,21507.28,6
2012,credit_card,29015.3,6
2013,credit_card,30363.34,3
2014,cod,4258.24,1
2015,credit_card,14861.1,12
2017,credit_card,25762.73,1
2018,paypal,3892.18,3
2019,credit_card,17225.97,3
2020,apple_pay,9316.7,6
2022,cod,62762.94,1
2023,cod,9922.85,1
2024,cod,7226.54,1
2025,credit_card,3787.54,6
2026,apple_pay,30812.88,3
2027,credit_card,2777.04,1
2028,apple_pay,687.12,1
2029,credit_card,51031.95,12
2031,credit_card,73134.74,3
2032,credit_card,55666.05,3
2033,apple_pay,12463.14,3
2034,credit_card,31647.52,1
2035,apple_pay,22660.14,1
2036,credit_card,36143.28,3
2041,credit_card,24545.19,3
2042,credit_card,71060.57,3
2043,credit_card,5174.38,3
2045,bank_transfer,7155.2,3
2046,credit_card,5266.2,3
2048,credit_card,26649.85,3
2049,credit_card,35405.3,3
2050,cod,34138.26,1
2051,credit_card,14776.96,3
2052,paypal,25043.05,1
2053,credit_card,8308.3,3
2055,credit_card,3458.94,6
2056,credit_card,1190.83,6
2057,paypal,5716.65,6
2059,credit_card,30988.0,3
2062,paypal,22027.84,3
2063,apple_pay,11324.25,1
2064,cod,42828.36,1
2065,credit_card,9660.5,3
2066,credit_card,15698.18,3
2068,credit_card,44882.25,3
2069,paypal,29841.2,3
2070,apple_pay,42712.39,3
2072,credit_card,12214.7,6
2073,credit_card,77836.43,6
2074,cod,5002.48,1
2075,credit_card,721.22,3
2076,credit_card,4466.56,1
2078,credit_card,19937.4,3
2080,cod,46525.99,1
2081,credit_card,31191.76,6
2083,credit_card,24578.6,3
2084,credit_card,9637.29,12
2087,credit_card,11760.12,3
2088,credit_card,1126.57,1
2089,paypal,9301.04,3
2092,credit_card,23921.96,6
2097,credit_card,2256.7,6
2098,apple_pay,35621.5,3
2099,credit_card,20507.34,3
2101,credit_card,12361.71,12
2102,credit_card,6291.81,1
2104,credit_card,7233.6,6
2105,apple_pay,3283.3,12
2106,cod,20009.16,1
2107,credit_card,26869.64,3
2108,bank_transfer,38028.54,1
2110,cod,21300.48,1
2111,cod,23293.72,1
2112,apple_pay,62749.44,1
2114,credit_card,38549.88,1
2115,credit_card,37439.73,3
2116,credit_card,3826.64,3
2118,credit_card,1618.78,1
2119,credit_card,1627.92,12
2121,credit_card,51535.36,1
2122,credit_card,3929.69,3
2123,credit_card,55501.88,1
2125,paypal,17288.96,1
2127,credit_card,56846.95,6
2128,credit_card,23225.1,3
2129,apple_pay,2826.01,1
2130,credit_card,79878.96,3
2132,credit_card,26871.25,3
2133,credit_card,20277.52,12
2134,bank_transfer,21366.04,12
2135,bank_transfer,14540.61,1
2136,paypal,6809.82,3
2137,credit_card,15524.72,3
2138,paypal,15738.5,1
2141,credit_card,85449.24,12
2142,credit_card,89153.89,3
2143,credit_card,9630.24,3
2144,credit_card,9728.2,12
2145,credit_card,42630.8,3
2146,apple_pay,48788.58,3
2147,paypal,4031.5,6
2149,credit_card,2461.05,3
2150,paypal,11400.72,3
2151,cod,33428.78,1
2153,cod,38333.88,1
2154,apple_pay,24322.14,6
2155,credit_card,11936.16,6
2157,cod,12646.77,1
2160,credit_card,7770.23,12
2162,paypal,89719.42,3
2163,apple_pay,26236.42,3
2164,credit_card,19298.85,3
2165,credit_card,18756.75,3
2166,credit_card,5765.55,3
2167,cod,44474.68,1
2168,credit_card,88777.78,1
2169,credit_card,6841.36,1
2170,cod,60688.4,1
2172,apple_pay,83068.3,3
2173,apple_pay,36382.2,6
2174,credit_card,78351.44,3
2175,credit_card,6093.89,3
2176,cod,80308.68,1
2177,credit_card,88075.61,3
2178,credit_card,59356.68,3
2179,credit_card,11055.5,12
2180,credit_card,28385.46,3
2182,credit_card,69264.09,3
2183,paypal,42753.95,1
2184,cod,11111.31,1
2185,paypal,3991.13,3
2186,credit_card,2073.32,6
2188,cod,54514.2,1
2189,credit_card,11149.82,3
2190,apple_pay,1178.58,3
2191,credit_card,75697.5,1
2192,apple_pay,34997.2,3
2193,credit_card,38401.68,1
2194,cod,32795.58,1
2195,credit_card,6875.45,1
2196,paypal,44136.84,12
2197,credit_card,10678.83,3
2198,paypal,13709.12,3
2199,credit_card,12040.5,3
2200,credit_card,7386.24,6
2201,credit_card,35409.84,12
2202,paypal,10164.03,1
2203,credit_card,2090.02,1
2204,apple_pay,7924.38,6
2205,credit_card,64131.85,6
2206,apple_pay,30455.1,1
2207,bank_transfer,107614.88,1
2208,credit_card,18346.77,3
2209,credit_card,10980.1,1
2210,cod,9618.16,1
2213,paypal,4532.9,1
2214,credit_card,11086.72,12
2215,credit_card,2905.4,3
2216,apple_pay,7340.5,3
2217,credit_card,58774.68,3
2220,credit_card,23445.04,1
2221,bank_transfer,9073.68,3
2223,credit_card,50225.08,1
2224,credit_card,6976.68,1
2226,credit_card,10840.16,1
2227,apple_pay,1326.67,12
2230,paypal,56730.18,1
2231,paypal,5084.58,12
2232,cod,11949.3,1
2233,credit_card,47086.32,6
2234,credit_card,9442.38,6
2235,credit_card,15973.92,3
2236,paypal,64079.84,6
2241,credit_card,14960.52,3
2242,cod,22693.51,1
2243,bank_transfer,7286.13,1
2244,credit_card,2761.48,3
2245,paypal,2066.91,3
2246,paypal,25227.85,3
2247,cod,64947.54,1
2251,credit_card,2051.33,1
2253,credit_card,6433.61,1
2255,cod,3572.24,1
2256,apple_pay,6343.56,1
2257,credit_card,32873.75,6
2258,credit_card,45877.36,3
2259,credit_card,11060.67,3
2260,credit_card,23457.91,3
2263,cod,2017.23,1
2264,apple_pay,7328.9,3
2265,cod,35496.96,1
2266,credit_card,4216.08,1
2267,credit_card,6325.83,1
2268,apple_pay,13806.6,6
2269,apple_pay,14777.35,3
2270,credit_card,15128.6,1
2272,credit_card,4079.82,3
2273,paypal,8267.56,3
2274,cod,12232.98,1
2276,credit_card,5995.35,12
2277,paypal,90634.88,3
2280,credit_card,50518.52,1
2281,paypal,89075.36,3
2283,cod,12669.68,1
2284,paypal,10917.13,6
2285,apple_pay,7752.52,3
2286,cod,65401.0,1
2287,bank_transfer,30654.4,1
2288,credit_card,27263.32,3
2290,credit_card,4015.88,6
2291,credit_card,85975.04,3
2292,cod,20354.64,1
2293,credit_card,18914.73,6
2294,credit_card,4051.23,3
2296,credit_card,16052.64,1
2302,credit_card,4003.02,6
2303,credit_card,23680.8,3
2306,paypal,22604.94,3
2307,credit_card,7228.96,1
2308,paypal,5414.88,1
2309,credit_card,13825.35,3
2310,paypal,8222.18,3
2311,credit_card,45586.96,1
2312,cod,24959.04,1
2313,bank_transfer,49042.28,3
2314,paypal,11984.34,1
2315,credit_card,18572.04,3
2316,credit_card,19384.15,3
2318,credit_card,88687.41,1
2320,credit_card,92821.4,1
2321,cod,3591.96,1
2322,paypal,6130.32,3
2324,credit_card,22677.36,3
2325,credit_card,53962.72,1
2327,credit_card,35285.72,6
2328,bank_transfer,36253.21,6
2329,paypal,4759.64,1
2331,cod,42930.16,1
2332,credit_card,41475.77,3
2333,paypal,90805.28,3
2334,credit_card,42171.62,3
2335,paypal,38635.76,3
2336,cod,3692.5,1
2337,credit_card,14506.52,3
2338,apple_pay,4165.66,3
2339,credit_card,49505.89,3
2341,credit_card,39168.51,12
2345,cod,66587.0,1
2346,bank_transfer,6272.4,12
2347,credit_card,7146.35,1
2348,cod,62645.45,1
2349,credit_card,10001.37,6
2350,credit_card,66499.38,3
2351,cod,40325.4,1
2353,cod,50976.42,1
2354,credit_card,23093.76,3
2355,cod,16287.92,1
2357,credit_card,74004.63,3
2358,cod,31921.5,1
2359,paypal,60230.52,3
2360,apple_pay,104010.16,12
2361,credit_card,7858.87,3
2362,cod,38260.12,1
2364,credit_card,20852.09,1
2365,cod,18768.24,1
2366,apple_pay,27441.89,3
2367,paypal,17540.58,3
2368,cod,26661.18,1
2369,credit_card,36206.24,12
2370,cod,27171.3,1
2371,cod,9111.12,1
2372,credit_card,75421.26,3
2373,credit_card,20851.02,3
2374,credit_card,49674.05,6
2375,cod,7221.9,1
2377,apple_pay,104493.44,3
2380,credit_card,25631.44,3
2381,credit_card,3947.46,6
2383,apple_pay,13308.6,3
2384,cod,11155.44,1
2386,paypal,12761.18,12
2390,paypal,31967.76,6
2391,cod,27129.94,1
2393,paypal,5668.53,3
2394,credit_card,11104.29,1
2395,credit_card,8009.13,1
2397,credit_card,32558.07,12
2398,credit_card,11757.56,6
2399,apple_pay,9445.62,3
2400,cod,30360.56,1
2401,credit_card,29159.82,3
2404,credit_card,28142.98,6
2405,bank_transfer,1828.0,1
2408,cod,15302.32,1
2409,credit_card,16781.36,6
2410,cod,37908.3,1
2411,credit_card,6182.48,6
2412,cod,10966.88,1
2414,credit_card,6932.64,3
2415,credit_card,8550.68,6
2418,credit_card,9778.56,12
2419,credit_card,3960.43,3
2420,credit_card,27777.54,1
2421,credit_card,43247.6,6
2422,cod,103782.77,1
2423,credit_card,48330.36,3
2424,bank_transfer,22337.76,6
2425,credit_card,27132.4,3
2426,credit_card,14478.72,1
2428,apple_pay,7949.92,1
2430,credit_card,5768.95,12
2431,paypal,28167.78,6
2432,credit_card,20727.87,6
2433,credit_card,24103.36,3
2436,credit_card,21792.04,3
2437,paypal,6586.78,3
2438,credit_card,4130.6,6
2439,apple_pay,8080.48,1
2440,credit_card,56838.56,3
2441,credit_card,8872.56,1
2442,credit_card,37451.34,1
2443,credit_card,6489.86,12
2444,credit_card,7261.57,6
2446,bank_transfer,12542.06,3
2448,credit_card,32761.14,3
2449,cod,1421.02,1
2450,credit_card,3560.8,6
2451,credit_card,11206.04,3
2452,credit_card,17404.26,3
2453,credit_card,64995.07,1
2455,cod,3865.99,1
2456,paypal,10323.98,6
2457,apple_pay,21242.84,12
2458,credit_card,66122.58,1
2459,apple_pay,9249.95,3
2460,credit_card,9414.64,6
2461,cod,6008.28,1
2462,credit_card,41700.8,6
2463,cod,38660.2,1
2464,cod,27500.16,1
2465,paypal,3819.19,1
2466,credit_card,10625.66,1
2467,credit_card,29913.65,3
2468,apple_pay,8091.65,1
2470,credit_card,7722.56,1
2472,apple_pay,45162.53,3
2474,credit_card,45385.84,1
2476,paypal,90396.6,1
2477,credit_card,7032.72,1
2479,credit_card,10247.67,6
2481,cod,21208.74,1
2482,credit_card,19009.98,1
2484,apple_pay,4750.64,3
2485,bank_transfer,3509.82,3
2487,bank_transfer,9672.2,3
2488,paypal,24573.84,3
2489,paypal,16153.0,3
2490,apple_pay,11876.48,1
2493,bank_transfer,47869.45,6
2494,credit_card,6613.47,12
2495,paypal,18305.4,1
2496,credit_card,11929.78,3
2497,cod,24291.8,1
2498,apple_pay,15408.36,3
2499,credit_card,29206.47,1
2500,credit_card,38656.1,3
2501,bank_transfer,35079.35,1
2502,paypal,6985.7,3
2503,apple_pay,8850.62,1
2504,credit_card,6667.62,12
2507,apple_pay,60811.52,3
2509,credit_card,4814.4,6
2510,apple_pay,6351.16,3
2511,credit_card,16183.75,3
2513,credit_card,67111.86,12
2515,credit_card,89237.6,3
2517,credit_card,57491.57,3
2518,credit_card,30388.35,3
2519,cod,24487.56,1
2520,apple_pay,25655.85,6
2521,apple_pay,7756.89,6
2523,credit_card,21408.0,12
2524,credit_card,3682.95,3
2526,bank_transfer,8934.4,6
2527,paypal,14907.4,1
2528,credit_card,25998.64,1
2529,credit_card,36841.75,6
2530,credit_card,8390.0,3
2532,credit_card,3544.41,3
2533,credit_card,5887.94,1
2534,credit_card,1791.88,6
2535,credit_card,12806.01,6
2536,bank_transfer,43271.44,1
2538,cod,36647.76,1
2539,credit_card,18887.42,1
2540,credit_card,3395.1,3
2541,credit_card,3431.88,1
2542,cod,28901.85,1
2543,apple_pay,31306.0,3
2544,credit_card,23957.76,12
2545,credit_card,20529.74,3
2546,credit_card,3123.92,3
2548,credit_card,15996.0,3
2549,credit_card,15830.0,3
2551,credit_card,4466.76,3
2552,paypal,50618.68,1
2554,cod,9698.32,1
2555,credit_card,3383.79,3
2556,bank_transfer,9676.38,6
2557,paypal,4036.72,6
2561,apple_pay,10655.36,6
2562,credit_card,1344.81,1
2563,credit_card,76136.64,1
2564,paypal,7930.6,3
2565,credit_card,31996.83,1
2566,credit_card,7165.86,3
2567,credit_card,47499.28,12
2572,credit_card,7811.1,1
2573,paypal,30025.36,12
2574,cod,47029.84,1
2575,bank_transfer,55729.3,3
