order_id,order_date,customer_id,zip,order_status,payment_method,device_type,order_source
591,2012-07-05,141220,92610,delivered,credit_card,desktop,organic_search
592,2012-07-05,141940,93108,delivered,credit_card,desktop,social_media
593,2012-07-09,139497,93536,delivered,apple_pay,desktop,organic_search
594,2012-07-07,133262,94102,delivered,credit_card,desktop,social_media
596,2012-07-05,135509,94533,delivered,cod,desktop,paid_search
597,2012-07-05,134644,95125,delivered,cod,mobile,organic_search
598,2012-07-09,152585,97813,delivered,apple_pay,mobile,referral
599,2012-07-09,150376,98682,delivered,apple_pay,mobile,direct
600,2012-07-06,150378,98682,cancelled,credit_card,mobile,paid_search
601,2012-07-09,153668,99301,cancelled,credit_card,mobile,social_media
602,2012-07-05,148064,99672,delivered,credit_card,tablet,social_media
603,2012-07-07,148064,99672,delivered,credit_card,mobile,organic_search
605,2012-07-06,57258,6614,delivered,credit_card,mobile,paid_search
607,2012-07-06,57431,6791,cancelled,credit_card,mobile,organic_search
609,2012-07-08,40881,7644,delivered,apple_pay,desktop,paid_search
610,2012-07-07,41336,8807,returned,cod,mobile,paid_search
612,2012-07-10,12964,10990,delivered,credit_card,tablet,referral
613,2012-07-10,11837,11572,delivered,bank_transfer,desktop,paid_search
614,2012-07-07,12014,11722,delivered,credit_card,tablet,organic_search
615,2012-07-07,15441,13077,delivered,paypal,mobile,email_campaign
616,2012-07-08,16744,13736,delivered,credit_card,mobile,organic_search
618,2012-07-08,2820,15668,delivered,credit_card,mobile,paid_search
619,2012-07-10,2816,15668,delivered,credit_card,mobile,paid_search
620,2012-07-09,48526,20176,delivered,credit_card,desktop,direct
621,2012-07-10,65411,20181,delivered,paypal,mobile,email_campaign
624,2012-07-06,67330,23323,delivered,paypal,desktop,organic_search
625,2012-07-06,50598,27551,delivered,credit_card,desktop,direct
628,2012-07-10,63466,29642,delivered,cod,desktop,direct
631,2012-07-08,55168,30656,delivered,credit_card,mobile,paid_search
632,2012-07-10,23551,32547,cancelled,paypal,mobile,social_media
633,2012-07-07,23609,32569,cancelled,cod,mobile,email_campaign
634,2012-07-07,52492,35160,delivered,credit_card,mobile,direct
635,2012-07-09,98219,36619,delivered,credit_card,mobile,social_media
636,2012-07-07,73344,37209,delivered,apple_pay,mobile,email_campaign
637,2012-07-07,77341,38606,returned,cod,mobile,referral
638,2012-07-09,77340,38606,delivered,credit_card,desktop,email_campaign
639,2012-07-07,25605,43068,delivered,paypal,mobile,social_media
641,2012-07-07,28004,44122,delivered,credit_card,desktop,paid_search
642,2012-07-07,28150,44203,delivered,credit_card,tablet,organic_search
643,2012-07-10,28441,44319,delivered,bank_transfer,tablet,social_media
644,2012-07-10,26612,45651,delivered,paypal,mobile,paid_search
645,2012-07-06,24951,45840,paid,apple_pay,mobile,social_media
646,2012-07-09,25060,45875,delivered,cod,desktop,organic_search
647,2012-07-09,35664,46574,cancelled,credit_card,desktop,organic_search
648,2012-07-09,33861,46714,cancelled,apple_pay,desktop,social_media
649,2012-07-09,29562,48030,delivered,credit_card,mobile,organic_search
650,2012-07-08,29680,48063,delivered,credit_card,desktop,paid_search
652,2012-07-07,30292,48228,cancelled,credit_card,mobile,referral
654,2012-07-10,30478,48335,delivered,credit_card,mobile,social_media
656,2012-07-10,33611,49022,delivered,bank_transfer,desktop,organic_search
658,2012-07-08,114140,53142,delivered,credit_card,desktop,email_campaign
659,2012-07-07,114156,53147,delivered,paypal,desktop,paid_search
662,2012-07-07,103045,55110,delivered,credit_card,desktop,paid_search
663,2012-07-07,103046,55110,delivered,credit_card,desktop,social_media
664,2012-07-08,103231,55315,delivered,paypal,desktop,direct
665,2012-07-09,103406,55353,returned,paypal,mobile,organic_search
667,2012-07-10,89740,57105,delivered,apple_pay,desktop,paid_search
669,2012-07-07,118601,60506,delivered,cod,mobile,social_media
670,2012-07-10,119200,60634,delivered,credit_card,mobile,direct
671,2012-07-08,76109,62832,cancelled,credit_card,mobile,organic_search
672,2012-07-08,83110,64050,delivered,credit_card,mobile,social_media
673,2012-07-06,85748,66062,delivered,paypal,desktop,referral
674,2012-07-09,85955,66210,delivered,apple_pay,mobile,paid_search
675,2012-07-08,85987,66216,delivered,credit_card,tablet,paid_search
676,2012-07-07,87112,68776,delivered,credit_card,desktop,social_media
678,2012-07-06,101184,70714,delivered,credit_card,desktop,paid_search
679,2012-07-06,124253,75002,delivered,apple_pay,mobile,social_media
680,2012-07-06,124440,75050,delivered,credit_card,mobile,referral
681,2012-07-08,124554,75080,delivered,cod,mobile,organic_search
682,2012-07-06,127244,75214,delivered,credit_card,tablet,social_media
683,2012-07-06,125197,76058,delivered,credit_card,mobile,organic_search
684,2012-07-09,128825,77505,delivered,cod,mobile,organic_search
686,2012-07-07,129766,78130,delivered,credit_card,tablet,referral
687,2012-07-09,129764,78130,delivered,credit_card,tablet,social_media
688,2012-07-08,131310,78746,delivered,credit_card,desktop,social_media
689,2012-07-06,126941,79705,delivered,apple_pay,desktop,email_campaign
690,2012-07-09,107231,80120,delivered,credit_card,mobile,social_media
692,2012-07-09,108463,81004,delivered,apple_pay,tablet,organic_search
695,2012-07-07,108918,81506,delivered,credit_card,tablet,organic_search
696,2012-07-10,87236,82401,delivered,cod,desktop,organic_search
697,2012-07-09,87307,82633,delivered,apple_pay,desktop,social_media
698,2012-07-07,155890,83704,delivered,credit_card,mobile,email_campaign
700,2012-07-07,142815,85050,cancelled,cod,desktop,paid_search
702,2012-07-10,151449,89510,delivered,cod,tablet,paid_search
703,2012-07-09,140019,90602,returned,paypal,mobile,paid_search
705,2012-07-07,139354,93308,returned,cod,desktop,organic_search
706,2012-07-08,132864,93720,delivered,credit_card,mobile,direct
707,2012-07-10,133437,94301,delivered,bank_transfer,desktop,organic_search
708,2012-07-09,133746,94563,delivered,cod,desktop,referral
709,2012-07-09,134130,94928,cancelled,credit_card,desktop,referral
712,2012-07-07,136822,95991,delivered,credit_card,mobile,referral
713,2012-07-09,137092,96080,delivered,paypal,tablet,paid_search
714,2012-07-09,147652,97388,cancelled,cod,desktop,referral
715,2012-07-09,150786,97478,delivered,apple_pay,mobile,social_media
717,2012-07-08,149494,98351,delivered,credit_card,mobile,paid_search
718,2012-07-09,17691,33040,delivered,credit_card,desktop,paid_search
719,2012-07-11,141374,92660,delivered,cod,mobile,organic_search
720,2012-07-09,58387,1040,returned,credit_card,desktop,paid_search
724,2012-07-10,59767,2660,delivered,credit_card,desktop,social_media
725,2012-07-10,59887,2725,delivered,paypal,mobile,organic_search
726,2012-07-09,59914,2743,delivered,paypal,desktop,social_media
728,2012-07-08,56204,6029,delivered,credit_card,desktop,social_media
729,2012-07-11,56505,6118,delivered,credit_card,tablet,social_media
731,2012-07-10,57105,6479,delivered,bank_transfer,desktop,social_media
732,2012-07-08,57470,6810,delivered,apple_pay,desktop,social_media
733,2012-07-10,40228,7009,delivered,credit_card,mobile,email_campaign
734,2012-07-08,40465,7109,delivered,credit_card,mobile,social_media
736,2012-07-09,40630,7450,cancelled,credit_card,mobile,paid_search
738,2012-07-10,42818,8514,delivered,credit_card,tablet,paid_search
739,2012-07-08,43103,8753,delivered,cod,mobile,social_media
740,2012-07-12,43121,8757,cancelled,credit_card,desktop,organic_search
741,2012-07-09,11538,11375,delivered,apple_pay,tablet,paid_search
742,2012-07-09,12024,11725,cancelled,credit_card,desktop,organic_search
743,2012-07-10,12024,11725,delivered,credit_card,mobile,social_media
744,2012-07-12,12212,11777,delivered,credit_card,tablet,email_campaign
747,2012-07-09,15269,13027,delivered,credit_card,desktop,social_media
748,2012-07-08,8894,14006,delivered,paypal,tablet,social_media
751,2012-07-11,1470,15021,returned,credit_card,mobile,email_campaign
753,2012-07-10,3116,15771,delivered,paypal,mobile,social_media
754,2012-07-08,3166,15801,created,credit_card,mobile,paid_search
756,2012-07-08,896,16364,delivered,credit_card,mobile,organic_search
757,2012-07-08,1017,16624,delivered,credit_card,tablet,paid_search
758,2012-07-12,5980,17019,delivered,paypal,desktop,email_campaign
759,2012-07-08,5978,17019,delivered,credit_card,desktop,email_campaign
760,2012-07-10,6183,17078,delivered,credit_card,desktop,paid_search
762,2012-07-08,6886,17545,delivered,credit_card,mobile,direct
763,2012-07-12,6990,17601,delivered,bank_transfer,mobile,direct
764,2012-07-11,7244,17967,delivered,apple_pay,mobile,social_media
765,2012-07-12,3451,18049,delivered,credit_card,desktop,paid_search
766,2012-07-12,8069,18411,delivered,credit_card,mobile,organic_search
768,2012-07-11,8315,18519,delivered,cod,tablet,organic_search
769,2012-07-11,4445,19468,delivered,bank_transfer,desktop,email_campaign
770,2012-07-09,48161,19709,delivered,credit_card,desktop,email_campaign
771,2012-07-09,65125,20019,delivered,credit_card,mobile,email_campaign
772,2012-07-10,43648,20874,delivered,apple_pay,desktop,paid_search
773,2012-07-08,44051,21122,delivered,paypal,desktop,organic_search
774,2012-07-11,44120,21157,delivered,credit_card,mobile,paid_search
775,2012-07-10,44176,21206,delivered,credit_card,mobile,email_campaign
779,2012-07-09,66536,22906,delivered,paypal,mobile,social_media
781,2012-07-11,67805,23701,delivered,credit_card,desktop,paid_search
782,2012-07-11,67884,23834,delivered,credit_card,mobile,email_campaign
783,2012-07-08,49487,24112,returned,paypal,mobile,organic_search
784,2012-07-12,49484,24112,cancelled,cod,mobile,referral
786,2012-07-12,68613,24521,delivered,bank_transfer,mobile,direct
787,2012-07-12,68621,24522,delivered,paypal,desktop,paid_search
789,2012-07-09,50063,27263,delivered,paypal,tablet,organic_search
790,2012-07-08,50635,27563,returned,credit_card,mobile,social_media
791,2012-07-10,50882,27713,delivered,credit_card,desktop,email_campaign
792,2012-07-12,60124,28021,delivered,credit_card,desktop,email_campaign
793,2012-07-10,60157,28032,delivered,cod,mobile,direct
794,2012-07-11,60409,28127,delivered,paypal,tablet,social_media
795,2012-07-11,60410,28127,delivered,cod,mobile,direct
796,2012-07-09,61244,28216,delivered,credit_card,tablet,paid_search
797,2012-07-11,51862,28451,shipped,paypal,mobile,social_media
798,2012-07-12,52078,28539,cancelled,credit_card,mobile,referral
799,2012-07-10,63130,29544,paid,credit_card,mobile,organic_search
802,2012-07-12,63655,29693,shipped,credit_card,tablet,organic_search
803,2012-07-12,64032,29906,delivered,credit_card,mobile,email_campaign
805,2012-07-08,54205,30116,delivered,bank_transfer,mobile,organic_search
806,2012-07-11,54306,30141,delivered,credit_card,desktop,organic_search
807,2012-07-08,54346,30153,delivered,credit_card,desktop,social_media
808,2012-07-12,54454,30187,delivered,paypal,mobile,social_media
809,2012-07-09,54520,30220,cancelled,credit_card,mobile,paid_search
810,2012-07-09,72620,30757,delivered,apple_pay,mobile,referral
811,2012-07-10,72622,30757,delivered,paypal,desktop,email_campaign
812,2012-07-10,61595,30813,delivered,credit_card,mobile,referral
813,2012-07-10,47690,31548,delivered,credit_card,mobile,direct
814,2012-07-11,21119,32114,delivered,credit_card,mobile,organic_search
815,2012-07-10,21865,32399,returned,paypal,desktop,social_media
816,2012-07-09,22116,32701,delivered,paypal,mobile,social_media
817,2012-07-09,22330,32765,cancelled,cod,mobile,paid_search
818,2012-07-10,17374,32927,delivered,credit_card,desktop,organic_search
820,2012-07-09,20661,33165,delivered,credit_card,mobile,organic_search
821,2012-07-12,17960,33314,paid,credit_card,tablet,social_media
823,2012-07-11,18770,33617,delivered,credit_card,desktop,email_campaign
824,2012-07-11,19374,33860,delivered,credit_card,mobile,organic_search
825,2012-07-10,19514,33912,delivered,paypal,mobile,direct
826,2012-07-08,19582,33931,delivered,apple_pay,mobile,organic_search
827,2012-07-08,20381,34951,delivered,bank_transfer,mobile,email_campaign
828,2012-07-11,20488,34997,delivered,cod,desktop,social_media
829,2012-07-10,71436,35576,delivered,credit_card,mobile,organic_search
831,2012-07-08,72845,37042,delivered,paypal,desktop,referral
832,2012-07-09,72925,37064,delivered,credit_card,tablet,referral
833,2012-07-10,73205,37160,delivered,paypal,mobile,organic_search
834,2012-07-09,74024,37663,cancelled,credit_card,desktop,direct
835,2012-07-11,74690,37921,delivered,credit_card,tablet,social_media
836,2012-07-08,98692,39154,delivered,apple_pay,mobile,social_media
838,2012-07-09,45846,40336,delivered,paypal,desktop,social_media
839,2012-07-08,46057,40502,returned,apple_pay,tablet,email_campaign
840,2012-07-10,46056,40502,cancelled,cod,desktop,social_media
841,2012-07-09,46086,40509,returned,credit_card,desktop,organic_search
842,2012-07-08,46207,41015,delivered,bank_transfer,desktop,organic_search
845,2012-07-11,25637,43078,shipped,apple_pay,mobile,social_media
846,2012-07-11,25714,43119,delivered,credit_card,mobile,email_campaign
848,2012-07-11,27464,43567,delivered,credit_card,desktop,social_media
849,2012-07-09,27547,43616,delivered,apple_pay,desktop,paid_search
850,2012-07-08,23789,43976,delivered,credit_card,mobile,paid_search
851,2012-07-09,27725,44044,delivered,credit_card,desktop,paid_search
852,2012-07-08,27864,44089,delivered,credit_card,mobile,email_campaign
853,2012-07-11,28053,44132,cancelled,cod,desktop,social_media
854,2012-07-11,28191,44221,delivered,credit_card,desktop,organic_search
859,2012-07-08,24192,45122,delivered,credit_card,mobile,organic_search
860,2012-07-11,25179,45206,delivered,paypal,tablet,email_campaign
861,2012-07-10,25358,45247,cancelled,apple_pay,desktop,organic_search
862,2012-07-09,26498,45601,delivered,apple_pay,mobile,organic_search
863,2012-07-10,34663,46032,delivered,paypal,desktop,direct
864,2012-07-10,113534,46324,delivered,cod,desktop,organic_search
865,2012-07-09,34561,47374,delivered,credit_card,desktop,referral
866,2012-07-12,34560,47374,delivered,apple_pay,mobile,social_media
867,2012-07-09,34560,47374,delivered,apple_pay,desktop,email_campaign
868,2012-07-11,36460,47429,cancelled,cod,desktop,paid_search
869,2012-07-12,36514,47448,delivered,credit_card,desktop,organic_search
870,2012-07-08,78429,47714,shipped,credit_card,desktop,organic_search
871,2012-07-09,29627,48044,delivered,credit_card,mobile,social_media
872,2012-07-08,30048,48170,created,bank_transfer,mobile,referral
873,2012-07-11,30710,48428,delivered,cod,desktop,paid_search
874,2012-07-12,30791,48446,delivered,credit_card,mobile,paid_search
875,2012-07-09,30791,48446,delivered,credit_card,mobile,paid_search
876,2012-07-10,31278,48729,delivered,credit_card,mobile,paid_search
877,2012-07-10,32042,49055,delivered,cod,mobile,direct
878,2012-07-11,32554,49333,delivered,credit_card,mobile,social_media
879,2012-07-08,33310,49707,returned,paypal,desktop,social_media
880,2012-07-12,33309,49707,delivered,credit_card,desktop,organic_search
881,2012-07-12,113987,49930,delivered,paypal,desktop,paid_search
882,2012-07-08,105430,50071,delivered,credit_card,desktop,email_campaign
883,2012-07-10,105788,50548,delivered,credit_card,desktop,organic_search
885,2012-07-10,112394,52403,delivered,credit_card,tablet,email_campaign
888,2012-07-12,115641,53137,created,cod,mobile,direct
889,2012-07-09,114221,53182,delivered,credit_card,mobile,direct
890,2012-07-11,115801,53219,delivered,credit_card,tablet,social_media
891,2012-07-08,115824,53224,cancelled,credit_card,mobile,social_media
896,2012-07-10,106475,54889,delivered,credit_card,mobile,paid_search
897,2012-07-11,117206,54904,delivered,paypal,tablet,organic_search
898,2012-07-10,102945,55076,shipped,credit_card,desktop,paid_search
899,2012-07-12,103243,55318,delivered,paypal,mobile,organic_search
900,2012-07-12,105247,55415,cancelled,credit_card,mobile,paid_search
901,2012-07-10,105396,55446,delivered,credit_card,desktop,direct
902,2012-07-11,88721,56336,delivered,bank_transfer,desktop,direct
903,2012-07-08,92184,58788,delivered,credit_card,desktop,social_media
904,2012-07-10,156587,59405,cancelled,credit_card,desktop,social_media
905,2012-07-12,117758,60091,delivered,credit_card,mobile,email_campaign
906,2012-07-10,118082,60180,cancelled,cod,desktop,direct
907,2012-07-10,118362,60441,delivered,cod,desktop,paid_search
908,2012-07-12,118380,60445,delivered,credit_card,mobile,paid_search
909,2012-07-08,118794,60564,delivered,credit_card,mobile,social_media
910,2012-07-12,118825,60707,delivered,credit_card,desktop,email_campaign
911,2012-07-11,119411,61008,paid,credit_card,desktop,paid_search
913,2012-07-09,119431,61014,delivered,credit_card,mobile,organic_search
915,2012-07-12,119852,61254,cancelled,credit_card,desktop,email_campaign
916,2012-07-10,121043,61448,delivered,cod,mobile,direct
917,2012-07-12,121403,61611,delivered,paypal,desktop,social_media
918,2012-07-11,47294,61866,delivered,cod,desktop,organic_search
919,2012-07-12,47296,61866,delivered,cod,mobile,organic_search
920,2012-07-12,121790,62021,delivered,cod,mobile,referral
922,2012-07-11,120700,62642,delivered,bank_transfer,desktop,organic_search
924,2012-07-09,76325,62896,delivered,credit_card,desktop,referral
925,2012-07-08,76376,62910,cancelled,cod,mobile,paid_search
926,2012-07-10,109463,63129,shipped,paypal,mobile,referral
929,2012-07-10,84222,64118,shipped,bank_transfer,desktop,direct
930,2012-07-09,96404,65020,delivered,apple_pay,desktop,organic_search
931,2012-07-10,95005,67114,delivered,paypal,tablet,organic_search
932,2012-07-10,95003,67114,delivered,credit_card,tablet,organic_search
934,2012-07-12,82299,68823,delivered,credit_card,tablet,paid_search
935,2012-07-08,82380,68845,shipped,credit_card,mobile,organic_search
936,2012-07-10,100519,70447,shipped,bank_transfer,mobile,organic_search
937,2012-07-11,100708,70523,delivered,apple_pay,mobile,organic_search
938,2012-07-08,100710,70523,delivered,apple_pay,desktop,paid_search
939,2012-07-10,102284,71346,cancelled,credit_card,desktop,organic_search
940,2012-07-10,97780,71655,delivered,credit_card,mobile,organic_search
941,2012-07-11,97821,71730,delivered,cod,mobile,paid_search
942,2012-07-12,112803,73458,delivered,paypal,desktop,paid_search
943,2012-07-08,93100,74014,delivered,credit_card,mobile,direct
944,2012-07-12,78633,74728,shipped,credit_card,desktop,social_media
945,2012-07-10,124266,75007,delivered,bank_transfer,tablet,organic_search
946,2012-07-12,124395,75040,delivered,cod,desktop,organic_search
949,2012-07-09,124583,75088,cancelled,cod,mobile,social_media
951,2012-07-08,127310,75228,delivered,credit_card,mobile,social_media
952,2012-07-10,124848,75402,delivered,cod,mobile,organic_search
953,2012-07-09,125056,76014,returned,paypal,desktop,social_media
955,2012-07-09,125535,76179,delivered,paypal,mobile,social_media
956,2012-07-11,132098,77073,delivered,apple_pay,tablet,organic_search
957,2012-07-10,132209,77095,delivered,credit_card,mobile,referral
958,2012-07-09,128857,77515,delivered,credit_card,mobile,social_media
959,2012-07-08,123528,77707,cancelled,apple_pay,mobile,email_campaign
960,2012-07-12,129479,78015,cancelled,credit_card,desktop,organic_search
962,2012-07-11,129764,78130,delivered,credit_card,desktop,referral
963,2012-07-09,130232,78504,delivered,credit_card,mobile,social_media
964,2012-07-11,130230,78504,delivered,credit_card,desktop,email_campaign
965,2012-07-12,130355,78559,delivered,credit_card,desktop,organic_search
966,2012-07-10,123724,79070,delivered,bank_transfer,desktop,organic_search
968,2012-07-11,107052,80013,delivered,credit_card,mobile,paid_search
969,2012-07-12,107060,80015,delivered,cod,desktop,email_campaign
970,2012-07-12,109201,80219,cancelled,cod,desktop,social_media
971,2012-07-08,109199,80219,delivered,paypal,desktop,paid_search
972,2012-07-09,109260,80232,delivered,credit_card,desktop,referral
973,2012-07-08,107487,80437,delivered,credit_card,tablet,social_media
974,2012-07-09,107487,80437,delivered,paypal,tablet,paid_search
976,2012-07-10,107651,80482,delivered,apple_pay,desktop,social_media
977,2012-07-12,107691,80503,delivered,cod,tablet,email_campaign
978,2012-07-12,108331,80917,delivered,paypal,tablet,paid_search
980,2012-07-11,108820,81401,delivered,credit_card,mobile,referral
981,2012-07-09,108820,81401,delivered,apple_pay,tablet,paid_search
982,2012-07-11,146471,81435,returned,credit_card,mobile,social_media
983,2012-07-12,106900,82520,shipped,credit_card,mobile,organic_search
984,2012-07-11,155045,83241,delivered,credit_card,mobile,social_media
986,2012-07-08,154444,84332,delivered,credit_card,desktop,organic_search
987,2012-07-09,142767,85037,delivered,paypal,desktop,email_campaign
988,2012-07-08,144324,85747,delivered,cod,mobile,organic_search
989,2012-07-12,144479,86001,delivered,credit_card,desktop,email_campaign
990,2012-07-10,145448,87401,delivered,credit_card,mobile,paid_search
991,2012-07-08,146512,89029,delivered,apple_pay,tablet,social_media
992,2012-07-10,152186,89145,shipped,paypal,mobile,organic_search
993,2012-07-11,151446,89510,cancelled,credit_card,mobile,paid_search
994,2012-07-11,142598,90003,cancelled,cod,tablet,email_campaign
995,2012-07-12,140619,91343,shipped,cod,mobile,organic_search
996,2012-07-09,140643,91351,cancelled,paypal,mobile,social_media
997,2012-07-12,140647,91352,delivered,credit_card,mobile,organic_search
998,2012-07-10,141033,91750,shipped,credit_card,desktop,organic_search
999,2012-07-08,141116,91776,cancelled,cod,mobile,social_media
1001,2012-07-10,138153,92054,delivered,credit_card,tablet,organic_search
1002,2012-07-12,137685,92130,delivered,credit_card,desktop,organic_search
1003,2012-07-10,138470,92274,delivered,cod,mobile,social_media
1004,2012-07-12,138846,92407,delivered,apple_pay,desktop,referral
1005,2012-07-10,141297,92630,delivered,credit_card,mobile,organic_search
1006,2012-07-10,141442,92688,delivered,credit_card,mobile,paid_search
1010,2012-07-08,142117,93433,delivered,credit_card,desktop,organic_search
1011,2012-07-11,133058,94002,paid,credit_card,mobile,social_media
1016,2012-07-10,133732,94560,paid,credit_card,mobile,email_campaign
1017,2012-07-12,133772,94568,delivered,credit_card,desktop,direct
1018,2012-07-08,134496,95054,delivered,credit_card,tablet,social_media
1019,2012-07-08,135040,95322,returned,credit_card,tablet,social_media
1020,2012-07-12,135040,95322,delivered,credit_card,desktop,social_media
1023,2012-07-10,136109,95628,delivered,credit_card,tablet,organic_search
1024,2012-07-12,137517,95838,paid,credit_card,mobile,referral
1025,2012-07-11,147299,97230,delivered,cod,desktop,organic_search
1026,2012-07-10,150462,97333,paid,credit_card,desktop,paid_search
1027,2012-07-08,150721,97459,paid,paypal,mobile,organic_search
1028,2012-07-10,150841,97496,delivered,apple_pay,tablet,organic_search
1030,2012-07-08,150881,97520,delivered,paypal,desktop,paid_search
1031,2012-07-10,150909,97526,delivered,credit_card,mobile,organic_search
1032,2012-07-08,148537,98026,delivered,paypal,mobile,email_campaign
1033,2012-07-10,148794,98107,delivered,credit_card,mobile,paid_search
1034,2012-07-09,149434,98335,delivered,credit_card,mobile,social_media
1035,2012-07-09,149577,98372,delivered,apple_pay,mobile,paid_search
1036,2012-07-08,149773,98439,delivered,credit_card,desktop,organic_search
1037,2012-07-10,150084,98580,delivered,bank_transfer,mobile,social_media
1039,2012-07-12,148059,99669,returned,cod,desktop,social_media
1040,2012-07-09,59431,2351,delivered,paypal,tablet,social_media
1041,2012-07-12,56143,6010,delivered,bank_transfer,tablet,direct
1042,2012-07-09,56230,6037,shipped,credit_card,desktop,social_media
1044,2012-07-12,56901,6410,delivered,credit_card,mobile,organic_search
1046,2012-07-11,40464,7109,delivered,bank_transfer,mobile,organic_search
1047,2012-07-10,41695,7206,delivered,apple_pay,mobile,email_campaign
1048,2012-07-11,41966,7980,delivered,credit_card,desktop,organic_search
1049,2012-07-09,43106,8753,returned,bank_transfer,mobile,social_media
1050,2012-07-12,41334,8807,cancelled,credit_card,desktop,email_campaign
1051,2012-07-10,8764,10576,delivered,cod,mobile,organic_search
1054,2012-07-13,11783,11557,delivered,credit_card,mobile,referral
1055,2012-07-11,11891,11598,delivered,apple_pay,mobile,referral
1056,2012-07-09,11966,11713,delivered,credit_card,mobile,organic_search
1058,2012-07-12,12322,11901,delivered,credit_card,desktop,direct
1060,2012-07-11,13578,12185,delivered,credit_card,desktop,paid_search
1061,2012-07-10,14016,12477,delivered,credit_card,desktop,direct
1062,2012-07-10,15438,13077,delivered,credit_card,desktop,organic_search
1063,2012-07-11,9031,14051,delivered,apple_pay,mobile,paid_search
1064,2012-07-11,10479,14840,returned,cod,mobile,email_campaign
1065,2012-07-11,1632,15063,delivered,credit_card,mobile,social_media
1067,2012-07-09,2586,15563,delivered,apple_pay,mobile,organic_search
1068,2012-07-11,2590,15563,cancelled,apple_pay,mobile,direct
1070,2012-07-11,3266,15860,returned,cod,desktop,organic_search
1071,2012-07-11,8642,16159,cancelled,cod,mobile,referral
1073,2012-07-13,4937,16507,delivered,credit_card,mobile,paid_search
1074,2012-07-09,6766,17404,delivered,cod,mobile,email_campaign
1075,2012-07-12,8068,18411,delivered,credit_card,mobile,paid_search
1076,2012-07-12,7816,18661,delivered,credit_card,tablet,paid_search
1077,2012-07-11,3963,19040,delivered,paypal,mobile,social_media
1078,2012-07-10,65423,20186,delivered,cod,mobile,organic_search
1079,2012-07-11,44041,21117,delivered,cod,mobile,referral
1081,2012-07-11,44382,21601,delivered,credit_card,mobile,social_media
1082,2012-07-10,66365,22742,delivered,paypal,mobile,organic_search
1083,2012-07-11,66366,22742,paid,credit_card,mobile,direct
1084,2012-07-12,67769,23666,delivered,credit_card,desktop,paid_search
1085,2012-07-10,50861,27707,delivered,paypal,mobile,email_campaign
1087,2012-07-10,60135,28025,delivered,credit_card,desktop,organic_search
1088,2012-07-13,60194,28043,delivered,cod,mobile,paid_search
1089,2012-07-09,60377,28114,cancelled,credit_card,mobile,paid_search
1090,2012-07-09,60380,28115,cancelled,cod,tablet,organic_search
1091,2012-07-12,51392,28314,delivered,credit_card,mobile,email_campaign
1092,2012-07-12,51389,28314,delivered,apple_pay,tablet,organic_search
1093,2012-07-09,51469,28338,delivered,credit_card,mobile,social_media
1094,2012-07-12,51663,28390,delivered,apple_pay,desktop,organic_search
1096,2012-07-12,52078,28539,delivered,credit_card,tablet,social_media
1097,2012-07-11,60635,28610,delivered,credit_card,mobile,referral
1098,2012-07-09,62718,29384,delivered,cod,desktop,direct
1099,2012-07-11,62859,29440,delivered,credit_card,mobile,organic_search
1101,2012-07-11,63234,29576,delivered,credit_card,desktop,organic_search
1102,2012-07-10,63238,29577,created,credit_card,desktop,organic_search
1103,2012-07-10,63357,29611,cancelled,credit_card,mobile,organic_search
1104,2012-07-12,63551,29669,delivered,cod,mobile,social_media
1105,2012-07-09,63688,29706,cancelled,paypal,desktop,paid_search
1107,2012-07-13,63788,29742,delivered,credit_card,mobile,social_media
1108,2012-07-09,53856,30019,delivered,credit_card,desktop,social_media
1109,2012-07-13,54546,30230,cancelled,credit_card,desktop,organic_search
1110,2012-07-09,54888,30533,returned,paypal,desktop,direct
1111,2012-07-13,55223,30683,delivered,credit_card,mobile,paid_search
1112,2012-07-09,55334,31002,cancelled,credit_card,tablet,paid_search
1113,2012-07-09,55492,31046,delivered,cod,desktop,direct
1114,2012-07-12,21057,32086,cancelled,paypal,desktop,social_media
1115,2012-07-10,23196,32405,delivered,credit_card,desktop,organic_search
1117,2012-07-13,17339,32911,cancelled,apple_pay,mobile,organic_search
1119,2012-07-12,17572,33015,delivered,bank_transfer,mobile,referral
1122,2012-07-12,18262,33441,delivered,cod,desktop,social_media
1125,2012-07-13,18440,33498,delivered,cod,desktop,referral
1126,2012-07-10,18921,33704,delivered,credit_card,mobile,organic_search
1127,2012-07-11,19547,33919,delivered,credit_card,mobile,paid_search
1129,2012-07-13,71673,35674,delivered,credit_card,mobile,social_media
1132,2012-07-11,74134,37716,delivered,credit_card,tablet,organic_search
1133,2012-07-12,74251,37757,cancelled,apple_pay,desktop,organic_search
1134,2012-07-09,75929,38375,delivered,paypal,tablet,organic_search
1135,2012-07-13,74922,38488,delivered,paypal,mobile,social_media
1136,2012-07-11,77600,38732,delivered,credit_card,mobile,organic_search
1138,2012-07-12,46630,40220,delivered,credit_card,mobile,email_campaign
1139,2012-07-09,69143,40962,delivered,credit_card,mobile,direct
1140,2012-07-11,46172,41005,delivered,credit_card,mobile,organic_search
1141,2012-07-11,46400,41097,delivered,paypal,mobile,social_media
1142,2012-07-10,69287,41311,delivered,credit_card,desktop,organic_search
1146,2012-07-09,25558,43055,delivered,apple_pay,desktop,email_campaign
1147,2012-07-09,25636,43078,delivered,paypal,mobile,social_media
