Date,gross_revenue,net_revenue,COGS
2014-01-09,2214274.18,2060349.25,1884156.18
2014-01-10,1886360.71,1765184.79,1560748.05
2014-01-11,2550841.93,2428668.67,2031865.95
2014-01-12,2172729.29,2020848.43,1773388.32
2014-01-13,2467719.52,1982725.09,1991302.84
2014-01-14,3356963.59,3121752.96,2731972.75
2014-01-15,3637788.72,3156239.62,2842296.43
2014-01-16,2005770.41,1925423.68,1635446.76
2014-01-17,2464459.86,2287537.46,2002144.2
2014-01-18,1718246.3,1614540.4,1332157.65
2014-01-19,2453121.94,2144030.06,1918965.99
2014-01-20,3133739.97,2930091.39,2422846.03
2014-01-21,3590697.9,3449147.2399999998,2848601.86
2014-01-22,3244854.06,2912808.92,2563525.38
2014-01-23,3187811.81,3005972.1,2528375.63
2014-01-24,1812010.8,1580247.54,1397879.36
2014-01-25,2221742.74,1981735.69,1777122.99
2014-01-26,2002533.83,1807313.57,1553846.68
2014-01-27,2983790.31,2790840.65,2360438.19
2014-01-28,5411096.61,4691761.53,4320849.3
2014-01-29,4892083.36,4503808.09,3928929.64
2014-01-30,3844256.32,3525877.78,3007196.76
2014-01-31,3732079.59,3379081.79,2938223.15
2014-02-01,3825094.63,3510852.51,3049434.19
2014-02-02,2382294.19,2209620.58,1885054.33
2014-02-03,2051412.93,1831974.34,1563684.31
2014-02-04,2787111.54,2468960.75,2197609.21
2014-02-05,2599325.56,2302015.54,2019260.92
2014-02-06,2415914.42,2371624.47,1966150.9
2014-02-07,3381887.13,2918380.55,2654650.93
2014-02-08,2907660.51,2538706.26,2328115.15
2014-02-09,2947940.87,2517746.63,2410207.36
2014-02-10,3705563.44,3516296.32,2772562.54
2014-02-11,4637151.61,4072679.87,3649526.8
2014-02-12,3457342.17,3043459.88,2728834.4
2014-02-13,3190217.92,2950036.26,2601375.48
2014-02-14,2632487.0,2311128.69,2058838.35
2014-02-15,2873057.42,2581405.09,2155414.19
2014-02-16,3990264.22,3546368.82,3220526.51
2014-02-17,3757742.25,3239418.88,3005221.34
2014-02-18,4902775.35,4388504.78,3900047.01
2014-02-19,4469573.84,4195546.26,3530912.16
2014-02-20,3050037.65,2689076.51,2452045.97
2014-02-21,3394380.68,3047818.59,2732646.22
2014-02-22,4262143.74,3869699.55,3402076.06
2014-02-23,3997442.72,3646235.9899999998,3186343.91
2014-02-24,4743111.4,4471891.7,3834496.32
2014-02-25,6869199.08,6291787.03,5572490.58
2014-02-26,7766238.39,7063787.92,6157127.45
2014-02-27,5932389.78,5363625.63,4717814.02
2014-02-28,5511196.67,5068628.0200000005,4511480.57
2014-03-01,4400079.49,3932972.8,3611872.46
2014-03-02,4943352.33,4620426.6,3968450.0
2014-03-03,3637156.46,3368883.65,2881941.03
2014-03-04,4742209.79,4344217.6,3846248.96
2014-03-05,5310211.41,4850175.63,4366670.54
2014-03-06,5506734.13,4812549.1,4454685.13
2014-03-07,3167820.98,3006931.48,2582186.62
2014-03-08,3577664.95,3251149.41,2914921.51
2014-03-09,3828277.38,3594312.93,3070464.44
2014-03-10,4725035.68,4584093.61,3759283.28
2014-03-11,5775004.59,5215617.68,4559934.88
2014-03-12,6930320.53,6201438.88,5534691.64
2014-03-13,5304893.97,4847582.9,4244468.26
2014-03-14,4544809.4,4177121.2199999997,3647946.39
2014-03-15,4691387.16,4293096.62,3744464.98
2014-03-16,5553669.8,5208774.07,4426899.92
2014-03-17,6623777.28,6174758.64,5406586.76
2014-03-18,5707570.51,4987940.6,4657479.17
2014-03-19,7282983.0,6498950.46,6147005.74
2014-03-20,6459634.76,5260244.09,5394910.61
2014-03-21,4506741.28,3886968.65,3883392.78
2014-03-22,4682426.76,3617630.33,4390336.24
2014-03-23,5239607.0,4315440.5,4727286.58
2014-03-24,5516390.06,4682941.87,5135733.73
2014-03-25,6858764.17,5506328.46,6248964.6
2014-03-26,7966063.19,6489294.67,7366934.0
2014-03-27,8330175.47,6660390.78,7600114.49
2014-03-28,5747360.19,4490731.08,5214181.96
2014-03-29,6857129.34,5597537.78,6302802.0
2014-03-30,12784107.1,10501495.27,11757805.12
2014-03-31,12312523.89,9937326.45,11321960.71
2014-04-01,12163891.23,9978626.15,11150883.99
2014-04-02,13046471.25,10288177.28,11843249.22
2014-04-03,9642469.77,7805984.46,8683847.27
2014-04-04,3027057.03,2342550.7,2762337.1
2014-04-05,4578612.03,3684062.52,4277766.79
2014-04-06,4749333.13,3689151.9699999997,4416528.48
2014-04-07,4614814.59,3470738.35,4275798.75
2014-04-08,6392830.04,5370445.84,5806623.81
2014-04-09,6139037.72,4862131.96,5584747.6
2014-04-10,5203589.72,4178387.4,4738923.88
2014-04-11,5105964.56,4195415.86,4552400.07
2014-04-12,5687376.75,4415457.81,5248378.46
2014-04-13,4945405.38,3965316.13,4494711.75
2014-04-14,6921493.59,5759221.61,6054527.76
2014-04-15,7871571.71,6688141.07,6776042.49
2014-04-16,7912857.96,6879987.01,6785359.76
2014-04-17,5557754.18,4875570.96,4737292.06
2014-04-18,5700339.67,5162958.71,4462371.41
2014-04-19,6624958.05,6080979.95,5350753.37
2014-04-20,6418388.34,5951223.1,5065177.85
2014-04-21,8414591.83,7827887.49,6893636.69
2014-04-22,10131097.46,9299520.74,8109722.27
2014-04-23,8191044.84,7415446.09,6573636.73
2014-04-24,6761050.63,6425481.5,5427294.9
2014-04-25,7297129.72,6725989.17,5878423.04
2014-04-26,7473782.26,6458969.32,5884034.36
2014-04-27,9019804.81,8088597.5600000005,7060147.55
2014-04-28,11814441.72,10592013.8,9367036.91
2014-04-29,17347427.27,15595798.81,13752034.86
2014-04-30,13811054.06,12244993.49,10868835.13
2014-05-01,13289875.45,11833588.51,10604429.39
2014-05-02,9037359.63,8464295.02,7277515.81
2014-05-03,8214103.42,7683800.46,6577016.62
2014-05-04,2887053.22,2636400.87,2293661.95
2014-05-05,4251113.98,3837827.92,3397014.1
2014-05-06,5130961.6,4622098.73,4130431.51
2014-05-07,6175024.0,5830351.54,5012292.24
2014-05-08,6845994.59,6160572.67,5424944.1
2014-05-09,3896896.85,3472701.1,3172234.57
2014-05-10,5476367.67,4849488.48,4341371.17
2014-05-11,5960839.36,5207655.2700000005,4817268.38
2014-05-12,6171798.51,5752947.8,4876269.62
2014-05-13,6357034.06,5613638.82,5124302.35
2014-05-14,8953168.22,8071438.71,7238881.78
2014-05-15,7521179.22,6896841.43,5970183.39
2014-05-16,7254155.54,6737294.28,5828882.18
2014-05-17,6473741.19,5814258.93,5173264.38
2014-05-18,7502869.16,6754530.43,6017924.93
2014-05-19,6717427.22,6101640.8,5373895.24
2014-05-20,6998009.98,6271325.9,5565704.32
2014-05-21,9232803.8,8209630.95,7257287.25
2014-05-22,8682669.79,7929356.44,6984588.89
2014-05-23,6481511.11,5923192.03,5117307.95
2014-05-24,5624884.34,4974402.4,4535522.53
2014-05-25,7834743.41,7589371.3100000005,6254562.47
2014-05-26,7196331.6,6736167.42,5750840.38
2014-05-27,11197544.52,10368726.49,8926851.08
2014-05-28,14237002.33,12514185.7,11276884.86
2014-05-29,12708438.64,11916231.65,10157319.36
2014-05-30,13573669.01,12108663.49,10729950.95
2014-05-31,12424970.9,10832327.36,9985304.33
2014-06-01,11536710.05,10592811.72,9170211.02
2014-06-02,10120772.07,9077136.71,8076952.84
2014-06-03,7433951.35,7041403.86,5784897.37
2014-06-04,6422990.57,5704728.76,5214120.6
2014-06-05,4701261.04,4357491.45,3843536.1
2014-06-06,4455750.46,3907413.69,3475184.85
2014-06-07,5291724.53,4647984.78,4145797.41
2014-06-08,5672479.42,4684555.68,4555972.93
2014-06-09,5745736.68,5391442.42,4655455.78
2014-06-10,8176131.42,6856240.97,6751336.8
2014-06-11,6815089.25,6194975.77,5416132.65
2014-06-12,6198469.27,5863567.72,4930278.7
2014-06-13,5808360.57,5497765.64,4689299.84
2014-06-14,6159350.48,5699948.66,4887308.6
2014-06-15,6251988.62,5474865.72,5001362.67
2014-06-16,7506669.47,6655371.46,5993922.63
2014-06-17,7985873.38,7369671.65,6364228.97
2014-06-18,6928139.58,6045482.41,5573372.83
2014-06-19,5160401.64,4851808.52,4101123.87
2014-06-20,5726955.46,5173178.0,4649863.18
2014-06-21,5534870.9,5155031.03,4397465.45
2014-06-22,6871043.81,6382218.17,5449439.25
2014-06-23,7520898.79,6737288.89,6115811.37
2014-06-24,8318751.36,6999182.62,7165579.48
2014-06-25,7464560.81,6168766.02,6650267.82
2014-06-26,5465498.81,4263620.87,5160550.9
2014-06-27,6215342.27,4742436.26,5942103.5
2014-06-28,6715989.51,4974195.41,6489880.35
2014-06-29,10967240.25,8146442.95,10676762.03
2014-06-30,8960784.4,6528814.99,8779889.34
2014-07-01,9836345.7,7520041.59,9652958.13
2014-07-02,8037264.4,5688331.39,7829854.35
2014-07-03,6599126.14,4636071.22,6280312.35
2014-07-04,1539342.27,1203157.63,1546984.48
2014-07-05,2247607.0,1669316.7,2088267.2
2014-07-06,2992177.47,2138593.27,2950653.66
2014-07-07,3321041.63,2538842.09,3237780.91
2014-07-08,4389991.98,3053356.14,4344681.53
2014-07-09,5089459.45,3790199.88,5002533.36
2014-07-10,5277348.24,4044568.5300000003,5193788.09
2014-07-11,3680744.54,2872988.19,3649066.92
2014-07-12,3635150.5,2732674.01,3488161.59
2014-07-13,4538183.38,3465226.78,4461396.49
2014-07-14,4180514.48,2967853.65,4093927.18
2014-07-15,4729914.86,3403010.56,4685468.3
2014-07-16,5725200.44,4275788.95,5688906.29
2014-07-17,5475110.93,4027894.32,5378778.65
2014-07-18,4518235.32,3493918.02,4447047.74
2014-07-19,4203668.56,3428925.44,3770693.84
2014-07-20,4322625.55,3885170.08,3600969.69
2014-07-21,4796649.21,4345119.01,3768111.9
2014-07-22,6208113.76,5811956.95,5011530.91
2014-07-23,7566031.17,6860265.33,5950276.5
2014-07-24,5905615.09,5158354.53,4674430.56
2014-07-25,4437108.92,3838171.61,3571085.86
2014-07-26,4875867.56,4271378.04,3838617.04
2014-07-27,4695097.96,4221083.72,3728682.43
2014-07-28,5659848.32,5313433.03,4577648.87
2014-07-29,8325936.32,7553982.4799999995,6673852.31
2014-07-30,9849002.97,8862882.57,7950504.57
2014-07-31,12499623.55,11368520.74,10113088.37
2014-08-01,10268362.3,9154675.68,8266400.63
2014-08-02,9437585.35,8795498.89,7486465.1
2014-08-03,8311634.97,7879707.4399999995,6613684.99
2014-08-04,7920532.02,7188303.69,6253439.86
2014-08-05,4783590.74,4444654.09,3865614.98
2014-08-06,5768372.14,5216866.65,4433911.0
2014-08-07,4368310.48,4023914.02,3451434.03
2014-08-08,2772020.29,2583662.71,2220747.24
2014-08-09,3001539.63,2757356.44,2354553.12
2014-08-10,3823485.27,3353518.1,3003127.77
2014-08-11,4332284.65,3875282.04,3523421.42
2014-08-12,4968367.41,4654692.85,3950793.43
2014-08-13,5893608.69,5431206.4799999995,4708354.21
2014-08-14,5049141.59,4590490.97,3986642.15
2014-08-15,4964547.64,4695566.61,3886890.99
2014-08-16,4183136.08,3807972.5100000002,3312917.75
2014-08-17,4553293.21,4068279.59,3569236.73
2014-08-18,3852897.93,3467771.28,3032853.62
2014-08-19,5491853.95,5061900.37,4329773.16
2014-08-20,6252896.94,5645110.94,5003338.92
2014-08-21,5420386.94,4998344.83,4272987.79
2014-08-22,3980335.94,3497255.6,3221586.25
2014-08-23,3604919.44,3268714.57,2824202.4
2014-08-24,3975022.95,3628193.8,3208598.81
2014-08-25,4982068.72,4304327.01,3931111.8
2014-08-26,5315751.01,4780733.25,4151656.84
2014-08-27,7880420.55,7174642.4,6267001.76
2014-08-28,13900846.53,12859527.87,11188888.43
2014-08-29,12683009.27,11637971.41,10136587.4
2014-08-30,11574198.37,10602590.75,9088009.4
2014-08-31,11951398.65,11019549.13,9415326.58
2014-09-01,10306541.25,9085722.16,8432677.93
2014-09-02,1980913.22,1718201.16,1699049.31
2014-09-03,2013419.84,1617041.63,1783705.47
2014-09-04,2079554.62,1808344.51,1858190.69
2014-09-05,3009749.32,2383367.71,2650108.54
2014-09-06,2651615.67,2232936.88,2379303.77
2014-09-07,3257294.39,2792034.77,2733813.81
2014-09-08,3789247.34,3281376.92,3234658.91
2014-09-09,3050893.58,2595116.47,2636295.62
2014-09-10,2734213.18,2127375.57,2344334.17
2014-09-11,3603376.76,2916024.68,3063452.95
2014-09-12,3387921.49,2875470.75,2941397.85
2014-09-13,4488375.88,3657916.73,3882301.0
2014-09-14,4664595.04,3985645.53,4241668.09
2014-09-15,3434401.74,2915777.8,2989155.15
2014-09-16,3499018.93,2797438.05,3094674.95
2014-09-17,2159581.94,1829109.33,1891350.86
2014-09-18,3245614.46,2672782.94,2827312.43
2014-09-19,3152106.06,2635388.4699999997,2800614.8
2014-09-20,3934660.56,3229443.98,3508771.25
2014-09-21,4973677.98,4065642.84,4472971.42
2014-09-22,4691002.44,3691965.28,4096769.99
2014-09-23,3267077.04,2699590.02,2950868.62
2014-09-24,3651189.03,2981902.37,3193891.83
2014-09-25,3991936.34,3273254.32,3513164.66
2014-09-26,4802241.84,3925962.46,4364819.46
2014-09-27,5922266.1,4756535.67,5104748.73
2014-09-28,6894981.49,5622850.62,6104020.61
2014-09-29,6358369.55,5171632.79,5385912.36
2014-09-30,5625701.93,4703222.19,4992117.65
2014-10-01,4131059.59,3531748.13,3367707.8
2014-10-02,2166020.29,1814630.09,1638411.83
2014-10-03,2713373.58,2509871.9,2209685.83
2014-10-04,3061013.56,2843535.08,2383424.37
2014-10-05,3514973.01,3142047.19,2703049.67
2014-10-06,4584954.57,4390152.46,3714150.0
2014-10-07,3826571.36,3429387.95,3029706.85
2014-10-08,3298742.48,3017155.45,2595357.42
2014-10-09,2480246.09,2294667.31,1949299.28
2014-10-10,3324677.65,3174995.76,2616526.38
2014-10-11,3249272.4,3007745.61,2455378.82
2014-10-12,3964814.61,3631988.18,3263898.52
2014-10-13,5257692.13,4882580.02,4155288.51
2014-10-14,5353820.23,4766689.36,4242284.88
2014-10-15,3174858.73,2796528.88,2517101.9
2014-10-16,3035433.21,2869451.04,2343522.12
2014-10-17,3041887.24,2769170.4499999997,2405340.07
2014-10-18,3295901.64,2901211.61,2641429.14
2014-10-19,3906454.96,3544947.84,3097527.04
2014-10-20,4406719.83,4286692.72,3563304.85
2014-10-21,4158469.93,3784623.33,3334418.16
2014-10-22,3185076.38,2900846.43,2622321.88
2014-10-23,3397945.31,3089759.06,2701811.9
2014-10-24,2910624.78,2637379.1,2393219.16
2014-10-25,3710088.5,3412917.87,3052761.25
2014-10-26,3332635.64,3234111.15,2620840.72
2014-10-27,5247620.14,4684281.87,4151809.58
2014-10-28,6122484.1,5778372.28,4933576.08
2014-10-29,6191276.35,5737052.91,4949513.22
2014-10-30,6250389.79,5538224.71,4894988.48
2014-10-31,4687679.79,4298085.13,3734196.88
2014-11-01,4474322.51,4016956.1,3463929.06
2014-11-02,3503909.61,3288998.21,2759213.27
2014-11-03,2511155.37,2217595.72,1925980.79
2014-11-04,1758772.81,1477099.08,1413005.18
2014-11-05,2080412.08,1863018.41,1649512.63
2014-11-06,2338580.92,2183786.14,1815525.82
2014-11-07,2391118.65,2278809.22,1914802.56
2014-11-08,2603594.99,2285101.67,2058134.47
2014-11-09,3896973.5,3502952.44,2948324.76
2014-11-10,3578790.21,3063460.99,2955883.0
2014-11-11,3265211.84,3028157.85,2544268.23
2014-11-12,2687977.35,2454147.46,2131053.41
2014-11-13,3661668.42,3232270.94,2973473.14
2014-11-14,4104922.66,3910456.43,3206387.48
2014-11-15,3332537.35,3003105.67,2666922.09
2014-11-16,3926705.12,3379543.62,3165100.53
2014-11-17,3901928.25,3744194.6,3135379.39
2014-11-18,2299920.21,1986285.07,1777742.22
2014-11-19,2365334.24,2029813.8499999999,2037392.28
2014-11-20,2712056.74,2151221.61,2364468.06
2014-11-21,2642726.69,1978798.97,2469983.77
2014-11-22,2355839.63,1670857.75,2373102.5
2014-11-23,2702782.41,1935168.64,2732923.6
2014-11-24,2994851.12,2269017.41,2989623.83
2014-11-25,1951300.95,1531003.19,1961306.08
2014-11-26,3005133.94,2165470.42,3070985.43
2014-11-27,4582936.62,3419985.5,4552287.3
2014-11-28,3803816.23,2736960.39,3776489.22
2014-11-29,3693923.36,2551654.35,3714680.69
2014-11-30,4164373.0,3088932.44,4139199.1
2014-12-01,3293606.72,2380911.64,3371041.49
2014-12-02,1913468.28,1456576.53,1934027.84
2014-12-03,1725054.96,1295883.85,1639460.56
2014-12-04,1490172.71,1126185.32,1377244.92
2014-12-05,1855814.16,1334829.93,1814623.65
2014-12-06,2498471.96,1799986.75,2457252.11
2014-12-07,2209128.82,1564168.61,2214964.0
2014-12-08,3029845.63,2181250.06,2938276.72
2014-12-09,3265900.4,2402269.89,3069037.78
2014-12-10,2659858.85,1813751.53,2559688.79
2014-12-11,2499031.03,1774927.87,2479880.93
2014-12-12,2451281.84,1713512.9,2348048.7
2014-12-13,2618181.33,1829550.42,2655502.75
2014-12-14,2868448.18,2107143.65,2822169.24
2014-12-15,3675108.42,2640989.24,3622573.69
2014-12-16,3587166.39,2674826.28,3452397.12
2014-12-17,2950563.8,2228580.82,2911687.56
2014-12-18,2684991.91,1956638.06,2614938.98
2014-12-19,3424258.6,2501639.79,3465424.79
2014-12-20,3898670.99,2919293.99,3764085.99
2014-12-21,4372128.59,3288658.49,4286124.01
2014-12-22,3430574.36,2490173.8,3435107.36
2014-12-23,2791569.02,1993037.94,2665014.26
2014-12-24,2610156.84,1898203.97,2591612.44
2014-12-25,2573745.23,1921258.54,2584515.85
2014-12-26,2922497.3,2190909.35,2877653.62
2014-12-27,3575283.76,2675460.42,3538078.72
2014-12-28,8484445.21,6114179.09,8405135.96
2014-12-29,7063840.79,5279051.3,6908131.26
2014-12-30,5708142.92,4101635.45,5488862.89
2014-12-31,5625288.94,4291848.5200000005,5528179.38
2015-01-01,4576460.18,3480688.72,4315048.16
2015-01-02,1625420.31,1513267.69,1281805.11
2015-01-03,1176312.94,919428.21,876576.96
2015-01-04,2651400.23,2202446.22,2169221.09
2015-01-05,2457539.39,2032954.95,1930809.0
2015-01-06,1621284.62,1517353.56,1301383.65
2015-01-07,1981408.07,1962767.79,1560596.56
2015-01-08,1318438.15,1263779.6199999999,1057739.56
2015-01-09,2144901.8,1885714.3699999999,1679915.91
2015-01-10,1830727.22,1644324.55,1385986.39
2015-01-11,3254430.17,2862801.2,2604455.39
2015-01-12,2427966.79,2411936.9,1902989.93
2015-01-13,2138729.21,1944150.75,1742327.89
2015-01-14,2835456.9,2554811.85,2191456.13
2015-01-15,2047933.05,1850215.6300000001,1631831.77
2015-01-16,2569213.44,2167189.45,2030636.7
2015-01-17,2588700.22,2300033.3,2035239.72
2015-01-18,3021302.7,2866112.7,2433685.6
2015-01-19,2851705.68,2654118.31,2258471.9
2015-01-20,2455411.13,2190333.56,1957537.38
2015-01-21,2603856.87,2398644.84,2019373.54
2015-01-22,2683523.21,2440053.73,2190572.01
2015-01-23,2703262.73,2305919.05,2149537.87
2015-01-24,4004609.82,3742582.84,3181968.24
2015-01-25,4665645.74,4367841.14,3747345.78
2015-01-26,4084367.08,3652471.68,3209020.3
2015-01-27,3116141.82,2949448.93,2455632.77
2015-01-28,4612174.41,4274108.3,3603868.33
2015-01-29,5300109.93,4744251.04,4295752.25
2015-01-30,4336302.07,4027065.91,3457573.62
2015-01-31,4195901.17,3855409.1,3269383.7
2015-02-01,4977201.37,4593261.19,4063980.38
2015-02-02,2901454.29,2693033.88,2325361.53
2015-02-03,1779457.49,1704573.73,1427675.21
2015-02-04,2496729.14,2313108.92,2129083.48
2015-02-05,2500351.24,2119163.1999999997,2064567.04
2015-02-06,3457294.9,2758713.48,2699578.13
2015-02-07,3570886.94,3239390.74,2952636.69
2015-02-08,4197082.23,3606348.53,3455113.24
2015-02-09,4490187.64,3904628.43,3675813.84
2015-02-10,2813867.9,2337159.57,2247526.75
2015-02-11,3311241.3,3014797.7600000002,2623112.64
2015-02-12,3468141.29,3081785.09,2797170.91
2015-02-13,4164849.99,3654077.35,3458801.88
2015-02-14,4312422.12,3808947.41,3541992.72
2015-02-15,4757224.49,4470423.89,3925128.98
2015-02-16,4817928.66,4115111.92,3988291.36
2015-02-17,4293160.67,3840048.89,3537248.79
2015-02-18,3209407.04,2711026.9,2685036.44
2015-02-19,3793775.02,3287918.59,3109300.19
2015-02-20,4760336.65,4395125.86,3942085.3
2015-02-21,4368539.08,3716766.59,3544819.23
2015-02-22,5784606.22,5024431.46,4804964.15
2015-02-23,7360399.98,6649644.89,5966271.62
2015-02-24,5473140.47,4652862.81,4450268.77
2015-02-25,8502202.85,7622808.25,7083827.01
2015-02-26,6528340.52,5863904.54,5386905.64
2015-02-27,4695415.58,4305015.7,3896449.69
2015-02-28,3896812.17,3540848.73,3287398.94
2015-03-01,4612623.19,3891460.96,3760240.57
2015-03-02,1204115.66,1143996.1,996728.16
2015-03-03,2971078.12,2612827.08,2450231.82
2015-03-04,3275231.73,2819481.13,2540097.74
2015-03-05,3623778.02,3195288.57,2818823.69
2015-03-06,4126698.63,3532729.89,3333077.32
2015-03-07,3652751.16,3534723.69,2946148.77
2015-03-08,3679065.16,3215775.77,2903799.07
2015-03-09,4520902.2,3803789.23,3610296.4
2015-03-10,5042080.93,4342836.31,3980962.03
2015-03-11,6098020.8,5438725.37,4928286.75
2015-03-12,4869770.72,4408496.61,3760439.95
2015-03-13,3474969.89,3233409.36,2712283.16
2015-03-14,4711284.42,4451434.64,3671123.8
2015-03-15,5040735.75,4484162.66,4008157.53
2015-03-16,5602879.7,5331891.87,4422966.9
2015-03-17,5692241.74,5365430.04,4623906.32
2015-03-18,6793794.72,6180023.14,5583548.33
2015-03-19,6012381.06,5239742.31,5053767.27
2015-03-20,4887915.96,4368402.21,4122124.89
2015-03-21,4566270.71,3747798.8,4002288.11
2015-03-22,5271032.0,4259569.36,4721422.49
2015-03-23,5172623.98,4051530.37,4663072.48
2015-03-24,6187718.83,4729616.57,5662250.07
2015-03-25,6763449.95,5630757.26,6062883.43
2015-03-26,6983791.47,5489045.11,6190732.25
2015-03-27,5007891.27,3835365.46,4516109.24
2015-03-28,5941997.22,4766227.8,5296480.62
2015-03-29,6087900.7,5022188.93,5431213.47
2015-03-30,14251354.04,11507228.6,12890205.46
2015-03-31,14813965.34,11609120.04,13306811.36
2015-04-01,13697879.88,11081760.31,12323133.99
2015-04-02,11638587.41,9340127.33,10494545.99
2015-04-03,10239965.04,8040699.28,9205352.56
2015-04-04,4214414.51,3504735.98,3835706.41
2015-04-05,4549233.48,3580096.7800000003,4060392.25
2015-04-06,5947351.85,4841662.69,5501604.96
2015-04-07,6969771.13,5300442.72,6115686.29
2015-04-08,6923568.08,5654805.75,6092200.11
2015-04-09,5334934.77,4284049.28,4630574.68
2015-04-10,5286341.9,4236440.91,4755107.84
2015-04-11,7223512.23,5528054.32,6692976.84
2015-04-12,6941143.47,5444041.66,6173613.48
2015-04-13,8008850.6,6265126.46,7198672.06
2015-04-14,9764966.49,8023932.43,8525033.47
2015-04-15,8464241.45,6927762.97,7283839.1
2015-04-16,6025485.77,5226152.41,5033699.98
2015-04-17,6481493.13,5547813.53,5294636.04
2015-04-18,7432727.07,6604680.58,5745887.3
2015-04-19,6854069.17,6193205.72,5371424.19
2015-04-20,8942873.22,8348462.72,6952833.82
2015-04-21,11246554.8,10206798.34,8986101.87
2015-04-22,9099886.14,8272731.02,7216624.95
2015-04-23,7548994.85,6965922.57,5939101.06
2015-04-24,6578500.68,5867951.04,5143109.11
2015-04-25,9981817.81,8894795.74,7741342.2
2015-04-26,8486257.42,7844336.65,6790371.72
2015-04-27,11233528.64,10331002.63,8990933.6
2015-04-28,14371525.01,13303763.33,11368208.46
2015-04-29,15294818.22,13632437.13,12456433.34
2015-04-30,14911130.64,13736519.67,11744026.43
2015-05-01,11462217.29,10163062.3,9026019.09
2015-05-02,8951414.69,8223779.81,7003240.14
2015-05-03,7902349.85,7227734.66,6325430.88
2015-05-04,4063632.19,3817900.18,3220456.05
2015-05-05,4993358.48,4445119.45,3895803.59
2015-05-06,5912157.02,5230415.9,4721080.32
2015-05-07,6417545.13,6019418.42,5062352.65
2015-05-08,4654167.53,4401755.94,3561342.38
2015-05-09,4178643.57,3882401.37,3269969.19
2015-05-10,5135747.06,4694851.19,3949880.44
2015-05-11,6740124.2,5944158.56,5364204.35
2015-05-12,6877097.83,6393706.79,5464941.46
2015-05-13,8472230.27,7775834.96,6752088.25
2015-05-14,8373161.73,7602066.92,6566657.69
2015-05-15,6454103.0,5896746.46,5103049.75
2015-05-16,6409003.84,5596570.59,5140481.43
2015-05-17,6593507.34,6023327.74,5168476.45
2015-05-18,7049312.68,6141030.93,5707463.8
2015-05-19,8167385.27,7217191.63,6584434.28
2015-05-20,10886447.11,9615615.88,8610088.68
2015-05-21,9585349.34,8759912.28,7629673.54
2015-05-22,6849849.55,6383425.15,5526949.11
2015-05-23,5769728.11,5212328.32,4699867.99
2015-05-24,7759286.87,6792831.89,6115304.75
2015-05-25,6648911.62,6003204.74,5479719.27
2015-05-26,7250067.07,6753885.75,5753775.74
2015-05-27,11264269.11,10495987.26,8911794.91
2015-05-28,10886440.76,9838845.47,8702126.28
2015-05-29,7443400.33,6765247.9,6010039.49
2015-05-30,14386454.27,13040577.89,11671007.33
2015-05-31,12847323.1,11805227.73,10142347.13
2015-06-01,12707400.56,11358082.35,9938849.85
2015-06-02,10370270.22,9545084.89,8221123.6
2015-06-03,12915899.82,11683772.48,10182209.97
2015-06-04,4389371.3,3817231.08,3612066.24
2015-06-05,4689415.18,4335830.17,3666593.72
2015-06-06,4504545.31,4193371.16,3683127.75
2015-06-07,4737477.49,4370763.09,3636812.14
2015-06-08,5997977.12,5380274.77,4767036.54
2015-06-09,7149148.38,6219304.07,5741574.05
2015-06-10,7033422.25,6219398.99,5437275.2
2015-06-11,5174085.58,4423631.05,4188520.67
2015-06-12,6351066.12,5851914.02,4900508.38
2015-06-13,5087923.97,4758258.68,3913528.15
2015-06-14,7257781.25,6629472.5,5645520.63
2015-06-15,7185781.7,6704448.24,5677039.63
2015-06-16,7904688.49,7089160.33,6283325.81
2015-06-17,8476249.0,7104547.25,6775868.17
2015-06-18,6561476.72,6030063.03,5174441.56
2015-06-19,5300940.37,4962934.17,4147889.8
2015-06-20,5709630.01,5019664.38,4391167.7
2015-06-21,5755437.59,4982168.67,4546815.45
2015-06-22,8091120.75,7315248.41,6486078.97
2015-06-23,8014615.36,6976449.1,6549729.21
2015-06-24,8106694.48,6903132.57,6848465.28
2015-06-25,6395417.81,5521728.2,5471074.95
2015-06-26,5791488.27,4529459.02,5164656.66
2015-06-27,5907901.77,4636357.0,5761761.16
2015-06-28,7048110.81,5183411.05,6755443.51
2015-06-29,10266326.47,7822782.28,10003747.48
2015-06-30,10954727.42,8191371.46,10628217.87
2015-07-01,9503954.04,7241784.21,9190648.76
2015-07-02,8552727.69,6520789.86,8154787.16
2015-07-03,6047919.06,4593406.99,5867150.51
2015-07-04,1184319.43,909416.24,1068025.58
2015-07-05,2966146.59,2245316.83,2810871.75
2015-07-06,2490899.57,1730417.06,2437063.72
2015-07-07,4185006.32,3102586.98,3947428.34
2015-07-08,4333446.86,3162778.47,4256271.94
2015-07-09,6011409.46,4395828.68,5756814.71
2015-07-10,3936544.23,2739662.29,3750891.91
2015-07-11,3965266.87,3129531.09,3859812.43
2015-07-12,4444033.83,3328239.41,4308843.11
2015-07-13,4008119.02,3034460.41,3879117.89
2015-07-14,4541662.42,3342181.13,4427340.58
2015-07-15,6195528.74,4291261.13,5945270.24
2015-07-16,5351713.45,4116727.89,5204783.4
2015-07-17,3953465.4,2950606.66,3879500.64
2015-07-18,4352743.94,3360294.1,4230281.82
